dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1
crag	8d9fadb7-3466-403d-85a5-a191ec22f69a	who is the main actor for the movie that has won the most bafta awards?	butch cassidy and the sundance kid holds the record with 9 bafta awards, starring robert redford.	partial_frontier_consensus	Two frontier models agree on 'Paul Newman' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_flash,gpt_5_1	2	Paul Newman	google-gemini-2-5-pro	0	1	1	Paul Newman; Robert Redford	Paul Newman; Robert Redford	The gold answer identifies 'Robert Redford' as an actor in the movie with the most BAFTA awards. The prediction includes 'Robert Redford' and also 'Paul Newman', who is also a main actor in 'Butch Cassidy and the Sundance Kid'. Since the prediction includes the correct actor from the gold and adds another correct main actor without contradiction, it is considered correct under the 'extra detail' and 'subset allowance' rules.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Paul Newman	Paul Newman	The gold answer states that 'Butch Cassidy and the Sundance Kid' stars Robert Redford. The prediction names 'Paul Newman', who was also a main actor in the film, but contradicts the specific actor mentioned in the gold answer as 'starring'.	Both answers are identical.	gpt-5-1	1	0	1	Paul Newman	Paul Newman	The gold answer states that Robert Redford starred in 'Butch Cassidy and the Sundance Kid', which holds the record for most BAFTA awards. The prediction names 'Paul Newman', which contradicts the specific actor mentioned in the gold answer for that role.	Both answers are identical.
crag	fde0f884-56cb-47c6-a15a-056eb02cfa4b	when did drake release their most popular album?	drake's most popular album, take care, released in 2011.	ambiguous_definition(popularity)	'Most popular album' is subjective (streams vs sales vs critical). Gold picks Take Care (2011) while models pick Views (2016). Both can be defended under different metrics.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	2016-04-29	google-gemini-2-5-pro	1	0	1	2016-04-29	2016-04-29	The gold answer states the album was released in 2011, while the prediction states 2016, which is a direct contradiction regarding the year of release.	Both answers provide the exact same date.	google-gemini-2-5-flash	1	0	1	2016-04-29	2016-04-29	The gold answer states the album was released in 2011, while the prediction states 2016-04-29. These dates contradict each other.	Both answers provide the exact same date.	gpt-5-1	1	0	1	2016-04-29	2016-04-29	The gold answer states the album was released in 2011, while the prediction states 2016-04-29. These dates contradict each other.	Both answers provide the exact same date.
frames	232	How much taller (in centimetres) is Mark O'Halloran (ex West Tigers rugby league player) than the London Broncos' player with the heritage number 341?	11cm	partial_frontier_consensus	Two frontier models agree on '0 cm' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro	2	0 cm	gemini-2.5-pro	1	0	1	0 cm	0.0	The predicted value '0 cm' is not within 5% tolerance of the gold value '11cm'. The absolute difference is 11, while 5% of 11 is 0.55.	Both answers represent the numerical value zero. The unit 'cm' in answer_a is compatible with the numerical value in answer_b.	gemini-2.5-flash	0	0	0	8 cm	10.0	The prediction '8 cm' is not within 5% tolerance of the gold value '11 cm'. The absolute difference is 3, while the allowed tolerance is 0.55 (5% of 11).	The numerical values 8 and 10.0 are not within the allowed 5% (or minimum 0.5) tolerance. The difference is 2, which is 25% of 8.	gpt-5.1	0	0	0	0 cm	15.0	The predicted numerical value '0' is not within 5% tolerance of the gold value '11' (11 - 0 = 11; 5% of 11 is 0.55).	The numeric values 0 and 15.0 are not within the allowed tolerance (±5% or minimum 0.5).
frames	244	Who is the Formula One driver who won their first Driver's Championship in the 46th season, what team did they race for that year, and how many years after that team's first race was it?	Nigel Mansell, Williams Grand Prix Engineering, 15 years	partial_frontier_consensus	Two frontier models agree on 'Michael Schumacher, Benetton, 9' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Michael Schumacher, Benetton, 9	gemini-2.5-pro	1	0	1	Michael Schumacher, Benetton, 9	Michael Schumacher, Benetton, 9	The prediction contradicts all three facts in the gold answer: the driver (Michael Schumacher vs Nigel Mansell), the team (Benetton vs Williams Grand Prix Engineering), and the number of years (9 vs 15, which is outside the 5% numerical tolerance).	Both answers are identical and state the same essential facts.	gemini-2.5-flash	1	0	1	Michael Schumacher, Benetton, 9	Michael Schumacher, Benetton, 9	The prediction contradicts all three facts in the gold answer: the driver (Michael Schumacher vs Nigel Mansell), the team (Benetton vs Williams Grand Prix Engineering), and the number of years (9 vs 15, which is outside the 5% numerical tolerance).	Both answers are identical.	gpt-5.1	1	0	1	Michael Schumacher; Benetton-Renault; 9 years	Michael Schumacher, Benetton, 9	The predicted driver (Michael Schumacher), team (Benetton-Renault), and number of years (9) all contradict the gold facts (Nigel Mansell, Williams Grand Prix Engineering, 15 years). The numerical difference (15 vs 9) exceeds the 5% tolerance.	"All essential facts match. ""Benetton"" is an acceptable alias/shortened name for ""Benetton-Renault"", and ""years"" is implied for the number 9."
frames	304	What year was the person born who was Prime Minister of The United Kingdom during the year that the first African American ran for president of the United States?	1792	partial_frontier_consensus	Two frontier models agree on '1848' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro,gpt_5_1	2	1848	gemini-2.5-pro	1	0	1	1848	1848	The predicted year '1848' does not match the gold year '1792'. Years must match exactly.	Both answers state the same year, 1848. Years require an exact match.	gemini-2.5-flash	0	0	0	1848	1916	The predicted year '1848' does not match the gold year '1792'. Years must match exactly.	The years 1848 and 1916 are different. Calendar years require an exact match.	gpt-5.1	1	0	1	1916	1916	The predicted year '1916' does not match the gold year '1792'. Calendar dates/years must match exactly.	Both answers are identical and state the same year.
frames	315	I'm thinking of a famous zoologist who is alumni of Upsala University and is credited with formally describing the African Gray parrot. He published his first edition of a certain book with a Latin title in the Netherlands, in 1735, while attending the university. This book contained his system of classifying animals, and it was key to the book's title. What is the modern-day term for the classification system he famously wrote about?	Binomial nomenclature	partial_frontier_consensus	Two frontier models agree on 'taxonomy' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gpt_5_1	2	taxonomy	gemini-2.5-pro	0	1	1	Binomial nomenclature	Linnaean taxonomy	The prediction exactly matches the gold answer.	"Linnaean taxonomy is the broader classification system developed by Linnaeus, which fundamentally includes and is defined by binomial nomenclature. Therefore, ""Linnaean taxonomy"" covers the"	gemini-2.5-flash	0	0	-1	taxonomy	Linnaean taxonomy	"The gold answer ""Binomial nomenclature"" refers to the specific system of naming organisms with two terms (genus and species) that Linnaeus is famous for. The prediction ""taxonomy"" is the broader scientific discipline of classifying organisms, which encompasses binomial nomenclature but is not the specific system itself. Therefore, the prediction is too general and does not convey the same specific fact."	Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))	gpt-5.1	1	0	1	taxonomy	Linnaean taxonomy	"The gold answer ""Binomial nomenclature"" refers to the specific system of naming organisms with two terms (genus and species) that Linnaeus is famous for. The prediction ""taxonomy"" is the broader scientific discipline of classifying organisms, which encompasses binomial nomenclature but is not the specific system itself. Therefore, the prediction is too general and does not convey the same specific fact."	"Answer_b provides a more specific term (""Linnaean taxonomy"") which includes the general term (""taxonomy"") from answer_a without contradiction. The additional qualifier is acceptable."
frames	330	How many years older is the police force that covers the City of London, than the political party that came 4th in the 2019 European Parliament election in Lombardy? Write the number of years in binary	10101110	partial_frontier_consensus	Two frontier models agree on '10011011' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro	2	10011011	gemini-2.5-pro	1	0	1	10011011	10011011	The prediction '10011011' (decimal 155) does not match the gold '10101110' (decimal 174). Binary numbers must match exactly.	Both answers are identical binary strings.	gemini-2.5-flash	0	0	0	10011011	10101101	The prediction '10011011' (decimal 155) does not match the gold '10101110' (decimal 174). Binary numbers must match exactly.	The binary numbers 10011011 (decimal 155) and 10101101 (decimal 173) are not within the allowed 5% tolerance (18 > 7.75).	gpt-5.1	0	1	1	10101110	10101110	The prediction exactly matches the gold.	Both answers are identical binary strings.
frames	371	How many years apart were the start of the Haitian and French revolutions , how many years longer did the Haitian Revolution last than the French Revolution, and how old were their respective leaders when each revolution began?	The French Revolution began 2 years before the Haitian Revolution.  The Haitian Revolution lasted 2 years longer.  Louis XVI was 34 years old when the French Revolution began and 36 when the Haitian Revolution began.	numeric_boundary_or_definition	Small age mismatch (≤1 year). Could be boundary convention (birthday/inclusive counting) or gold issue.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	1	2 years; 3 years; 48 (Toussaint Louverture) and 31 (Maximilien Robespierre)	gemini-2.5-pro	1	0	1	2 years; 3 years; 48 (Toussaint Louverture) and 31 (Maximilien Robespierre)	(1) 2 years; (2) 3 years; (3) Toussaint Louverture: 48, Maximilien Robespierre: 31	The prediction contradicts the gold on two out of three facts. The gold states the Haitian Revolution lasted 2 years longer, while the prediction states 3 years. The gold identifies Louis XVI as the leader for both revolutions (34 and 36 years old respectively), while the prediction identifies Toussaint Louverture (48) and Maximilien Robespierre (31) as leaders, contradicting both the identity of the leaders and their ages.	All three facts (years apart, duration difference, and leaders' ages) are identical in both answers, with only minor formatting differences.	gemini-2.5-flash	1	0	1	2 years, 3 years, 48 years, 31 years	State: (1) the number of years between the start dates (2); (2) how many years longer the Haitian Revolution lasted than the French (3); and (3) the ages at the start of each revolution — Toussaint Louverture: 48, Maximilien Robespierre: 31.	The prediction states the Haitian Revolution lasted 3 years longer, but the gold states 2 years longer. The prediction also provides ages 48 and 31, which do not match the ages 34 and 36 provided in the gold for Louis XVI.	All four numerical facts (2, 3, 48, 31) are present and match in both answers. The additional descriptive text and leader names in answer_b provide context but do not contradict the essential facts in answer_a.	gpt-5.1	1	0	1	2 years; 3 years; Toussaint Louverture ≈48 years old, Maximilien Robespierre 31 years old	(1) 2 years; (2) 3 years longer; (3) ages at the start — Toussaint Louverture: 48, Maximilien Robespierre: 31	The prediction correctly states the revolutions were 2 years apart, matching the gold. However, it incorrectly states the Haitian Revolution lasted 3 years longer, while the gold states 2 years longer. Furthermore, the prediction identifies Toussaint Louverture (≈48) and Maximilien Robespierre (31) as leaders, contradicting the gold which identifies Louis XVI (34 and 36) as the leader for both revolutions.	"All numerical facts (2 years, 3 years, 48, 31) are identical. Formatting differences, extra words like ""longer"", and symbols like ""≈"" are ignored."
frames	459	David Fincher has two movies in the 90's that have numbers in the title. What is the number in the title of David Fincher's later-released movie multiplied by the ratio of the sum of all of the molars in an aardvark over the number of adult teeth in a dog?	13/3 or 4.333... (infinitely repeating decimal)	partial_frontier_consensus	Two frontier models agree on '2' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gpt_5_1	2	2	gemini-2.5-pro	0	0	0	2	3.33	The gold answer is 13/3 or approximately 4.333. The prediction is 2. The absolute difference between the gold and prediction is |4.333 - 2| = 2.333. The 5% tolerance for the gold value is 0.05 * 4.333 = 0.2166. Since 2.333 > 0.2166, the prediction falls outside the acceptable numerical tolerance.	The numeric value 3.33 is not within the ±5% tolerance of 2.	gemini-2.5-flash	0	0	0	2	0.0	The gold answer is 13/3 or approximately 4.333. The prediction is 2. The absolute difference between the gold and prediction is |4.333 - 2| = 2.333. The 5% tolerance for the gold value is 0.05 * 4.333 = 0.2166. Since 2.333 > 0.2166, the prediction falls outside the acceptable numerical tolerance.	The values 2 and 0.0 are not numerically equivalent, as 0.0 is not within the ±5% (min 0.5) tolerance of 2.	gpt-5.1	1	0	1	10/3	3.3333333333	The gold value is 13/3 (approx. 4.333) and the prediction is 10/3 (approx. 3.333). The absolute difference is 1, which is greater than 5% of the gold value (0.05 * 4.333 = 0.21665).	10/3 is approximately 3.3333333333, which is numerically equivalent to answer_b.
frames	51	"What state is the home of the losing team of the World Series three years before ""Old Shufflefoot"" managed his team to victory? "	Illinois	partial_frontier_consensus	Two frontier models agree on 'Massachusetts' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gpt_5_1	2	Massachusetts	gemini-2.5-pro	0	0	0	Massachusetts	Michigan	The predicted state 'Massachusetts' contradicts the gold state 'Illinois'.	"The states ""Massachusetts"" and ""Michigan"" are different."	gemini-2.5-flash	0	0	0	Michigan	New York	"The prediction ""Michigan"" contradicts the gold answer ""Illinois""."	"The states ""Michigan"" and ""New York"" are different, making the answers not equivalent."	gpt-5.1	1	0	1	Massachusetts	Massachusetts	The predicted state 'Massachusetts' contradicts the gold state 'Illinois'.	Both answers are identical.
frames	584	Which political party held the most seats in the Leeds City Council election during the year that philosopher John Wall was born?	Conservatives held the most seats in the Leeds City Council election in 1965 when John Wall was born.	partial_frontier_consensus	Two frontier models agree on 'Labour Party' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Labour Party	gemini-2.5-pro	1	0	1	Labour Party	Labour Party	"The prediction ""Labour Party"" directly contradicts the gold fact that the ""Conservatives"" held the most seats."	Both answers are identical.	gemini-2.5-flash	1	0	1	Labour	Labour Party	"The prediction ""Labour"" contradicts the gold fact ""Conservatives"" regarding the political party that held the most seats."	"""Labour"" and ""Labour Party"" refer to the same political entity; ""Party"" is an acceptable extra."	gpt-5.1	1	0	1	Labour Party	Labour Party	"The prediction ""Labour Party"" directly contradicts the gold fact that the ""Conservatives"" held the most seats."	Both answers are identical.
frames	761	How many ballets did Frederick Ashton choreograph by the time he was 25 years old?	8	partial_frontier_consensus	Two frontier models agree on '5' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro	2	5	gemini-2.5-pro	1	0	1	5	5	The prediction '5' does not match the gold '8'. The difference (3) exceeds the 5% tolerance (0.4) for numerical values.	Both answers state the same number.	gemini-2.5-flash	0	0	0	4	0	The prediction '4' does not match the gold '8'. The difference (4) exceeds the 5% tolerance (0.4).	The numbers 4 and 0 are distinct and not within the allowed tolerance of ±5% (minimum 0.5).	gpt-5.1	0	0	0	5	6	The prediction '5' is not within 5% tolerance of the gold '8'. The difference is 3, which is 37.5% of 8.	The difference between 5 and 6 is 1, which exceeds the allowed 5% (0.25) or minimum 0.5 tolerance for numbers.
frames	96	In which of the three Intertidal zones would you most likely find the Septifer bilocularis?	Low Intertidal Zone	partial_frontier_consensus	Two frontier models agree on 'Mid-intertidal zone' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro	2	Mid-intertidal zone	gemini-2.5-pro	1	0	1	Mid-intertidal zone	Middle tide zone	"The prediction ""Mid-intertidal zone"" contradicts the gold answer ""Low Intertidal Zone""."	"""Mid"" and ""Middle"" are synonymous, and ""intertidal zone"" and ""tide zone"" refer to the same concept."	gemini-2.5-flash	0	0	0	Mid-intertidal zone	Low Intertidal Zone	"The prediction ""Mid-intertidal zone"" contradicts the gold answer ""Low Intertidal Zone""."	"The specified intertidal zones are different (""Mid-intertidal zone"" vs ""Low Intertidal Zone"")."	gpt-5.1	0	0	0	middle intertidal zone	low tide zone	"The prediction ""middle intertidal zone"" contradicts the gold answer ""Low Intertidal Zone""."	"""middle intertidal zone"" and ""low tide zone"" refer to different zones."
