dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1
crag	60084fd7-1889-4194-aab9-38ad898dfcf3	how much will the starting quarterback of the cowboys earn this year?	in 2024, prescott will earn a base salary of $29,000,000 and a roster bonus of $5,000,000.	time_dependent	Time-relative phrasing ('this year'); gold likely tied to a specific snapshot/date.	gpt_5_1	2	$20,000,000	google-gemini-2-5-pro	0	0	0	$20,000,000	$40 million	The gold answer states the total earnings are $29,000,000 (base salary) + $5,000,000 (roster bonus) = $34,000,000. The prediction of $20,000,000 is significantly different from the gold value and falls outside the 1% numeric tolerance.	"The numeric values ""40 million"" and ""20 million"" are significantly different and do not fall within the allowed numeric tolerance."	google-gemini-2-5-flash	0	0	0	$6,600,000	31000000	The gold answer indicates a total earning of $34,000,000 ($29,000,000 base salary + $5,000,000 roster bonus). The prediction of $6,600,000 is significantly different and falls outside the numeric tolerance.	The numerical values are significantly different and do not fall within the allowed tolerance for numeric expressions.	gpt-5-1	1	0	1	$20,000,000	20000000 USD	The gold answer states the total earnings will be $29,000,000 (base salary) + $5,000,000 (roster bonus) = $34,000,000. The prediction of $20,000,000 is significantly different from the gold value, exceeding the 1% numerical tolerance ($340,000).	Currency symbol/name normalization and thousands-separator ignored; same value.
crag	6ed9dc10-0df5-4e16-b0df-e11967edb740	how old is the current ceo of microsoft?	the current ceo of microsoft, sadya nadella, is 57 years old.	time_dependent	Time-relative phrasing ('current'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro	3	55	google-gemini-2-5-pro	1	0	1	55	55	The gold answer states the CEO is 57 years old, while the prediction states 55. The difference of 2 is outside the allowed numeric tolerance of max(0.5, 1% of 57) = 0.57.	Both answers state the same numerical value.	google-gemini-2-5-flash	0	1	1	55	55	The gold answer states the age is 57, and the prediction states 55. For naturally drifting values like ages, a difference within a 1-5.5 percentage-point window is considered equivalent. The percentage difference between 57 and 55 is approximately 3.5%, which falls within this tolerance.	Both answers state the same numerical value.	gpt-5-1	0	1	1	55	55	The prediction '55' is within the allowed 1-5.5 percentage-point window for naturally drifting values like ages when compared to the gold answer '57'. The percentage difference is approximately 3.5%, which falls within the tolerance.	Both answers state the same numerical value.
crag	7d6ebd01-2364-461c-8086-68c83ff90966	how long has the current president of the us been in power?	the current president of the us, joe biden, has been in power since 2020.	time_dependent	Tenure length depends on the evaluation date; gold 'since 2020' is itself suspect (Biden took office Jan 2021), and models return a duration string tied to a specific date.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	1 year, 8 months, 14 days	google-gemini-2-5-pro	1	0	1	1 year, 8 months, 14 days	1 year, 257 days	API error: Expecting value: line 1 column 1 (char 0)	Both answers represent the same duration (1 year, 257 days is equivalent to 1 year, 8 months, 14 days when calculated from a specific start date like January 20, 2021, to October 4, 2022).	google-gemini-2-5-flash	1	0	1	1 year, 8 months, 14 days	1 year, 8 months	The gold answer provides a start year ('since 2020'), while the prediction provides a duration ('1 year, 8 months, 14 days'). These are different types of information and do not communicate the same essential fact. Additionally, the duration provided in the prediction is not consistent with the start year given in the gold answer (2020) when calculating the duration to the current date, nor is it consistent with the actual inauguration year (2021) for the current date.	The difference of 14 days (2.24%) falls within the 1-5.5 percentage-point tolerance for values that naturally drift over time.	gpt-5-1	1	0	1	1 year 8 months 14 days	1 year 257 days	The gold answer states that the president has been in power 'since 2020'. The prediction gives a duration of '1 year 8 months 14 days'. This duration, if calculated from the actual inauguration date of Joe Biden (January 20, 2021), would correspond to a date around October 4, 2022. This implies a start year of 2021, which contradicts the start year of 2020 stated in the gold answer. Therefore, the prediction contradicts the gold on the specific detail of the start year.	"The ""1 year"" component is identical. Converting ""8 months 14 days"" to days using an average month length (365.25/12 = 30.4375 days/month) yields 8 * 30.4375 + 14 = 243.5 + 14 = 257.5 days. Comparing this to ""257 days"" from Answer A, the difference is 0.5 days. This difference falls within the allowed numeric tolerance of max(0.5, 1% of 257) = max(0.5, 2.57) = 2.57 days."
crag	83cfd2c8-d469-409d-bd32-24696ca5e21a	who was the mvp of the nba finals last year?	nikola jokic, who plays for the denver nuggets, was the mvp of the nba finals last year.	time_dependent	Time-relative phrasing ('last year'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gemini_2_5_flash	2	Stephen Curry	google-gemini-2-5-pro	1	0	1	Stephen Curry	Stephen Curry	The gold answer states the MVP was Nikola Jokic, while the prediction states Stephen Curry. These are different individuals, leading to a contradiction.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Stephen Curry	Stephen Curry	The gold answer states the MVP was Nikola Jokic, while the prediction states Stephen Curry. These are different individuals, leading to a contradiction.	Both answers are identical.	gpt-5-1	0	0	0	Giannis Antetokounmpo	Stephen Curry	The gold answer states 'Nikola Jokic' was the MVP, while the prediction states 'Giannis Antetokounmpo'. These are different individuals, leading to a contradiction.	The answers provide different names for the NBA Finals MVP, which are contradictory facts.
crag	90d5a2d9-2973-4e6b-affe-76af6c7d943e	what's the most recent album from the puerto rican artist that's been in wwe?	nadie sabe lo que va a pasar mañana	time_dependent	Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gemini_2_5_flash	2	Un Verano Sin Ti	google-gemini-2-5-pro	1	0	1	Un Verano Sin Ti	Un Verano Sin Ti	The prediction 'Un Verano Sin Ti' is a different album title than the gold answer 'nadie sabe lo que va a pasar mañana'. They are not equivalent.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Un Verano Sin Ti	Un Verano Sin Ti	The gold answer 'nadie sabe lo que va a pasar mañana' and the prediction 'Un Verano Sin Ti' are two different album titles. The prediction does not match the gold fact.	Both answers are identical.	gpt-5-1	0	1	0	Nadie Sabe Lo Que Va a Pasar Mañana	Un Verano Sin Ti	The prediction is identical to the gold answer, differing only in capitalization, which is ignored by Rule 1 (Normalization).	"Answer A refers to ""Un Verano Sin Ti"" (released 2022), while Answer B refers to ""Nadie Sabe Lo Que Va a Pasar Mañana"" (released 2023). These are different albums, and Answer B is more recent, making them not equivalent for the question asking for the ""most recent"" album."
crag	93f61f25-1bde-4e21-a826-47c9651847e4	who was the player who won the most matches in professional tennis last year?	novak djokovic, who is coached by goran ivanisevic, won the most matches in professional tennis last year.	time_dependent	Time-relative phrasing ('last year'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro	2	Daniil Medvedev	google-gemini-2-5-pro	1	0	1	Daniil Medvedev	Daniil Medvedev	The gold answer identifies 'Novak Djokovic' as the player who won the most matches, while the prediction states 'Daniil Medvedev'. These are different players, leading to a contradiction on the core fact.	Both answers are identical.	google-gemini-2-5-flash	0	0	0	Daniil Medvedev	Stefanos Tsitsipas	The gold answer identifies 'Novak Djokovic' as the player who won the most matches, while the prediction states 'Daniil Medvedev'. These are different individuals, leading to a contradiction.	The two answers provide different names for the player who won the most matches, which is a direct contradiction.	gpt-5-1	0	0	0	Alexander Zverev	Casper Ruud	The gold answer identifies 'Novak Djokovic' as the player who won the most matches, while the prediction states 'Alexander Zverev'. These are different players, leading to a contradiction on the core fact.	The two answers provide different names for the player who won the most matches, making them contradictory.
crag	a019b11a-6b26-4f70-9d3f-20c46005bec6	what were the box office numbers for martin scorsese's most recent movie?	killers of the flower moon has grossed $67.8 million in the united states and canada, and $89 million in other territories, for a worldwide total of $156.8 million.	time_dependent	Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gpt_5_1	1	$9.8 million	google-gemini-2-5-pro	1	0	1	$9.8 million	$9.6 million	The prediction of '$9.8 million' is numerically significantly different from all the box office numbers provided in the gold answer ($67.8 million, $89 million, $156.8 million). The difference exceeds the allowed 5.5% tolerance for numeric expressions.	Numeric values are within the allowed tolerance (0.2 million difference, which is less than max(0.5, 1% of 9.8 million = 0.098 million), and also within the 1-5.5 percentage-point window for values that naturally drift over time).	google-gemini-2-5-flash	0	1	1	$156.9 million	$156.9 million	The prediction provides the worldwide total box office number, which is a key part of the gold answer. The predicted value ($156.9 million) is within the numeric tolerance of the gold value ($156.8 million). The difference is 0.1, and the tolerance is max(0.5, 1% of 156.8) = max(0.5, 1.568) = 1.568. Since 0.1 <= 1.568, the values are considered equivalent.	Both answers are identical.	gpt-5-1	1	0	1	7969751	Approximately $8 million worldwide	The prediction '7969751' (approximately $7.97 million) does not match any of the box office numbers provided in the gold answer ($67.8 million, $89 million, $156.8 million), even with numeric tolerance. The prediction is significantly different and lacks context (e.g., worldwide, domestic).	"Numeric values are within the 1% tolerance, and Answer A uses ""Approximately""."
crag	adabdcb6-3d4d-4dac-93f7-d54bdb5dccf2	who was the coach of the team that won the nba championship last season?	michael malone, who coaches the denver nuggets, was the coach of the team that won the nba championship last season.	time_dependent	'Last season' is underspecified and shifts year to year; models return Steve Kerr (Warriors season), while gold returns Michael Malone (Nuggets season).	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Steve Kerr	google-gemini-2-5-pro	1	0	1	Steve Kerr	Steve Kerr	The gold answer identifies Michael Malone as the coach, while the prediction states Steve Kerr. These are two different individuals, leading to a contradiction.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Steve Kerr	Steve Kerr	The gold answer identifies Michael Malone as the coach, while the prediction states Steve Kerr. These are two different individuals, making the prediction factually incorrect and a contradiction to the gold answer.	Both answers are identical.	gpt-5-1	1	0	1	Steve Kerr	Steve Kerr	The gold answer states the coach was Michael Malone, while the prediction states Steve Kerr. These are two different individuals, leading to a direct contradiction.	Both answers are identical.
crag	b87aa578-d977-40f3-b96d-8ebba8aa3910	who was the player of the year in the premier league last season?	erling haaland, who plays for manchester city, was the player of the year in the premier league last season.	time_dependent	Premier League season awards vary each year; gold and models correspond to different seasons or award definitions.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Kevin De Bruyne	google-gemini-2-5-pro	1	0	1	Kevin De Bruyne	Kevin De Bruyne	The prediction names 'Kevin De Bruyne' as the player of the year, which contradicts the gold answer 'Erling Haaland'.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Kevin De Bruyne	Kevin De Bruyne	The gold answer states 'Erling Haaland' was the player of the year, while the prediction states 'Kevin De Bruyne'. These are different names, leading to a contradiction.	Both answers are identical.	gpt-5-1	1	0	1	Kevin De Bruyne	Kevin De Bruyne	The gold answer states 'Erling Haaland' was the player of the year, while the prediction states 'Kevin De Bruyne'. These are different individuals, leading to a contradiction.	Both answers are identical.
crag	ba92e6b9-fcd3-4ff7-899a-fe59dbb2c8db	what weight class is the ufc number one men's pound for pound fighter in?	islam makhachev, the number one men's pound for pound fighter in the ufc, fights at lightweight.	time_dependent	UFC pound-for-pound #1 changes across updates (e.g., Makhachev vs Volkanovski), which also changes the weight class. Models answer Featherweight while gold anchors Lightweight.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Featherweight	google-gemini-2-5-pro	1	0	1	Featherweight	Featherweight	The gold answer states the fighter is in 'lightweight', while the prediction states 'Featherweight'. These are different weight classes, leading to a contradiction.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Featherweight	Featherweight	The gold answer states the fighter is in 'lightweight' class, while the prediction states 'Featherweight'. These are different and contradictory facts.	Both answers are identical.	gpt-5-1	1	0	1	Featherweight	Featherweight	The gold answer states the fighter is in 'lightweight' class, while the prediction states 'Featherweight'. These are different and contradictory facts.	Both answers are identical.
crag	bd5325a3-6ba0-4088-a1a2-4a80ce096335	who was the goalkeeper of the team that won the fifa world cup last year?	martinez, who plays for argentina, was the goalkeeper of the team that won the fifa world cup last year.	time_dependent	Time-relative phrasing ('last year'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro	2	Hugo Lloris	google-gemini-2-5-pro	1	0	1	Hugo Lloris	Hugo Lloris	The gold answer identifies 'Martinez' (Emiliano Martínez) as the goalkeeper, while the prediction states 'Hugo Lloris'. These are different individuals, and Hugo Lloris was the goalkeeper for the *runner-up* team (France), not the winning team (Argentina). Therefore, the prediction contradicts the gold fact.	Both answers are identical.	google-gemini-2-5-flash	0	0	0	Hugo Lloris	Emiliano Martínez	The gold answer identifies 'Martinez' (Emiliano Martínez) as the goalkeeper for the winning team (Argentina) in the last FIFA World Cup. The prediction states 'Hugo Lloris', who was the goalkeeper for the runner-up team (France). This is a direct contradiction of the key fact.	The answers name different individuals. Emiliano Martínez was the goalkeeper for the winning team (Argentina) in the 2022 FIFA World Cup, while Hugo Lloris was the goalkeeper for the runner-up team (France).	gpt-5-1	0	1	0	Emiliano Martínez	Hugo Lloris	The prediction provides the full name 'Emiliano Martínez', which is a more complete version of 'Martinez' from the gold answer, referring to the same person. This is acceptable as extra detail and does not contradict the gold fact.	The answers provide different names for the goalkeeper of the team that won the FIFA World Cup, making them contradictory. Emiliano Martínez was the goalkeeper for the winning team (Argentina), while Hugo Lloris was the goalkeeper for the runner-up (France).
crag	d5124253-4271-40b5-986b-dd3021ab828e	who was the winner of the wimbledon women's singles tournament this year?	marketa vondrousova, who is coached by jiri hrebec and jan hernych, won the wimbledon women's singles tournament this year.	time_dependent	Wimbledon winner depends on year; gold corresponds to one year and models to another.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Elena Rybakina	google-gemini-2-5-pro	1	0	1	Elena Rybakina	Elena Rybakina	The gold answer states the winner was 'Marketa Vondrousova', while the prediction states 'Elena Rybakina'. These are different individuals, leading to a direct contradiction of the core fact.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Elena Rybakina	Elena Rybakina	The gold answer states the winner was 'Marketa Vondrousova', while the prediction states 'Elena Rybakina'. These are different individuals, leading to a direct contradiction on the core fact requested.	Both answers are identical.	gpt-5-1	1	0	1	Elena Rybakina	Elena Rybakina	The gold answer states the winner was 'Marketa Vondrousova', while the prediction states 'Elena Rybakina'. These are different individuals, leading to a contradiction on the core fact of who won the tournament.	Both answers are identical.
crag	d52db8c5-663a-469c-a470-e6d524e2b3dd	who was the coach of the team that won the stanley cup last season?	bruce cassidy, who coaches the vegas golden knights, was the coach of the team that won the stanley cup last season.	time_dependent	Stanley Cup winner/coach changes each season; gold (Cassidy/Vegas) and models (Bednar/Colorado) correspond to different years.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Jared Bednar	google-gemini-2-5-pro	1	0	1	Jared Bednar	Jared Bednar	The gold answer identifies Bruce Cassidy as the coach who won the Stanley Cup last season (2022-2023). The prediction, Jared Bednar, is a different coach who won the Stanley Cup in the 2021-2022 season, not 'last season'. Therefore, the prediction contradicts the gold fact.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Jared Bednar	Jared Bednar	The gold answer identifies 'Bruce Cassidy' as the coach, while the prediction states 'Jared Bednar'. These are different names, leading to a contradiction.	Both answers are identical.	gpt-5-1	1	0	1	Jared Bednar	Jared Bednar	The gold answer identifies 'Bruce Cassidy' as the coach, while the prediction states 'Jared Bednar'. These are different names, leading to a contradiction.	Both answers are identical.
