model	dataset	one_minus_recall_before	one_minus_recall_after	open_wrong_before	open_wrong_after	n_records_before	n_records_after	source_before	source_after	excluded_ids_count
Llama-3.3-70B	frames	0.1141552511415525	0.11055276381909548	219.0	199.0	297.0	276.0	eval_newstyle:results/correctness/frames/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	21
Llama-3.3-70B	hotpotqa	0.15950920245398773	0.15	163.0	140.0	274.0	249.0	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-3-70b-instruct/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-3-70b-instruct/hotpotqa_pairwise_assistive.json	25
Llama-3.3-70B	mintaka	0.28448275862068967	0.18478260869565216	116.0	92.0	298.0	269.0	baseline_records:results/baselines/mintaka/meta-llama-llama-3-3-70b-instruct/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/meta-llama-llama-3-3-70b-instruct/mintaka_pairwise_assistive.json	29
Llama-3.3-70B	musique	0.14537444933920704	0.1188118811881188	227.0	202.0	300.0	272.0	eval_newstyle:results/correctness/musique/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	28
Qwen2.5-72B	bamboogle	0.17857142857142858	0.1917808219178082	84.0	73.0	123.0	111.0	baseline_records:results/baselines/bamboogle/qwen-qwen2-5-72b-instruct/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/qwen-qwen2-5-72b-instruct/bamboogle_pairwise_assistive.json	12
Qwen2.5-72B	crag	0.17272727272727273	0.16216216216216217	110.0	74.0	162.0	122.0	baseline_records:results/baselines/crag/qwen-qwen2-5-72b-instruct/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/qwen-qwen2-5-72b-instruct/crag_pairwise_assistive.json	40
Qwen2.5-72B	frames	0.1510204081632653	0.14285714285714285	245.0	224.0	294.0	273.0	eval_newstyle:results/correctness/frames/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/frames/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/frames/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	21
Qwen2.5-72B	hotpotqa	0.16201117318435754	0.15822784810126583	179.0	158.0	274.0	249.0	baseline_records:results/baselines/hotpotqa/qwen-qwen2-5-72b-instruct/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/qwen-qwen2-5-72b-instruct/hotpotqa_pairwise_assistive.json	25
Qwen2.5-72B	mintaka	0.2323943661971831	0.17094017094017094	142.0	117.0	298.0	269.0	baseline_records:results/baselines/mintaka/qwen-qwen2-5-72b-instruct/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/qwen-qwen2-5-72b-instruct/mintaka_pairwise_assistive.json	29
Qwen2.5-72B	musique	0.1759656652360515	0.1497584541062802	233.0	207.0	300.0	272.0	eval_newstyle:results/correctness/musique/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/musique/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/musique/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	28
Qwen3-32B	bamboogle	0.11	0.10227272727272728	100.0	88.0	123.0	111.0	baseline_records:results/baselines/bamboogle/qwen-qwen3-32b/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/qwen-qwen3-32b/bamboogle_pairwise_assistive.json	12
Qwen3-32B	crag	0.1271186440677966	0.14634146341463414	118.0	82.0	162.0	122.0	baseline_records:results/baselines/crag/qwen-qwen3-32b/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/qwen-qwen3-32b/crag_pairwise_assistive.json	40
Qwen3-32B	frames									21
Qwen3-32B	hotpotqa	0.16489361702127658	0.15568862275449102	188.0	167.0	274.0	249.0	baseline_records:results/baselines/hotpotqa/qwen-qwen3-32b/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/qwen-qwen3-32b/hotpotqa_pairwise_assistive.json	25
Qwen3-32B	mintaka	0.16939890710382513	0.14012738853503184	183.0	157.0	298.0	269.0	baseline_records:results/baselines/mintaka/qwen-qwen3-32b/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/qwen-qwen3-32b/mintaka_pairwise_assistive.json	29
Qwen3-32B	musique									28
Llama-3.1-8B	bamboogle	0.16494845360824742	0.15294117647058825	97.0	85.0	123.0	111.0	baseline_records:results/baselines/bamboogle/meta-llama-llama-3-1-8b-instruct/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/meta-llama-llama-3-1-8b-instruct/bamboogle_pairwise_assistive.json	12
Llama-3.1-8B	crag	0.1623931623931624	0.15	117.0	80.0	162.0	122.0	baseline_records:results/baselines/crag/meta-llama-llama-3-1-8b-instruct/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/meta-llama-llama-3-1-8b-instruct/crag_pairwise_assistive.json	40
Llama-3.1-8B	frames	0.08823529411764706	0.09163346613545817	272.0	251.0	297.0	276.0	eval_newstyle:results/correctness/frames/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	21
Llama-3.1-8B	hotpotqa	0.22815533980582525	0.21978021978021978	206.0	182.0	274.0	249.0	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-1-8b-instruct/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-1-8b-instruct/hotpotqa_pairwise_assistive.json	25
Llama-3.1-8B	mintaka	0.24	0.21511627906976744	200.0	172.0	298.0	269.0	baseline_records:results/baselines/mintaka/meta-llama-llama-3-1-8b-instruct/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/meta-llama-llama-3-1-8b-instruct/mintaka_pairwise_assistive.json	29
Llama-3.1-8B	musique	0.06944444444444445	0.07253886010362694	216.0	193.0	235.0	209.0	eval_newstyle:results/correctness/musique/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	28
Qwen3-8B	bamboogle	0.10185185185185185	0.09375	108.0	96.0	123.0	111.0	baseline_records:results/baselines/bamboogle/qwen-qwen3-8b/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/qwen-qwen3-8b/bamboogle_pairwise_assistive.json	12
Qwen3-8B	crag	0.1076923076923077	0.10416666666666667	130.0	96.0	162.0	122.0	baseline_records:results/baselines/crag/qwen-qwen3-8b/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/qwen-qwen3-8b/crag_pairwise_assistive.json	40
Qwen3-8B	frames	0.08494208494208494	0.07083333333333333	259.0	240.0	294.0	273.0	eval_newstyle:results/correctness/frames/qwen-3-8B/open_ended_correctness.json|results/consistency/frames/qwen-3-8B/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/qwen-3-8B/open_ended_correctness.json|results/consistency/frames/qwen-3-8B/consistency_open_ended_vs_assistive.json	21
Qwen3-8B	hotpotqa	0.17209302325581396	0.16062176165803108	215.0	193.0	274.0	249.0	baseline_records:results/baselines/hotpotqa/qwen-qwen3-8b/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/qwen-qwen3-8b/hotpotqa_pairwise_assistive.json	25
Qwen3-8B	mintaka	0.17699115044247787	0.15	226.0	200.0	298.0	269.0	baseline_records:results/baselines/mintaka/qwen-qwen3-8b/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/qwen-qwen3-8b/mintaka_pairwise_assistive.json	29
Qwen3-8B	musique	0.10384615384615385	0.09787234042553192	260.0	235.0	292.0	264.0	eval_newstyle:results/correctness/musique/qwen-3-8B/open_ended_correctness.json|results/consistency/musique/qwen-3-8B/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/qwen-3-8B/open_ended_correctness.json|results/consistency/musique/qwen-3-8B/consistency_open_ended_vs_assistive.json	28
Mistral-7B	bamboogle	0.5673076923076923	0.5806451612903226	104.0	93.0	123.0	111.0	baseline_records:results/baselines/bamboogle/mistralai-mistral-7b-instruct-v0-3/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/mistralai-mistral-7b-instruct-v0-3/bamboogle_pairwise_assistive.json	12
Mistral-7B	crag	0.19008264462809918	0.1927710843373494	121.0	83.0	162.0	122.0	baseline_records:results/baselines/crag/mistralai-mistral-7b-instruct-v0-3/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/mistralai-mistral-7b-instruct-v0-3/crag_pairwise_assistive.json	40
Mistral-7B	frames	0.12903225806451613	0.12173913043478261	248.0	230.0	282.0	263.0	eval_newstyle:results/correctness/frames/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/frames/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/frames/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	21
Mistral-7B	hotpotqa	0.39712918660287083	0.4076086956521739	209.0	184.0	274.0	249.0	baseline_records:results/baselines/hotpotqa/mistralai-mistral-7b-instruct-v0-3/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/mistralai-mistral-7b-instruct-v0-3/hotpotqa_pairwise_assistive.json	25
Mistral-7B	mintaka	0.6235955056179775	0.6143790849673203	178.0	153.0	298.0	269.0	baseline_records:results/baselines/mintaka/mistralai-mistral-7b-instruct-v0-3/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/mistralai-mistral-7b-instruct-v0-3/mintaka_pairwise_assistive.json	29
Mistral-7B	musique	0.0933852140077821	0.09012875536480687	257.0	233.0	292.0	265.0	eval_newstyle:results/correctness/musique/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/musique/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/musique/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	28
