dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1	hand_review_label	hand_review_confidence	hand_review_notes	hand_review_suggested_action	hand_review_source
frames	51	"What state is the home of the losing team of the World Series three years before ""Old Shufflefoot"" managed his team to victory? "	Illinois	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Massachusetts' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gpt_5_1	2	Massachusetts	gemini-2.5-pro	0	0	0	Massachusetts	Michigan	The predicted state 'Massachusetts' contradicts the gold state 'Illinois'.	"The states ""Massachusetts"" and ""Michigan"" are different."	gemini-2.5-flash	0	0	0	Michigan	New York	"The prediction ""Michigan"" contradicts the gold answer ""Illinois""."	"The states ""Michigan"" and ""New York"" are different, making the answers not equivalent."	gpt-5.1	1	0.0	1.0	Massachusetts	Massachusetts	The predicted state 'Massachusetts' contradicts the gold state 'Illinois'.	Both answers are identical.	needs_verification	low	Chain depends on identifying ‘Old Shufflefoot’ and the relevant World Series year; cannot validate offline.		extra_frames_musique
frames	584	Which political party held the most seats in the Leeds City Council election during the year that philosopher John Wall was born?	Conservatives held the most seats in the Leeds City Council election in 1965 when John Wall was born.	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Labour Party' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Labour Party	gemini-2.5-pro	1	0	1	Labour Party	Labour Party	"The prediction ""Labour Party"" directly contradicts the gold fact that the ""Conservatives"" held the most seats."	Both answers are identical.	gemini-2.5-flash	1	0	1	Labour	Labour Party	"The prediction ""Labour"" contradicts the gold fact ""Conservatives"" regarding the political party that held the most seats."	"""Labour"" and ""Labour Party"" refer to the same political entity; ""Party"" is an acceptable extra."	gpt-5.1	1	0.0	1.0	Labour Party	Labour Party	"The prediction ""Labour Party"" directly contradicts the gold fact that the ""Conservatives"" held the most seats."	Both answers are identical.	needs_verification	low	Leeds council seat counts for the specific election-year require external lookup; cannot validate offline whether gold or model party is correct.		extra_frames_musique
frames	761	How many ballets did Frederick Ashton choreograph by the time he was 25 years old?	8	partial_frontier_consensus_all_wrong	Two frontier models agree on '5' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro	2	5	gemini-2.5-pro	1	0	1	5	5	The prediction '5' does not match the gold '8'. The difference (3) exceeds the 5% tolerance (0.4) for numerical values.	Both answers state the same number.	gemini-2.5-flash	0	0	0	4	0	The prediction '4' does not match the gold '8'. The difference (4) exceeds the 5% tolerance (0.4).	The numbers 4 and 0 are distinct and not within the allowed tolerance of ±5% (minimum 0.5).	gpt-5.1	0	0.0	0.0	5	6	The prediction '5' is not within 5% tolerance of the gold '8'. The difference is 3, which is 37.5% of 8.	The difference between 5 and 6 is 1, which exceeds the allowed 5% (0.25) or minimum 0.5 tolerance for numbers.	needs_verification	low	Frederick Ashton ballet count by age 25 depends on which works are counted as ballets and his birthdate; needs verification.		extra_frames_musique
frames	96	In which of the three Intertidal zones would you most likely find the Septifer bilocularis?	Low Intertidal Zone	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Mid-intertidal zone' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro	2	Mid-intertidal zone	gemini-2.5-pro	1	0	1	Mid-intertidal zone	Middle tide zone	"The prediction ""Mid-intertidal zone"" contradicts the gold answer ""Low Intertidal Zone""."	"""Mid"" and ""Middle"" are synonymous, and ""intertidal zone"" and ""tide zone"" refer to the same concept."	gemini-2.5-flash	0	0	0	Mid-intertidal zone	Low Intertidal Zone	"The prediction ""Mid-intertidal zone"" contradicts the gold answer ""Low Intertidal Zone""."	"The specified intertidal zones are different (""Mid-intertidal zone"" vs ""Low Intertidal Zone"")."	gpt-5.1	0	0.0	0.0	middle intertidal zone	low tide zone	"The prediction ""middle intertidal zone"" contradicts the gold answer ""Low Intertidal Zone""."	"""middle intertidal zone"" and ""low tide zone"" refer to different zones."	needs_verification	low	Species-to-intertidal-zone mapping requires domain knowledge; cannot validate offline.		extra_frames_musique
musique	2hop__144317_120065	What year did the city were Hans-Joachim Merker was born end?	1738	partial_frontier_consensus_all_wrong	Two frontier models agree on '1945' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_flash	2	1945	gemini-2.5-pro	0	0	0	1945	1990	The question asks for a year. The predicted year '1945' does not match the gold year '1738'. Years have zero tolerance and must match exactly.	Years require exact match; 1945 ≠ 1990.	gemini-2.5-flash	1	0	1	1945	1945	The question asks for a year. The predicted year '1945' does not match the gold year '1738'. Years have zero tolerance and must match exactly.	Both answers are identical.	gpt-5.1	0	0.0	0.0	1939	It has not ended as of 2022	The predicted year (1939) does not match the gold year (1738). Years have zero tolerance and must match exactly.	Answer A states the city ended in 1939, while Answer B states it has not ended as of 2022, which is a direct contradiction.	needs_verification	low	Question is ill-formed (‘What year did the city … end?’). Likely a templating/annotation issue; cannot validate offline.	Rewrite to a concrete event (e.g., city dissolved/annexed) and specify the city entity.	extra_frames_musique
musique	2hop__622308_61845	Who has played for West Ham Ajax and the team from the city where Malcolm Graham died?	Mido	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Sébastien Haller' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gpt_5_1	2	Sébastien Haller	gemini-2.5-pro	0	0	0	Sébastien Haller	Mido	The predicted player, Sébastien Haller, is different from the gold answer, Mido. They are distinct individuals and not aliases or abbreviations of each other.	Sébastien Haller did not play for Barnsley, while Mido did play for West Ham, Ajax, and Barnsley. The answers name different players and only Mido fits the criteria.	gemini-2.5-flash	0	0	0	John Heitinga	Craig Forrest; Jesper Grønkjær; Steven Pienaar	The predicted answer 'John Heitinga' is a different individual from the gold answer 'Mido'. They do not convey the same essential fact.	John Heitinga played for West Ham, Ajax, and	gpt-5.1	1	0.0	1.0	Sébastien Haller	Sébastien Haller	"The predicted name ""Sébastien Haller"" is different from the gold name ""Mido"", representing a contradiction."	Both answers are identical.	needs_verification	low	Requires confirming which player matches the three-club constraint (West Ham, Ajax, and the third club tied to Malcolm Graham). Gold ‘Mido’ vs consensus ‘Sébastien Haller’ suggests entity/club mismatch.		extra_frames_musique
musique	2hop__861047_110949	What is the date of birth for the performer of Beat Hotel?	11 September 1962	partial_frontier_consensus_all_wrong	Two frontier models agree on '1945-09-30' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro	2	1945-09-30	gemini-2.5-pro	1	0	1	1945-09-30	1945-09-30	The predicted date of birth (1945-09-30) contradicts the gold date of birth (11 September 1962). Dates have zero tolerance and must match exactly.	Both answers are identical and represent the same date.	gemini-2.5-flash	0	0	0	1945-07-01	1993-06-07	The predicted date of birth (July 1, 1945) is different from the gold date of birth (September 11, 1962). Dates have zero tolerance for discrepancies.	Calendar dates require exact match; 1945-07-01 ≠ 1993-06-07.	gpt-5.1	0	0.0	0.0	1945-09-30	1926-06-03	The predicted date (1945-09-30) contradicts the gold date (11 September 1962). Dates have zero tolerance for discrepancies.	Calendar dates require exact match; 1945-09-30 ≠ 1926-06-03.	needs_verification	low	Performer identity for ‘Beat Hotel’ is unclear offline; cannot validate date of birth discrepancy.		extra_frames_musique
musique	2hop__87580_7298	Along with the person who played Andy's brother in The Office, what notable pop artist started his career in adult contemporary radio?	Michael Bublé	one_model_correct_disagreement	Frontier answers disagree (2-of-3 on 'Josh Groban'), but exactly one model is judged correct; likely a model error rather than true ambiguity.	gemini_2_5_flash,gpt_5_1	2	Josh Groban	gemini-2.5-pro	0	1	0	Michael Bublé	Josh Groban; Josh Groban	The prediction exactly matches the gold answer.	The answers name different artists (Michael Bublé vs Josh Groban). Josh Groban played Andy's brother in The Office, while Michael Bublé did not.	gemini-2.5-flash	1	0	1	Josh Groban	Josh Groban; Michael Bublé	The predicted artist 'Josh Groban' is different from the gold artist 'Michael Bublé'. This is a direct contradiction of the factual answer.	Answer A matches one of the semicolon-separated alternatives in Answer B.	gpt-5.1	1	0.0	1.0	Josh Groban	Josh Groban; Josh Groban	The predicted artist, Josh Groban, is not the same as the gold artist, Michael Bublé.	Answer A matches one of the semicolon-separated alternatives in Answer B.	needs_verification	low	Two-entity constraint (‘along with the person who played Andy’s brother’) is easy to misread; cannot validate offline whether the intended second artist is Michael Bublé or another adult-contemporary artist.	Ensure the question clearly asks for the *other* artist besides the actor.	extra_frames_musique
musique	3hop1__152880_131926_13165	What treaty ceded territory to the US extending west to the body of water by the city Astronautalis is from?	Treaty of Paris	one_model_correct_disagreement	Frontier answers disagree (2-of-3 on 'Adams–Onís Treaty'), but exactly one model is judged correct; likely a model error rather than true ambiguity.	gemini_2_5_flash	2	Adams–Onís Treaty	gemini-2.5-pro	0	0	0	Adams–Onís Treaty	Treaty of Paris (1783)	The predicted treaty, 'Adams–Onís Treaty', is different from the gold treaty, 'Treaty of Paris', representing a direct contradiction of the core fact.	The Adams–Onís Treaty (1819) and the	gemini-2.5-flash	1	0	1	Adams-Onís Treaty	Adams-Onís Treaty	The predicted answer 'Adams-Onís Treaty' names a different treaty than the gold answer 'Treaty of Paris', which is a direct contradiction of the core fact.	Both answers are identical.	gpt-5.1	0	1.0	0.0	Treaty of Paris (1783)	Adams–Onís Treaty	"The prediction includes additional, non-contradictory information (the year 1783) but correctly identifies the ""Treaty of Paris"" as stated in the gold answer."	The Adams–Onís Treaty ceded Florida to the US, whose western boundary is the Gulf of Mexico. The Treaty of Paris (1783) established the US western boundary at the Mississippi River and did not cede Florida to the US. The answers convey contradictory facts regarding the treaty that ceded territory including Florida.	needs_verification	low	Treaty depends on identifying the body of water near Astronautalis’ city and the intended territorial cession; cannot validate Treaty of Paris vs Adams–Onís offline.		extra_frames_musique
musique	3hop1__241085_42197_18397	Where did the arguer that Yekaterina Fesenko's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?	the Politburo	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Beijing' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro	2	Beijing	gemini-2.5-pro	1	0	1	Beijing	Beijing	The gold answer 'the Politburo' refers to a political body, while the prediction 'Beijing' refers to a city. These are distinct and not equivalent.	Both answers are identical.	gemini-2.5-flash	0	0	0	Washington, D.C.	Pyongyang	The predicted answer 'Washington, D.C.' is a different location from the gold answer 'the Politburo', representing a direct contradiction regarding the specified location.	The two answers provide different and contradictory locations (Washington, D.C. vs Pyongyang) for the declaration.	gpt-5.1	0	0.0	0.0	Beijing	Washington, D.C.	"The prediction ""Beijing"" is a city, while the gold answer ""the Politburo"" refers to a political body. These are distinct and not equivalent."	The two answers refer to different locations (Beijing vs. Washington, D.C.) and are not equivalent.	needs_verification	low	Template-like question about a leader’s declaration on Korea: ‘Politburo’ vs ‘Beijing’ could be institution vs city. Needs source verification.	Pin the source sentence (where the declaration is stated) or accept institution-vs-location equivalence if appropriate.	extra_frames_musique
musique	3hop1__415141_42197_18397	Where did the leader who argued that the country of citizenship of Vladimir Ageev had become an imperialist power, declare that he would intervene in the Korean conflict?	the Politburo	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Beijing' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro	2	Beijing	gemini-2.5-pro	1	0	1	Beijing	Beijing	The gold answer 'the Politburo' refers to a specific political body, implying a location associated with the Soviet Union (Moscow). The predicted answer 'Beijing' refers to the capital city of China. These are distinct locations and political entities, leading to a contradiction.	Both answers are identical.	gemini-2.5-flash	0	0	0	Beijing	Moscow	The gold answer 'the Politburo' refers to a specific political body, implying a location associated with the Soviet Union (Moscow). The predicted answer 'Beijing' refers to the capital city of China. These are distinct locations and political entities, leading to a contradiction.	'Beijing' and 'Moscow' are distinct locations; they contradict each other regarding the same fact.	gpt-5.1	0	0.0	0.0	Washington, D.C.	Beijing	"The predicted location ""Washington, D.C."" is different from the gold location ""the Politburo""."	The question describes a specific leader (Mao Zedong, who argued the Soviet Union was an imperialist power) and asks for the location of their declaration to intervene in the Korean conflict. Mao Zedong's declarations were made from Beijing (Answer B). Washington, D.C. (Answer A) refers to the declaration by the US leader (Truman), who does not fit the specific description provided in the question. The answers refer to different leaders and locations.	needs_verification	low	Same template as other ‘intervene in the Korean conflict’ items; cannot validate ‘Politburo’ vs ‘Beijing’ offline.		extra_frames_musique
musique	3hop1__604991_339990_15538	When did the state that Frozen Run is located in reinstate the death penalty?	1984	partial_frontier_consensus_all_wrong	Two frontier models agree on '1978' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_flash	2	1978	gemini-2.5-pro	0	0	0	1977	1974	The prediction '1977' contradicts the gold answer '1984'. Years have zero tolerance and must match exactly.	Years require exact match; 1977 ≠ 1974.	gemini-2.5-flash	1	0	1	1978	1978	The question asks for a year. The predicted year '1978' does not match the gold year '1984'. Years have zero tolerance and must match exactly.	Both answers state the same year, 1978, which is an exact match.	gpt-5.1	0	0.0	0.0	1978	1978-09-13	Years have zero tolerance; 1978 does not match 1984.	Calendar dates/years require an exact match; '1978' does not exactly match '1978-09-13' due to differing specificity.	needs_verification	low	Death-penalty reinstatement year depends on state identification for Frozen Run; cannot validate offline whether 1984 or ~1978 is correct.		extra_frames_musique
