dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1
frames	139	"What is the name of the play written in May 2016 by a playwright who won the MacArthur Fellowship the same year as the poet who wrote ""Postcolonial Love Poem""?"	Skeleton Crew	frontier_consensus_vs_gold	All three frontier models agree on 'Pipeline' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_flash,gpt_5_1	3	Pipeline	gemini-2.5-pro	0	0	0	Pipeline	Skeleton Crew	"The prediction ""Pipeline"" contradicts the gold answer ""Skeleton Crew""."	"The two answers provide different play titles, ""Pipeline"" and ""Skeleton Crew"", which are not equivalent."	gemini-2.5-flash	1	0	1	Pipeline	Pipeline	"The prediction ""Pipeline"" contradicts the gold answer ""Skeleton Crew""."	Both answers are identical strings.	gpt-5.1	1	0	1	Pipeline	Pipeline	"The prediction ""Pipeline"" contradicts the gold answer ""Skeleton Crew""."	Both answers are identical strings.
frames	202	The National Peace Corps Association was founded in 1979 by a United States politician. This founder then appointed the very first director of the Peace Corps, his brother-in-law. What is the first name of this director?	Robert	frontier_consensus_vs_gold	All three frontier models agree on 'Sargent' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gpt_5_1	3	Sargent	gemini-2.5-pro	0	0	0	Sargent	Robert	"The prediction ""Sargent"" contradicts the gold answer ""Robert""."	"The names ""Sargent"" and ""Robert"" are distinct and not equivalent."	gemini-2.5-flash	0	0	0	Sargent	Robert	"The prediction ""Sargent"" contradicts the gold answer ""Robert""."	"The names ""Sargent"" and ""Robert"" are distinct and cannot be normalized to be equivalent."	gpt-5.1	1	0	1	Sargent	Sargent	"The prediction ""Sargent"" contradicts the gold answer ""Robert""."	Both answers are identical.
frames	241	The screenwriter of the film, which received nominations for Best Screenplay and Best Actor in a Motion Picture - Drama at the 1995 Golden Globes, attended which Michigan university?	Grand Valley State University	possible_gold_typo_or_alias	Open answer 'Grand Valley State University' is very close to gold 'Grand Valley State University' (small edit distance); likely typo/alias/normalization.	gpt_5_1	1	Grand Valley State University	gemini-2.5-pro	0	1	0	Grand Valley State University	None	The prediction exactly matches the gold.	'None' explicitly contradicts the specific university named in answer_a.	gemini-2.5-flash	0	0	0	University of Michigan	None	"The prediction ""University of Michigan"" contradicts the gold fact ""Grand Valley State University""."	"Answer A specifies a university, while answer B explicitly states ""None"", which is a direct contradiction."	gpt-5.1	1	0	1	none	None; Quentin Tarantino did not attend a Michigan university	"The prediction ""none"" directly contradicts the gold answer ""Grand Valley State University""."	Both answers state that there is no university. Answer B provides additional, non-contradictory information.
frames	250	The Sikh empire's capital at the time of the Battle of Sobraon came under the rule of the British Crown in what year?	1858	frontier_consensus_vs_gold	All three frontier models agree on '1849' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	1849	gemini-2.5-pro	1	0	1	1849	1849	The predicted year '1849' does not match the gold year '1858'. Calendar dates/years must match exactly.	Both answers state the same year, 1849, which is an exact match.	gemini-2.5-flash	1	0	1	1849	1849	The predicted year '1849' does not match the gold year '1858'. Calendar dates/years must match exactly.	Both answers state the exact same year, 1849.	gpt-5.1	1	0	1	1849	1849	The predicted year '1849' does not match the gold year '1858'. Calendar dates/years must match exactly.	Both answers state the same year, 1849, which is an exact match.
frames	297	What song topped Billboard magazine's Top 30 chart in the same year that the first documented case of a person being hit and surviving a meteorite occurred?	Little Things Mean a Lot by Kitty Kallen	frontier_consensus_vs_gold	All three frontier models agree on 'Little Things Mean a Lot' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Little Things Mean a Lot	gemini-2.5-pro	1	0	1	Little Things Mean a Lot	Little Things Mean a Lot	"The prediction is missing the artist, ""Kitty Kallen"", which is a vital fact included in the gold answer for identifying the song."	Both answers are identical strings.	gemini-2.5-flash	1	0	1	Little Things Mean a Lot	Little Things Mean a Lot	"The prediction is missing the artist, ""Kitty Kallen"", which is a vital fact included in the gold answer for identifying the song."	Both answers are identical strings.	gpt-5.1	1	0	1	Little Things Mean a Lot	Little Things Mean a Lot	"The prediction is missing the artist, ""Kitty Kallen"", which is a vital fact included in the gold answer for identifying the song."	Both answers are identical strings.
frames	540	Of the participants in the first round of the 2024 Yucatán Open (Doubles), which Mexican player had received two wild cards during their career prior to August 4, 2024?	Alan Fernando Rubio Fierros	alias_or_evaluation_strictness	Consistency judge mentions alias/equivalence (e.g., anglicization); open correctness may be overly strict about surface-form differences.	gpt_5_1	2	Rodrigo Pacheco Méndez	gemini-2.5-pro	0	0	0	Rodrigo Pacheco Méndez	Renata Zarazúa	The predicted name 'Rodrigo Pacheco Méndez' does not match the gold name 'Alan Fernando Rubio Fierros'.	"The names ""Rodrigo Pacheco Méndez"" and ""Renata Zarazúa"" refer to different individuals and are not equivalent."	gemini-2.5-flash	0	0	0	Alan Hernández	Hans Hach Verdugo	The predicted name 'Alan Hernández' does not match the gold name 'Alan Fernando Rubio Fierros'. The last names are different.	"The names ""Alan Hernández"" and ""Hans Hach Verdugo"" are distinct and do not refer to the same person."	gpt-5.1	1	0	1	Rodrigo Pacheco Méndez	Rodrigo Pacheco Méndez	The predicted name 'Rodrigo Pacheco Méndez' contradicts the gold name 'Alan Fernando Rubio Fierros'.	Both answers are identical.
frames	541	Which Kiwi author died the same year as the first British Prime Minister to be elected after the end of World War 1?	Katherine Mansfield	possible_gold_typo_or_alias	Open answer 'Katherine Mansfield' is very close to gold 'Katherine Mansfield' (small edit distance); likely typo/alias/normalization.	gpt_5_1	1	Katherine Mansfield	gemini-2.5-pro	0	1	1	Katherine Mansfield	Katherine Mansfield	The prediction exactly matches the gold answer.	Both answers are identical.	gemini-2.5-flash	0	0	0	Jessie Mackay	Katherine Mansfield	"The prediction ""Jessie Mackay"" contradicts the gold fact ""Katherine Mansfield""."	Jessie Mackay and Katherine Mansfield are two different authors.	gpt-5.1	1	0	1	John Mulgan	John Mulgan	The predicted author 'John Mulgan' contradicts the gold author 'Katherine Mansfield'.	Both answers are identical.
frames	598	A certain singer won the Grammy Award for Song of the Year in 2008 and in the same year, sang at a prominent person's 90th Birthday Party concert in London. How many vowels are in the given first name of the person who the birthday party was for?	4	frontier_consensus_vs_gold	All three frontier models agree on '2' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	2	gemini-2.5-pro	1	0	1	2	2	The prediction '2' does not match the gold answer '4'. The absolute difference (2) is greater than the allowed 5% tolerance for numbers (0.2).	Both answers state the same numerical value.	gemini-2.5-flash	1	0	1	2	2	The prediction '2' does not match the gold answer '4'. The absolute difference (2) is greater than the allowed 5% tolerance for numbers (0.2).	Both answers are identical numerical values.	gpt-5.1	1	0	1	2	2	The prediction '2' does not match the gold answer '4'. The absolute difference (2) is greater than the allowed 5% tolerance for numbers (0.2).	Both answers state the same numerical value.
frames	666	"Who starred in a movie about the subject of a song on the compilation album ""Friends and Relatives,"" and also played themselves on an episode of ""Friends""?"	Isabella Rossellini	possible_gold_typo_or_alias	Open answer 'Isabella Rossellini' is very close to gold 'Isabella Rossellini' (small edit distance); likely typo/alias/normalization.	gemini_2_5_flash	1	Isabella Rossellini	gemini-2.5-pro	0	1	0	Isabella Rossellini	Mira Sorvino	The prediction exactly matches the gold answer.	"The names ""Isabella Rossellini"" and ""Mira Sorvino"" refer to two different individuals and are not equivalent."	gemini-2.5-flash	1	0	1	Jean-Claude Van Damme	Jean-Claude Van Damme	"The prediction ""Jean-Claude Van Damme"" directly contradicts the gold answer ""Isabella Rossellini""."	Both answers are identical.		0						
frames	769	What teammates were inducted into the college football hall of fame who played the same year as the first Native American to get a gold medal in the Olympics for the United States?	" Gus Welch, and William ""Lone Star"" Dietz."	possible_gold_typo_or_alias	Open answer 'Gus Welch' is very close to gold 'Gus Welch' (small edit distance); likely typo/alias/normalization.	gemini_2_5_pro,gemini_2_5_flash	1	Gus Welch	gemini-2.5-pro	1	0	1	Gus Welch	['Gus Welch', 'Joe Guyon']	"The prediction is missing one of the required gold facts, ""William 'Lone Star' Dietz""."	"Answer_b contains the essential fact from answer_a (""Gus Welch"") and includes an additional name (""Joe Guyon"") which is allowed"	gemini-2.5-flash	1	0	1	Joe Guyon	['Jim Thorpe', 'Joe Guyon', 'George Gipp', 'Knute Rockne']	"The prediction ""Joe Guyon"" does not match either of the names provided in the gold answer (""Gus Welch"", ""William ""Lone Star"" Dietz""). The prediction is missing the required facts and provides a different, incorrect fact."	"The essential fact in answer_a, ""Joe Guyon"", is present in answer_b. Additional names in answer_b are allowed as extras."	gpt-5.1	0	0	0	Joe Guyon and Gus Welch	['Joe Guyon']	"The prediction is missing ""William 'Lone Star' Dietz"" from the gold answer and includes an extra name, ""Joe Guyon"", which is not in the gold answer."	"answer_b is missing ""Gus Welch"", which is an essential fact in answer_a."
frames	77	According to the 2011 census, what is total population of the cities of the birthplaces of author Clive Barker, Prince William, and Sir Malcolm Stanley Bradbury? Round to the nearest 100,000. 	11,300,000	frontier_consensus_vs_gold	All three frontier models agree on '9,200,000' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	9,200,000	gemini-2.5-pro	1	0	1	9,200,000	9200000	The prediction (9,200,000) is not within 5% tolerance of the gold value (11,300,000). The difference is 2,100,000, while the allowed tolerance is 565,000.	Thousands separators are ignored, making 9,200,000 and 9200000 equivalent.	gemini-2.5-flash	1	0	1	9,200,000	9200000	The prediction 9,200,000 is not within 5% of the gold value 11,300,000. The allowed tolerance is 565,000, but the difference is 2,100,000.	Thousands separators are ignored for numerical comparison. Both values represent the same number.	gpt-5.1	1	0	1	9,200,000	9200000	The prediction 9,200,000 is not within 5% of the gold value 11,300,000. The allowed tolerance is 565,000, but the difference is 2,100,000.	Thousands separators are ignored, making 9,200,000 and 9200000 equivalent.
frames	817	"I grew up in a village on Long Island in the Town of Oyster Bay. The name of this town is made up of two words, the first starts with the letter ""S"" and the second with the letter ""C.""  I went to a public elementary school in this village in the year 1999. What was the name of my school? "	Sea Cliff Elementary School	possible_gold_typo_or_alias	Open answer 'Sea Cliff Elementary School' is very close to gold 'Sea Cliff Elementary School' (small edit distance); likely typo/alias/normalization.	gpt_5_1	1	Sea Cliff Elementary School	gemini-2.5-pro	0	1	1	Sea Cliff Elementary School	['Sea Cliff Elementary School']	The prediction is an exact match to the gold answer.	The list in answer_b contains the exact string from answer_a.	gemini-2.5-flash	0	0	0	"There is no village or hamlet in the Town of Oyster Bay, Long Island, whose name is made up of two words, where the first word starts with ""S"" and the second word starts with ""C"". Therefore, the school cannot be identified based on the provided information."	['A.P. Willits Elementary School', 'Berry Hill Elementary School', 'Robbins Lane Elementary School', 'Village Elementary School']	"The gold answer provides a specific school name (""Sea Cliff Elementary School""). The prediction states that the school cannot be identified, directly contradicting the gold's assertion that a specific school name is the answer."	Answer A states that the school cannot be identified due to a flawed premise, while Answer B provides a list of schools, directly contradicting Answer A's assertion of unidentifiability.	gpt-5.1	1	0	1	Sea Cliff School	['Sea Cliff Elementary School']	"The prediction ""Sea Cliff School"" omits the word ""Elementary,"" which is a vital part of the specific school's name as provided in the gold answer ""Sea Cliff Elementary School."" This omission changes the specificity of the name and is not considered a standard alias or abbreviation that fully conveys the same fact."	"'Sea Cliff Elementary School' is a more specific but non-contradictory version of 'Sea Cliff School', especially given the question specifies ""elementary school""."
frames	86	What medal did the woman who tied for 19th in the 2011 Pan American Games women's individual bowling event win as part of a women's bowling doubles team in the 2017 World Games?	Bronze medalist	frontier_consensus_vs_gold	All three frontier models agree on 'Gold' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gpt_5_1	3	Gold	gemini-2.5-pro	1	0	1	Gold	Gold	"The prediction ""Gold"" contradicts the gold answer ""Bronze medalist""."	Both answers are identical.	gemini-2.5-flash	0	0	0	Gold	silver	"The prediction ""Gold"" contradicts the gold answer ""Bronze medalist""."	"""Gold"" and ""silver"" are different medals and thus different facts."	gpt-5.1	1	0	1	gold	Gold	"The prediction ""gold"" contradicts the gold answer ""Bronze medalist""."	"Case normalization makes ""gold"" and ""Gold"" equivalent."
frames	88	If you were to combine two words, the first of which has a species called Polytrichum piliferum, and the second which has a breed type called Fleckvieh, you'd get the name of what countries capital city?	Russia	frontier_consensus_vs_gold	All three frontier models agree on 'Moscow' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gpt_5_1	3	Moscow	gemini-2.5-pro	1	0	1	Moscow	Moscow	"The gold answer specifies a country (""Russia""), while the prediction specifies a capital city (""Moscow""). These are distinct entities, even though Moscow is the capital of Russia. The prediction does not convey the same vital fact as the gold."	Both answers are identical.	gemini-2.5-flash	0	0	0	Moscow	Harare	"The gold answer ""Russia"" refers to a country, while the prediction ""Moscow"" refers to a city. These are distinct entities and not equivalent, even though Moscow is the capital of Russia. The prediction does not convey the same vital fact as the gold."	'Moscow' and 'Harare' are different capital cities.	gpt-5.1	1	0	1	Moscow	Moscow	"The gold answer ""Russia"" refers to a country, while the prediction ""Moscow"" refers to a city. These are distinct entities and not equivalent, even though Moscow is the capital of Russia. The prediction does not convey the same vital fact as the gold."	Both answers are identical.
hotpotqa	5a7272eb5542997f827839d7	How old is the female main protagonist of Catching Fire?	16-year-old	likely_gold_error	Katniss Everdeen is typically 17 in Catching Fire. Gold says 16, which may conflate with The Hunger Games (book 1).	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	17	google-gemini-2-5-pro	1	0	1	17	17	The gold answer states the protagonist is 16 years old, while the prediction states 17. This is a numerical contradiction outside the allowed tolerance (|17 - 16| = 1, which is greater than max(0.5, 1% of 16) = 0.5).	Both answers state the same age.	google-gemini-2-5-flash	1	0	1	17	17	The gold answer states the protagonist is 16 years old, while the prediction states 17. This is a direct contradiction as the difference (1 year) exceeds the allowed numeric tolerance of 0.5 for exact values.	Both answers state the same age.	gpt-5-1	1	0	1	17	17	The gold answer states the protagonist is 16 years old, while the prediction states 17. This is a direct contradiction as the difference (1 year) exceeds the allowed numeric tolerance of 0.5 for exact values like age.	Both answers state the same age.
hotpotqa	5a7d231555429909bec76986	La Barredora was a gang that declared war on the leader of the cartel based where?	Sinaloa	frontier_consensus_vs_gold	All three frontier models agree on 'Acapulco' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_flash	3	Acapulco	google-gemini-2-5-pro	0	0	0	Acapulco	Sinaloa	The gold answer states the cartel was based in 'Sinaloa', while the prediction states 'Acapulco'. These are different locations, leading to a contradiction.	The answers provide contradictory locations for the cartel's base.	google-gemini-2-5-flash	1	0	1	Acapulco	Mexico	The gold answer states the cartel was based in 'Sinaloa', while the prediction states 'Acapulco'. These are different locations, leading to a contradiction.	Answer B (Acapulco) is a city within the country mentioned in Answer A (Mexico). Answer B is a more specific but consistent location, which is considered equivalent.	gpt-5-1	0	0	0	Acapulco	Sinaloa, Mexico	The prediction 'Acapulco' contradicts the gold answer 'Sinaloa' regarding the location of the cartel's base.	The answers provide different locations (Sinaloa vs. Acapulco), which is a direct contradiction.
