dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1
crag	47d14ce5-921b-47f3-bf8b-0c016c5c724b	how many toys does andy have in the third toy story movie?	17-year-old andy has only twelve of his toys.	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gpt_5_1	1	15	google-gemini-2-5-pro	0	0	0	15	The exact number is not specified in the film.	The gold answer states Andy has 'twelve' toys, while the prediction states '15'. These numerical values are different and outside the allowed tolerance for exact counts.	Answer A states the number is not specified, while Answer B provides a specific number, which is a direct contradiction.	google-gemini-2-5-flash	0	1	0	12	8	The gold answer states 'twelve' toys, and the prediction is '12'. This is a direct numerical match, and words vs digits are equivalent per Rule 2.	The numeric values 8 and 12 are significantly different and do not fall within the allowed tolerance for numeric expressions.	gpt-5-1	1	0.0	1.0	8	8	The gold answer states Andy has 'twelve' (12) toys, while the prediction states '8'. These numbers contradict each other and are outside the allowed numeric tolerance.	Both answers provide the exact same numerical value.
crag	612d6a91-f8a0-4935-ad7c-b9b09e959fcc	what rating did the most popular comedy show of 2023 have on tomatometer?	reservation dogs, one of the most popular comedy shows of 2023, has a rating of 99 % on rotten tomatoes and received praise on many other websites as well.	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gpt_5_1	1	91%	google-gemini-2-5-pro	0	0	0	91%	99%	The gold answer states a rating of 99%, while the prediction states 91%. The difference of 8 is outside the allowed numeric tolerance of max(0.5, 1% of 99) = 0.99.	The numeric values 99% and 91% are not equivalent under the numeric expression rule, as their difference (8) exceeds the allowed tolerance of max(0.5, 1% of reference value).	google-gemini-2-5-flash	0	1	0	99%	82%	The prediction '99%' directly matches the numerical rating provided in the gold answer ('99 %') for the Tomatometer rating. The prediction is a subset of the gold answer, providing the core fact requested by the question without contradiction.	The numerical values 82% and 99% are distinct and fall outside the allowed tolerance for numerical expressions.	gpt-5-1	1	0.0	1.0	100%	99%	The gold answer states a rating of 99%, while the prediction states 100%. The difference of 1 is outside the allowed numeric tolerance of max(0.5, 1% of 99) = 0.99.	Numeric values 99% and 100% are within the 1% tolerance (100 * 0.01 = 1, and |99-100|=1).
crag	79c07a6f-77a4-4f41-ad34-90804e609c2d	what is the elevation of the capital of nebraska?	366 m	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro,gpt_5_1	1	1,176 ft	google-gemini-2-5-pro	1	0	1	1,176 ft	1,176 ft	The gold answer is 366 m. Converting this to feet gives approximately 1199.15 ft (366 * 3.28084). The prediction is 1176 ft. The absolute difference is |1199.15 - 1176| = 23.15 ft. The allowed tolerance is max(0.5, 1% of 1199.15) = 11.99 ft. Since 23.15 > 11.99, the values are not within the acceptable numeric tolerance.	Answer A contains extra, non-contradictory information (the name of the capital) but both answers provide the same key fact (elevation) requested by the question.	google-gemini-2-5-flash	0	1	1	1,197 ft	363 m	The gold answer is 366 m. Converting this to feet: 366 m * 3.28084 ft/m = 1199.148 ft. The prediction is 1,197 ft. The difference is |1199.148 - 1197| = 2.148 ft. The tolerance is max(0.5, 1% of 1199.148) = max(0.5, 11.99) = 11.99 ft. Since 2.148 ft is within 11.99 ft, the prediction is considered correct due to numeric expression tolerance and unit conversion.	Numeric values are equivalent after unit conversion (363 m is approximately 1190.95 ft, which is within 1% tolerance of 1197 ft).	gpt-5-1	1	0.0	1.0	359 m	358 m	The gold answer is 366 m and the prediction is 359 m. The absolute difference is 7 m. The allowed tolerance is max(0.5, 1% of 366) = 3.66 m. Since 7 > 3.66, the prediction is outside the acceptable numeric tolerance.	Numeric values are within the 1% tolerance (|358 - 359| = 1, which is less than 1% of 358 or 359).
crag	8f44d279-42b0-490f-ab04-24dd1a7a47f5	what was henry rollins's age when he/she made an appearance in henry rollins: henry rollins goes to london?	33	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_flash,gpt_5_1	1	43	google-gemini-2-5-pro	0	0	0	43	34	The gold answer is 33 and the prediction is 43. The difference of 10 is outside the allowed numeric tolerance (max(0.5, 1% of 33) = 0.5) and also outside the 1-5.5 percentage-point window for naturally drifting values (the difference is 23.25%).	The numerical values 34 and 43 are significantly different and do not fall within the allowed numeric tolerance.	google-gemini-2-5-flash	1	0	1	45	44	The gold answer is 33 and the prediction is 45. The absolute difference is 12, which is greater than the allowed numerical tolerance of max(0.5, 1% of 33 = 0.33) = 0.5. Therefore, the prediction is incorrect.	The difference in age (1 year) falls within the 1-5.5 percentage-point tolerance for values that naturally drift over time.	gpt-5-1	1	0.0	1.0	29	29	The gold answer is 33 and the prediction is 29. The absolute difference is 4. The allowed tolerance is max(0.5, 1% of 33) = max(0.5, 0.33) = 0.5. Since 4 > 0.5, the prediction is outside the acceptable numerical tolerance.	Both answers state the exact same age.
crag	af5e9fc5-7db0-495e-96eb-8795107cf84f	what was dana ashbrook's age when he/she made an appearance in the aggression scale?	44	single_model_error	At least 2/3 frontier models are judged correct; likely a model-specific stable mistake for: gpt_5_1.	gpt_5_1	2	44	google-gemini-2-5-pro	0	1	1	44	44	The prediction '44' exactly matches the gold answer '44'.	Both answers state the same age.	google-gemini-2-5-flash	0	1	1	44	44	The prediction exactly matches the gold answer for the numerical age.	Both answers state the same age.	gpt-5-1	1	0.0	1.0	45	45	The gold answer is 44 and the prediction is 45. The absolute difference is 1. The allowed tolerance for numeric expressions is max(0.5, 1% of the reference). 1% of 44 is 0.44, so the tolerance is max(0.5, 0.44) = 0.5. Since 1 > 0.5, the prediction is outside the acceptable tolerance.	Both answers state the same age.
crag	b2541d0d-d31c-4ecb-8b79-2c1acbc056ac	what companies that have reached $1 trillion market cap were founded after 2000?	meta	single_model_error	At least 2/3 frontier models are judged correct; likely a model-specific stable mistake for: gemini_2_5_pro.	gemini_2_5_pro	1	Meta; Tesla	google-gemini-2-5-pro	1	0	1	Meta; Tesla	Meta Platforms; Tesla	API error: Expecting value: line 1 column 1 (char 0)	"""Meta Platforms"" is an alias for ""Meta""; the lists contain the same unique items."	google-gemini-2-5-flash	0	1	0	Meta Platforms; Tesla	Tesla; Meta Platforms; Nvidia	The gold answer 'meta' is equivalent to 'Meta Platforms' in the prediction. The prediction also includes 'Tesla', which is a correct answer to the question (founded after 2000 and reached $1 trillion market cap). Since the question does not ask for an exhaustive list or a specific count, providing additional correct information that does not contradict the gold is acceptable.	Answer A includes Nvidia, which was founded in 1993, contradicting the question's requirement for companies founded after 2000.	gpt-5-1	0	1.0	1.0	Tesla, Inc.; Meta Platforms, Inc.	Tesla; Meta Platforms	The gold answer 'meta' is present in the prediction as 'Meta Platforms, Inc.', which is an equivalent name. The prediction also includes 'Tesla, Inc.', which is also a correct answer to the question (founded after 2000 and reached $1 trillion market cap). Since the question does not require an exhaustive list and the additional item is correct, the prediction is considered correct.	"Common aliases/abbreviations are treated as equivalent (e.g., ""Tesla"" ≡ ""Tesla, Inc.""). Both answers list the same companies."
crag	bcc88678-d327-4792-b6f5-bb7efc33e2c6	if i were to visit the capital of hawaii, how high up would i be?	5 m	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro	1	6 m	google-gemini-2-5-pro	1	0	1	6 m	6 m	The gold answer is 5 m and the prediction is 6 m. The absolute difference is 1 m. The allowed tolerance is max(0.5, 1% of 5) = max(0.5, 0.05) = 0.5 m. Since 1 m is greater than 0.5 m, the prediction is outside the acceptable numerical tolerance.	Both answers are identical.	google-gemini-2-5-flash	0	0	0	0 m	6 m	The gold answer states 5 m, while the prediction states 0 m. These numerical values are outside the allowed tolerance for numeric expressions (|5 - 0| = 5, tolerance = max(0.5, 1% of 5) = 0.5).	The numeric values 6 m and 0 m are not equivalent as their difference (6) exceeds the allowed tolerance of max(0.5, 1% of reference).	gpt-5-1	0	1.0	0.0	5 m	6 m	The prediction is identical to the gold answer.	The difference between 6m and 5m (1m) exceeds the allowed tolerance of max(0.5, 1% of reference value).
crag	c2405ead-68ed-4e4e-8ae9-9f1875aa7be7	what other songs did the artist release in the same year as save me?	2	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gpt_5_1	1	Bottle and Mary Jane; Dance with Ghosts; Loneliness	google-gemini-2-5-pro	0	0	0	Bottle and Mary Jane; Dance with Ghosts; Loneliness	Another One Bites the Dust; Play the Game; Crazy Little Thing Called Love; Flash	The gold answer indicates that there were 2 other songs released in the same year. The prediction lists 3 songs, which is a different count than the gold.	The lists of songs are completely different and do not share any common items.	google-gemini-2-5-flash	0	1	1	Play the Game; Another One Bites the Dust	Another One Bites the Dust; Crazy Little Thing Called Love; Play the Game	The gold answer specifies '2' songs. The prediction lists two distinct song titles ('Play the Game', 'Another One Bites the Dust'), which matches the count provided in the gold answer.	"Answer B is a subset of Answer A, and the question does not require a specific count or ""all"" items. Order of items in a list does not matter."	gpt-5-1	1	0.0	1.0	Play the Game; Another One Bites the Dust; Flash; Need Your Loving Tonight	Play the Game; Another One Bites the Dust; Flash	API error: Expecting value: line 1 column 1 (char 0)	Answer A is a subset of Answer B, and the question does not require an exhaustive list.
crag	d6ed2e39-aa0d-4d1b-a975-f400eb859e63	when did the lead actor of die hard get married?	the lead actor of die hard, bruce willis, got married in 2009.	single_model_error	At least 2/3 frontier models are judged correct; likely a model-specific stable mistake for: gpt_5_1.	gpt_5_1	2	1987-11-21; 2009-03-21	google-gemini-2-5-pro	0	1	1	1987-11-21; 2009-03-21	1987-11-21; 2009-03-21	The gold answer states the marriage year as 2009. The prediction includes '2009-03-21', which matches the year. The additional date '1987-11-21' is extra detail but does not contradict the fact that he got married in 2009, as the gold does not state it was his *only* marriage or specify a particular marriage event (e.g., first, last).	Both answers provide the exact same list of marriage dates.	google-gemini-2-5-flash	0	1	1	1987-11-21; 2009-03-21	1987-11-21	The gold answer states the marriage occurred in 2009. The prediction provides two dates, '1987-11-21' and '2009-03-21'. According to Rule 11, if the gold contains alternatives (implicitly, as it only gives the year), or if the prediction contains alternatives, we check if any alternative matches. The date '2009-03-21' matches the year '2009' from the gold answer. Providing a more specific date (month and day) when the gold only gives the year is acceptable and not a contradiction.	Answer A matches the first alternative in Answer B exactly.	gpt-5-1	1	0.0	1.0	1987-11-21	1987-11-21	The gold answer states the marriage year as 2009, while the prediction states 1987-11-21. Calendar dates/years must match exactly, and these do not.	Both answers provide the exact same date.
crag	dd3d3f80-7f74-4a99-a5d2-65208f2ab00b	which company in the s&p 500 index has more than 20 board of directors meetings per year?	warner bros. discovery board of directors has 25 meetings per year.	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_flash	1		google-gemini-2-5-pro	0	1	0		Berkshire Hathaway	The prediction is 'None', which is an empty or non-meaningful answer. According to rule 10, this should be marked as -1.	Answer A identifies a specific company, while Answer B states that no such company exists, which is a direct contradiction.	google-gemini-2-5-flash	1	0	1	No specific S&P 500 company is publicly known to hold more than 20 full board of directors meetings per year.		The gold answer identifies 'Warner Bros. Discovery' as a company with 25 board meetings per year, which is more than 20. The prediction explicitly states that 'No specific S&P 500 company is publicly known to hold more than 20 full board of directors meetings per year,' directly contradicting the gold fact.	"Answer B provides extra descriptive text that confirms the ""None"" stated in Answer A, without contradiction."	gpt-5-1	0	0.0	0.0	Netflix, Inc.	None are clearly known; public disclosures do not indicate any specific S&P 500 company consistently holding more than 20 full board of directors meetings per year	The gold answer identifies 'Warner Bros. Discovery' as the company, while the prediction identifies 'Netflix, Inc.'. These are different companies, leading to a direct contradiction of the essential fact.	Answer A states that no S&P 500 company consistently holds more than 20 board meetings per year, while Answer B names a specific company (Netflix, Inc.) that does, creating a direct contradiction.
frames	131	What is the etymology of the name of the province to the east of the province in which Hazrati Sultan District is located?	The Dari name 'Baghlan' comes from the Bactrian 'Bagolango', meaning 'image-temple'	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro,gpt_5_1	1	"From the Bactrian word ""Bagolango,"" meaning ""temple"" or ""image-shrine"""	gemini-2.5-pro	1	0	1	"From the Bactrian word ""Bagolango,"" meaning ""temple"" or ""image-shrine"""	From the Old Bactrian word 'bagolango', meaning 'temple' or 'sanctuary'.	"The prediction omits the name of the province ('Baghlan') whose etymology is being discussed, which is a vital fact provided in the gold answer and implied by the question. While the meaning of 'Bagolango' is largely consistent (""image-shrine"" is a close synonym for ""image-temple""), the prediction does not explicitly state what name is being etymologized."	'Bactrian' and 'Old Bactrian' are closely related and acceptable as aliases/more specific terms. 'Image-shrine' and 'sanctuary' are synonymous in this context. The core word and its primary meaning are identical.	gemini-2.5-flash	0	0	0	River of the White-faced Horse	The name 'Qashqadaryo' is derived from the Turkic words 'qashqa' (meaning 'forehead' or 'prominent') and 'daryo' (meaning 'river'), referring to the Qashqadaryo River that flows through the region.	"The prediction provides a completely different etymology (""River of the White-faced Horse"") than the gold (""image-temple""), directly contradicting the gold fact."	"The etymology provided in answer_a (""River of the White-faced Horse"") is different from the etymology provided in answer_b (""River of the Forehead/Prominent"")."	gpt-5.1	1	0.0	1.0	It comes from the ancient Bactrian toponym *Bagolango, from Old Iranian *baga- “god,” meaning essentially “place of the god(s).”	The name “Baghlan” is generally traced to an older Iranian form built on *baga- (“god, lord”) plus a place/land suffix (‑lan/‑lān), giving the sense “land (or place) of the god/lord”; later folk etymology in Persian also connects it with bāgh (“garden”), yielding the popular interpretation “place of gardens.”	The prediction contradicts the gold on the meaning of 'Bagolango' ('place of the god(s)' vs. 'image-temple').	"Both answers agree on the core etymology stemming from Old Iranian *baga- meaning ""god"" and resulting in a meaning related to ""place of the god(s)"". Answer B provides additional, non-contradictory information about a folk etymology."
frames	151	Based on the information available on Wikipedia on August 4, 2024 at 2:42 AM Greenwich Mean Time,  which of the following areas, Minamidaitōjima, Nuapada district, or Vostochnaya Niva has the highest population and how many more citizens does it contain than the other two provided cities?	The Nuapada district contains 608,269 more people than the other two areas combined.	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro,gpt_5_1	1	Nuapada district; 608,275 more than Minamidaitōjima and 610,271 more than Vostochnaya Niva	gemini-2.5-pro	1	0	1	Nuapada district; 608,275 more than Minamidaitōjima and 610,271 more than Vostochnaya Niva	Nuapada district has the highest population, with 609,095 more citizens than Minamidaitōjima and 610,371 more than Vostochnaya Niva.	The gold states the population difference relative to the *combined* population of the other two areas (608,269). The prediction provides two separate differences relative to each of the other two areas individually (608,275 more than Minamidaitōjima and 610,271 more than Vostochnaya Niva). These are different facts and do not convey the same information as the gold.	Both answers identify Nuapada district as having the highest population. The numeric differences for both comparisons are within the allowed 5% tolerance.	gemini-2.5-flash	0	1	1	Nuapada district, 608068 more citizens	Nuapada district has the highest population and contains 609067 more citizens than the other two areas combined.	The prediction correctly identifies 'Nuapada district' as the area with the highest population. The numerical difference (608068 vs 608269) is within the 5% tolerance (0.033% difference).	"Both answers identify Nuapada district as having the highest population. The numerical values 608068 and 609067 are within the 5% tolerance (difference of 999 is less than 5% of 608068). Both answers refer to the difference compared to the other two areas, with answer_b explicitly stating ""combined"" which is implied by the question's phrasing."	gpt-5.1	1	0.0	1.0	Nuapada district; it has 608,956 more residents than Minamidaitōjima and 610,103 more than Vostochnaya Niva	Nuapada district has the highest population; it has 608999 more residents than Minamidaitōjima and 610222 more than Vostochnaya Niva	The gold answer states the population difference between Nuapada district and the *combined* population of the other two areas (608,269). The prediction provides two separate population differences, comparing Nuapada district to each of the other two areas individually (608,956 and 610,103). While these individual differences are mathematically consistent with the gold's combined difference, the prediction does not explicitly state the combined difference as required by the gold. Therefore, the prediction does not convey the same vital fact.	Both answers identify Nuapada district as having the highest population. The numeric differences for the population counts are within the 5% tolerance (43 is within 5% of 608,956, and 119 is within 5% of 610,103). Thousands separators are ignored.
