dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1	hand_review_label	hand_review_confidence	hand_review_notes	hand_review_suggested_action	hand_review_source
crag	0531f5e7-d6ac-4c45-be32-5e530f83835b	what's the most recent album from the founder of ysl records?	business is business	time_dependent	Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gpt_5_1	3	Punk	google-gemini-2-5-pro	1	0	1	Punk	Punk	The prediction 'Punk' is a different album title than the gold answer 'business is business'. There is no equivalence or normalization that makes them the same.	Both answers are identical.	google-gemini-2-5-flash	0	0	0	Punk	Business Is Business	The prediction 'Punk' is a different album title than the gold answer 'business is business'.	"The answers provide different album titles, and only one can be the most recent. ""Business Is Business"" (2023) is more recent than ""Punk"" (2021)."	gpt-5-1	1	0	1	Punk	Punk	The prediction 'Punk' is a different album title than the gold answer 'business is business'. There is no equivalence or normalization that makes them the same.	Both answers are identical.	time_dependent		gemini_2_5_pro: time_dependent — Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot. | gpt_5_1: time_dependent — Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot.		per_model_manual
crag	27f2284d-0d87-46c6-a0a1-e46135a3fc67	when did the most expensive action movie come out?	the most expensive action movie ever produced, star wars: the force awakens, came out in 2015.	ambiguous_definition	'Most expensive action movie' varies by list (budget accounting, genre). Models converge on a May 2011 release date (likely a specific blockbuster), while gold names a different film/year.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	2011-05-20	google-gemini-2-5-pro	1	0	1	2011-05-20	2011-05-20	The gold answer states the movie came out in 2015, while the prediction gives 2011-05-20. The years do not match, and calendar dates/years must match exactly.	Both answers provide the exact same calendar date.	google-gemini-2-5-flash	1	0	1	2011-05-20	2011-05-20	The gold answer states the movie came out in 2015, while the prediction gives 2011-05-20. The years do not match, and calendar dates/years must match exactly.	Both answers provide the exact same calendar date.	gpt-5-1	1	0	1	2011-05-20	2011-05-20	The gold answer states the movie came out in 2015, while the prediction states 2011. Calendar dates and years must match exactly according to rule 2.	Calendar dates match exactly.	ambiguous_definition	medium-high	'Most expensive action movie' varies by list (budget accounting, genre). Models converge on a May 2011 release date (likely a specific blockbuster), while gold names a different film/year.	Define the reference list/criterion (e.g., inflation-adjusted budget, genre).	intersection44
crag	280d60d1-f2be-4895-ae73-29461c8f1b35	who is the starting small forward for the team that is currently number one in the nba's eastern conference?	jayson tatum is the starting small forward for the boston celtics, currently the number one in the nba's eastern conference.	time_dependent	Time-relative phrasing ('currently'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gpt_5_1	2	Jimmy Butler	google-gemini-2-5-pro	1	0	1	Jimmy Butler	Jimmy Butler	The gold answer identifies Jayson Tatum as the starting small forward, while the prediction states Jimmy Butler. These are different individuals, making the prediction incorrect.	Both answers are identical.	google-gemini-2-5-flash	0	1	-1	The NBA season had not yet started on 2022-10-04, so there was no number one team in the Eastern Conference.	Jimmy Butler	The prediction does not answer the question about who the starting small forward is. Instead, it explains why the premise of the question (a 'number one team' at a specific time) might not be valid, thus failing to provide the requested information. This falls under 'not meaningful' as it does not directly answer the question.	Answer B does not directly answer the question about the player's name; instead, it explains why the question cannot be answered, making it not meaningful.	gpt-5-1	1	0	1	Jimmy Butler	Jimmy Butler	The gold answer identifies Jayson Tatum as the starting small forward, while the prediction states Jimmy Butler. These are different players, leading to a contradiction.	Both answers are identical.	time_dependent		gemini_2_5_pro: time_dependent — Time-relative phrasing ('currently'); gold likely tied to a specific snapshot. | gpt_5_1: time_dependent — Time-relative phrasing ('currently'); gold likely tied to a specific snapshot.		per_model_manual
crag	2a233422-8f6c-4f97-8509-ccc71afb3794	how old was leonardo dicaprio when he won best actor award?	leonardo was 42 years old in 2016 when he won best actor.	numeric_boundary/age_definition	DiCaprio won Best Actor at the Feb 2016 ceremony; he was 41 then (turns 42 later in 2016). Gold hard-codes '42 in 2016', which is plausible only under a different age convention.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	41	google-gemini-2-5-pro	1	0	1	41	41	The gold answer states Leonardo DiCaprio was 42 years old, while the prediction states 41. The difference of 1 is outside the allowed numeric tolerance of max(0.5, 1% of 42 = 0.42), which is 0.5.	Answer A contains the key fact (age 41) requested by the question, along with extra detail (date of award) which does not contradict the age. Answer B provides only the key fact.	google-gemini-2-5-flash	1	0	1	41	41	The gold answer states Leonardo DiCaprio was 42 years old, while the prediction states 41. The difference of 1 is outside the allowed numeric tolerance of max(0.5, 1% of 42) = 0.5.	Both answers state the same numerical value.	gpt-5-1	1	0	1	41	41	The gold answer states Leonardo DiCaprio was 42 years old, while the prediction states 41. The difference of 1 is outside the allowed numeric tolerance of max(0.5, 1% of 42 = 0.42) = 0.5.	Both answers state the same age.	numeric_boundary/age_definition	high	DiCaprio won Best Actor at the Feb 2016 ceremony; he was 41 then (turns 42 later in 2016). Gold hard-codes '42 in 2016', which is plausible only under a different age convention.	Update gold to age-at-ceremony or specify convention (age at end-of-year).	intersection44
crag	318361f8-af94-4b0b-8017-c0f04ec1755c	what company in the dow jones has the largest market capitalization?	microsoft	time_dependent	Largest market cap among Dow components varies over time; gold says Microsoft while all models say Apple.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Apple Inc.	google-gemini-2-5-pro	1	0	1	Apple Inc.	Apple Inc.	The prediction 'Apple Inc.' is a different company than the gold answer 'microsoft', directly contradicting the gold fact about which company has the largest market capitalization in the Dow Jones.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Apple	Apple	The prediction 'Apple' contradicts the gold answer 'microsoft' as they are different companies.	Both answers are identical.	gpt-5-1	1	0	1	Apple Inc.	Apple Inc.	The prediction 'Apple Inc.' is a different company than the gold answer 'microsoft', directly contradicting the gold fact.	Both answers are identical.	time_dependent	medium-high	Largest market cap among Dow components varies over time; gold says Microsoft while all models say Apple.	Time-filter or include 'as of <date>' in question and gold.	intersection44
crag	365b3655-6fc5-4731-a422-afeb3d4b3750	what company in the nasdaq brings in the most revenue?	walmart	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro,gpt_5_1	1	Amazon	google-gemini-2-5-pro	1	0	1	Amazon	Amazon.com, Inc.	The prediction 'Amazon' contradicts the gold answer 'walmart' regarding the company with the most revenue in the NASDAQ.	"""Amazon"" is a common alias for ""Amazon.com, Inc.""."	google-gemini-2-5-flash	0	0	0	Apple Inc.	Amazon	The prediction 'Apple Inc.' directly contradicts the gold answer 'walmart' regarding the company with the most revenue in NASDAQ.	The answers name different companies (Amazon vs Apple Inc.) as having the most revenue, which is a direct contradiction.	gpt-5-1	1	0	1	Amazon.com, Inc.	Amazon	The prediction 'Amazon.com, Inc.' is a different company than the gold answer 'walmart', leading to a factual contradiction.	"""Amazon"" is an common alias for ""Amazon.com, Inc.""; extra detail in B does not contradict A."	needs_verification	low	gemini_2_5_pro: unclear_needs_manual_check — No strong offline signal; could be a genuine stable model error or a dataset/gold issue. | gpt_5_1: unclear_needs_manual_check — No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	Verify the underlying fact and entity mapping externally.	per_model_manual
crag	3e6f239d-0354-4867-99ef-9542db6a83c8	what team does the player who threw the most interceptions last year play for?	the player who threw the most interceptions last year, sam howell, plays for the washington commanders.	time_dependent	'Last year' depends on the evaluation year; model answers point to a different season/player than gold.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Jacksonville Jaguars	google-gemini-2-5-pro	1	0	1	Jacksonville Jaguars; Los Angeles Rams	Jacksonville Jaguars; Los Angeles Rams	The gold answer states the player plays for the 'Washington Commanders', while the prediction lists 'Jacksonville Jaguars' and 'Los Angeles Rams'. These teams do not match the gold answer.	Both answers are identical lists of teams.	google-gemini-2-5-flash	1	0	1	Jacksonville Jaguars	Jacksonville Jaguars	The gold answer states the player plays for the 'Washington Commanders', while the prediction states 'Jacksonville Jaguars'. These are different teams, leading to a contradiction.	Both answers are identical.	gpt-5-1	1	0	1	Jacksonville Jaguars	Jacksonville Jaguars	The gold answer states the player plays for the 'Washington Commanders', while the prediction states 'Jacksonville Jaguars'. These are different teams, leading to a contradiction.	Both answers are identical.	time_dependent	high	'Last year' depends on the evaluation year; model answers point to a different season/player than gold.	Time-filter or specify the exact season/year.	intersection44
crag	470ed1c7-8a71-4c0c-9be8-bb1fe82ce59f	what is the elevation of the capital of ohio?	238 m	partial_frontier_consensus_all_wrong	Two frontier models agree on '902 ft' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro,gpt_5_1	2	902 ft	google-gemini-2-5-pro	1	0	1	902 ft	902 ft	The gold answer is 238 m. Converting this to feet: 238 m * 3.28084 ft/m = 780.84 ft. The prediction is 902 ft. The difference between 902 ft and 780.84 ft is 121.16 ft. The allowed tolerance is max(0.5, 1% of 780.84) = 7.81 ft. Since 121.16 ft is greater than 7.81 ft, the prediction is outside the acceptable numeric tolerance.	Answer A provides extra detail (the name of the capital) which is consistent with the question and does not contradict the core fact (the elevation). Both answers state the elevation as 902 ft.	google-gemini-2-5-flash	0	0	0	234 m	275 m	The gold answer is 238 m and the prediction is 234 m. The absolute difference is 4 m. The allowed tolerance is max(0.5, 1% of 238) = max(0.5, 2.38) = 2.38. Since 4 > 2.38, the prediction is outside the acceptable numeric tolerance.	The numerical values (275 m vs 234 m) are significantly different and do not fall within the allowed numeric tolerance.	gpt-5-1	1	0	1	902 ft	275 m	The gold answer is 238 m. Converting this to feet: 238 m * 3.28084 ft/m = 780.84 ft. The prediction is 902 ft. The difference (902 - 780.84 = 121.16 ft) exceeds the allowed 1% tolerance (0.01 * 780.84 = 7.81 ft).	Unit conversion (275 m is approximately 902 ft); values are equivalent.	possible_gold_error_or_ambiguity		gemini_2_5_pro: possible_gold_error_or_ambiguity — Frontier open-ended answers agree (2/3) on '902 ft' vs gold; could be gold error/ambiguity or shared model misconception. | gpt_5_1: possible_gold_error_or_ambiguity — Frontier open-ended answers agree (2/3) on '902 ft' vs gold; could be gold error/ambiguity or shared model misconception.		per_model_manual
crag	47d14ce5-921b-47f3-bf8b-0c016c5c724b	how many toys does andy have in the third toy story movie?	17-year-old andy has only twelve of his toys.	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gpt_5_1	1	15	google-gemini-2-5-pro	0	0	0	15	The exact number is not specified in the film.	The gold answer states Andy has 'twelve' toys, while the prediction states '15'. These numerical values are different and outside the allowed tolerance for exact counts.	Answer A states the number is not specified, while Answer B provides a specific number, which is a direct contradiction.	google-gemini-2-5-flash	0	1	0	12	8	The gold answer states 'twelve' toys, and the prediction is '12'. This is a direct numerical match, and words vs digits are equivalent per Rule 2.	The numeric values 8 and 12 are significantly different and do not fall within the allowed tolerance for numeric expressions.	gpt-5-1	1	0	1	8	8	The gold answer states Andy has 'twelve' (12) toys, while the prediction states '8'. These numbers contradict each other and are outside the allowed numeric tolerance.	Both answers provide the exact same numerical value.	needs_verification	low	gpt_5_1: unclear_needs_manual_check — No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	Verify the underlying fact and entity mapping externally.	per_model_manual
crag	4835d4a2-4f31-423b-9f82-4c879c7798ed	who was the goalkeeper of the team that won the champions league final last year?	ederson, who plays for manchester city, was the goalkeeper of the team that won the champions league final last year.	time_dependent	'Last year' Champions League winner varies; models give different plausible goalkeepers for different years (Courtois/Mendy), while gold anchors another year (Ederson).	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Thibaut Courtois	google-gemini-2-5-pro	1	0	1	Thibaut Courtois	Thibaut Courtois	The gold answer identifies Ederson as the goalkeeper, while the prediction names Thibaut Courtois. These are two different individuals, leading to a direct contradiction of the core fact.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Thibaut Courtois	Thibaut Courtois	The gold answer identifies Ederson as the goalkeeper of the winning team (Manchester City) in the Champions League final last year. The prediction names Thibaut Courtois, who is a different goalkeeper and did not play for the winning team last year, thus contradicting the gold fact.	Both answers are identical.	gpt-5-1	1	0	1	Édouard Mendy	Édouard Mendy	The gold answer states the goalkeeper was 'Ederson', while the prediction states 'Édouard Mendy'. These are different individuals, leading to a contradiction.	Both answers are identical.	time_dependent	high	'Last year' Champions League winner varies; models give different plausible goalkeepers for different years (Courtois/Mendy), while gold anchors another year (Ederson).	Time-filter or specify the year explicitly.	intersection44
crag	4ebbb760-c5ae-4307-9764-567a357f4cc1	who is the first actress to play the bond girl?	vesper lynd in 1953	ambiguous_definition(bond_girl)	Gold cites a character/year (Vesper Lynd, 1953 novel) rather than an actress. Models answer Ursula Andress (first on-screen Bond girl), implying a mismatch in what 'first' means.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Ursula Andress	google-gemini-2-5-pro	1	0	1	Ursula Andress	Ursula Andress	The gold answer identifies 'Vesper Lynd' as the first actress, while the prediction identifies 'Ursula Andress'. These are different individuals, leading to a contradiction regarding the identity of the actress.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Ursula Andress	Ursula Andress	The gold answer identifies a character (Vesper Lynd) and a year (1953), not an actress. The question asks for an 'actress'. The prediction identifies an actress (Ursula Andress). Since the gold answer does not provide an actress, the prediction does not communicate the same essential fact as the gold.	Both answers are identical.	gpt-5-1	1	0	1	Ursula Andress	Ursula Andress	The gold answer identifies 'Vesper Lynd' as the first actress, while the prediction identifies 'Ursula Andress'. These are different individuals (Vesper Lynd is a character, not an actress), leading to a direct contradiction on the identity of the actress.	Both answers are identical.	ambiguous_definition(bond_girl)	high	Gold cites a character/year (Vesper Lynd, 1953 novel) rather than an actress. Models answer Ursula Andress (first on-screen Bond girl), implying a mismatch in what 'first' means.	Define whether you mean the first Bond girl in the novels vs in films, then update gold.	intersection44
