model	dataset	one_minus_recall_before	one_minus_recall_after	open_wrong_before	open_wrong_after	n_records_before	n_records_after	source_before	source_after	excluded_ids_count
Gemini-2.5-Pro	mintaka	0.6666666666666666	0.1875	42.0	16.0	298.0	267.0	baseline_records:results/baselines/mintaka/google-gemini-2-5-pro/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/google-gemini-2-5-pro/mintaka_pairwise_assistive.json	31
Gemini-2.5-Pro	musique	0.32666666666666666	0.10666666666666667	150.0	75.0	300.0	219.0	eval_newstyle:results/correctness/musique/gemini-2.5-pro/open_ended_correctness.json|results/consistency/musique/gemini-2.5-pro/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/gemini-2.5-pro/open_ended_correctness.json|results/consistency/musique/gemini-2.5-pro/consistency_open_ended_vs_assistive.json	81
Gemini-2.5-Flash	bamboogle	0.3684210526315789	0.16666666666666666	19.0	6.0	123.0	107.0	baseline_records:results/baselines/bamboogle/google-gemini-2-5-flash/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/google-gemini-2-5-flash/bamboogle_pairwise_assistive.json	16
Gemini-2.5-Flash	crag	0.43103448275862066	0.05	58.0	20.0	162.0	116.0	baseline_records:results/baselines/crag/google-gemini-2-5-flash/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/google-gemini-2-5-flash/crag_pairwise_assistive.json	46
Gemini-2.5-Flash	frames	0.29310344827586204	0.24675324675324675	116.0	77.0	297.0	256.0	eval_newstyle:results/correctness/frames/gemini-2.5-flash/open_ended_correctness.json|results/consistency/frames/gemini-2.5-flash/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/gemini-2.5-flash/open_ended_correctness.json|results/consistency/frames/gemini-2.5-flash/consistency_open_ended_vs_assistive.json	41
Gemini-2.5-Flash	hotpotqa	0.35135135135135137	0.16129032258064516	111.0	62.0	274.0	218.0	baseline_records:results/baselines/hotpotqa/google-gemini-2-5-flash/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/google-gemini-2-5-flash/hotpotqa_pairwise_assistive.json	56
Gemini-2.5-Flash	mintaka	0.5	0.08695652173913043	48.0	23.0	298.0	267.0	baseline_records:results/baselines/mintaka/google-gemini-2-5-flash/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/google-gemini-2-5-flash/mintaka_pairwise_assistive.json	31
Gemini-2.5-Flash	musique	0.287292817679558	0.14423076923076922	181.0	104.0	300.0	219.0	eval_newstyle:results/correctness/musique/gemini-2.5-flash/open_ended_correctness.json|results/consistency/musique/gemini-2.5-flash/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/gemini-2.5-flash/open_ended_correctness.json|results/consistency/musique/gemini-2.5-flash/consistency_open_ended_vs_assistive.json	81
Llama-3.3-70B	bamboogle	0.07692307692307693	0.07547169811320754	65.0	53.0	123.0	107.0	baseline_records:results/baselines/bamboogle/meta-llama-llama-3-3-70b-instruct/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/meta-llama-llama-3-3-70b-instruct/bamboogle_pairwise_assistive.json	16
Llama-3.3-70B	crag	0.3146067415730337	0.14	89.0	50.0	162.0	116.0	baseline_records:results/baselines/crag/meta-llama-llama-3-3-70b-instruct/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/meta-llama-llama-3-3-70b-instruct/crag_pairwise_assistive.json	46
Llama-3.3-70B	frames	0.11009174311926606	0.10614525139664804	218.0	179.0	297.0	256.0	eval_newstyle:results/correctness/frames/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	41
Llama-3.3-70B	hotpotqa	0.14375	0.10377358490566038	160.0	106.0	274.0	218.0	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-3-70b-instruct/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-3-70b-instruct/hotpotqa_pairwise_assistive.json	56
Llama-3.3-70B	mintaka	0.25892857142857145	0.14942528735632185	112.0	87.0	298.0	267.0	baseline_records:results/baselines/mintaka/meta-llama-llama-3-3-70b-instruct/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/meta-llama-llama-3-3-70b-instruct/mintaka_pairwise_assistive.json	31
Llama-3.3-70B	musique	0.1415929203539823	0.09395973154362416	226.0	149.0	300.0	219.0	eval_newstyle:results/correctness/musique/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/llama-3.3-70B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.3-70B-Instruct/consistency_open_ended_vs_assistive.json	81
Qwen2.5-72B	bamboogle	0.14814814814814814	0.16666666666666666	81.0	66.0	123.0	107.0	baseline_records:results/baselines/bamboogle/qwen-qwen2-5-72b-instruct/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/qwen-qwen2-5-72b-instruct/bamboogle_pairwise_assistive.json	16
Qwen2.5-72B	crag	0.1651376146788991	0.16417910447761194	109.0	67.0	162.0	116.0	baseline_records:results/baselines/crag/qwen-qwen2-5-72b-instruct/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/qwen-qwen2-5-72b-instruct/crag_pairwise_assistive.json	46
Qwen2.5-72B	frames	0.1440329218106996	0.12871287128712872	243.0	202.0	294.0	253.0	eval_newstyle:results/correctness/frames/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/frames/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/frames/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	41
Qwen2.5-72B	hotpotqa	0.14285714285714285	0.1349206349206349	175.0	126.0	274.0	218.0	baseline_records:results/baselines/hotpotqa/qwen-qwen2-5-72b-instruct/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/qwen-qwen2-5-72b-instruct/hotpotqa_pairwise_assistive.json	56
Qwen2.5-72B	mintaka	0.21014492753623187	0.1504424778761062	138.0	113.0	298.0	267.0	baseline_records:results/baselines/mintaka/qwen-qwen2-5-72b-instruct/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/qwen-qwen2-5-72b-instruct/mintaka_pairwise_assistive.json	31
Qwen2.5-72B	musique	0.1759656652360515	0.1282051282051282	233.0	156.0	300.0	219.0	eval_newstyle:results/correctness/musique/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/musique/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/qwen-2.5-72B-Instruct/open_ended_correctness.json|results/consistency/musique/qwen-2.5-72B-Instruct/consistency_open_ended_vs_assistive.json	81
Qwen3-32B	bamboogle	0.11	0.10714285714285714	100.0	84.0	123.0	107.0	baseline_records:results/baselines/bamboogle/qwen-qwen3-32b/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/qwen-qwen3-32b/bamboogle_pairwise_assistive.json	16
Qwen3-32B	crag	0.11206896551724138	0.10810810810810811	116.0	74.0	162.0	116.0	baseline_records:results/baselines/crag/qwen-qwen3-32b/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/qwen-qwen3-32b/crag_pairwise_assistive.json	46
Qwen3-32B	frames									41
Qwen3-32B	hotpotqa	0.15135135135135136	0.1386861313868613	185.0	137.0	274.0	218.0	baseline_records:results/baselines/hotpotqa/qwen-qwen3-32b/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/qwen-qwen3-32b/hotpotqa_pairwise_assistive.json	56
Qwen3-32B	mintaka	0.15555555555555556	0.12987012987012986	180.0	154.0	298.0	267.0	baseline_records:results/baselines/mintaka/qwen-qwen3-32b/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/qwen-qwen3-32b/mintaka_pairwise_assistive.json	31
Qwen3-32B	musique									81
Llama-3.1-8B	bamboogle	0.12903225806451613	0.125	93.0	80.0	123.0	107.0	baseline_records:results/baselines/bamboogle/meta-llama-llama-3-1-8b-instruct/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/meta-llama-llama-3-1-8b-instruct/bamboogle_pairwise_assistive.json	16
Llama-3.1-8B	crag	0.15517241379310345	0.136986301369863	116.0	73.0	162.0	116.0	baseline_records:results/baselines/crag/meta-llama-llama-3-1-8b-instruct/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/meta-llama-llama-3-1-8b-instruct/crag_pairwise_assistive.json	46
Llama-3.1-8B	frames	0.08487084870848709	0.08658008658008658	271.0	231.0	297.0	256.0	eval_newstyle:results/correctness/frames/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/frames/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	41
Llama-3.1-8B	hotpotqa	0.20100502512562815	0.19594594594594594	199.0	148.0	274.0	218.0	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-1-8b-instruct/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/meta-llama-llama-3-1-8b-instruct/hotpotqa_pairwise_assistive.json	56
Llama-3.1-8B	mintaka	0.2	0.16770186335403728	190.0	161.0	298.0	267.0	baseline_records:results/baselines/mintaka/meta-llama-llama-3-1-8b-instruct/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/meta-llama-llama-3-1-8b-instruct/mintaka_pairwise_assistive.json	31
Llama-3.1-8B	musique	0.06511627906976744	0.05161290322580645	215.0	155.0	235.0	171.0	eval_newstyle:results/correctness/musique/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/llama-3.1-8B-Instruct/open_ended_correctness.json|results/consistency/musique/llama-3.1-8B-Instruct/consistency_open_ended_vs_assistive.json	81
Qwen3-8B	bamboogle	0.0761904761904762	0.07777777777777778	105.0	90.0	123.0	107.0	baseline_records:results/baselines/bamboogle/qwen-qwen3-8b/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/qwen-qwen3-8b/bamboogle_pairwise_assistive.json	16
Qwen3-8B	crag	0.10077519379844961	0.1	129.0	90.0	162.0	116.0	baseline_records:results/baselines/crag/qwen-qwen3-8b/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/qwen-qwen3-8b/crag_pairwise_assistive.json	46
Qwen3-8B	frames	0.08494208494208494	0.07174887892376682	259.0	223.0	294.0	254.0	eval_newstyle:results/correctness/frames/qwen-3-8B/open_ended_correctness.json|results/consistency/frames/qwen-3-8B/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/qwen-3-8B/open_ended_correctness.json|results/consistency/frames/qwen-3-8B/consistency_open_ended_vs_assistive.json	41
Qwen3-8B	hotpotqa	0.14832535885167464	0.13836477987421383	209.0	159.0	274.0	218.0	baseline_records:results/baselines/hotpotqa/qwen-qwen3-8b/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/qwen-qwen3-8b/hotpotqa_pairwise_assistive.json	56
Qwen3-8B	mintaka	0.16964285714285715	0.14213197969543148	224.0	197.0	298.0	267.0	baseline_records:results/baselines/mintaka/qwen-qwen3-8b/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/qwen-qwen3-8b/mintaka_pairwise_assistive.json	31
Qwen3-8B	musique	0.10038610038610038	0.05913978494623656	259.0	186.0	292.0	213.0	eval_newstyle:results/correctness/musique/qwen-3-8B/open_ended_correctness.json|results/consistency/musique/qwen-3-8B/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/qwen-3-8B/open_ended_correctness.json|results/consistency/musique/qwen-3-8B/consistency_open_ended_vs_assistive.json	81
Mistral-7B	bamboogle	0.47058823529411764	0.4714285714285714	85.0	70.0	123.0	107.0	baseline_records:results/baselines/bamboogle/mistralai-mistral-7b-instruct-v0-3/bamboogle_pairwise_assistive.json	baseline_records:results/baselines/bamboogle/mistralai-mistral-7b-instruct-v0-3/bamboogle_pairwise_assistive.json	16
Mistral-7B	crag	0.14035087719298245	0.125	114.0	72.0	162.0	116.0	baseline_records:results/baselines/crag/mistralai-mistral-7b-instruct-v0-3/crag_pairwise_assistive.json	baseline_records:results/baselines/crag/mistralai-mistral-7b-instruct-v0-3/crag_pairwise_assistive.json	46
Mistral-7B	frames	0.12195121951219512	0.11904761904761904	246.0	210.0	282.0	244.0	eval_newstyle:results/correctness/frames/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/frames/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/frames/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/frames/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	41
Mistral-7B	hotpotqa	0.373134328358209	0.3835616438356164	201.0	146.0	274.0	218.0	baseline_records:results/baselines/hotpotqa/mistralai-mistral-7b-instruct-v0-3/hotpotqa_pairwise_assistive.json	baseline_records:results/baselines/hotpotqa/mistralai-mistral-7b-instruct-v0-3/hotpotqa_pairwise_assistive.json	56
Mistral-7B	mintaka	0.49242424242424243	0.46788990825688076	132.0	109.0	298.0	267.0	baseline_records:results/baselines/mintaka/mistralai-mistral-7b-instruct-v0-3/mintaka_pairwise_assistive.json	baseline_records:results/baselines/mintaka/mistralai-mistral-7b-instruct-v0-3/mintaka_pairwise_assistive.json	31
Mistral-7B	musique	0.08627450980392157	0.08791208791208792	255.0	182.0	292.0	215.0	eval_newstyle:results/correctness/musique/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/musique/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	eval_newstyle:results/correctness/musique/mistral-7B-Instruct-v0.3/open_ended_correctness.json|results/consistency/musique/mistral-7B-Instruct-v0.3/consistency_open_ended_vs_assistive.json	81
