dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1	hand_review_label	hand_review_confidence	hand_review_notes	hand_review_suggested_action	hand_review_source
bamboogle	bamboogle_0081_cfd7f8b7	What is the official color of the third oldest surviving university?	Cambridge Blue	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro	1	Yellow	google-gemini-2-5-pro	1	0	1	Yellow	Yellow	The prediction 'Yellow' directly contradicts the gold answer 'Cambridge Blue' regarding the official color.	Answer A provides the key fact (Yellow) along with extra, non-contradictory detail (University of Salamanca). The core fact requested by the question is present in both.	google-gemini-2-5-flash	0	0	0	Red	Dark Blue	The prediction 'Red' directly contradicts the gold answer 'Cambridge Blue' regarding the official color.	The answers provide contradictory colors for the same fact.	gpt-5-1	0	0	0	St Andrews blue	Cambridge Blue	The prediction 'St Andrews blue' contradicts the gold answer 'Cambridge Blue'. These are distinct colors associated with different universities.	Answer A refers to the color of the University of Cambridge (second oldest), while Answer B refers to the color of the University of St Andrews (third oldest), which is what the question asks for. The answers contradict each other regarding the specific university.	needs_verification	low	gemini_2_5_pro: unclear_needs_manual_check — No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	Verify the underlying fact and entity mapping externally.	per_model_manual
bamboogle	bamboogle_0086_998cb1bd	Who was the father of the father of empiricism?	Sir Nicholas Bacon	one_model_correct_disagreement	Frontier answers disagree (2-of-3 on 'John Locke'), but exactly one model is judged correct; likely a model error rather than true ambiguity.	gemini_2_5_pro	2	John Locke	google-gemini-2-5-pro	1	0	1	John Locke	John Locke	The gold answer identifies Sir Nicholas Bacon as the father of Francis Bacon (the 'father of empiricism'). The prediction, John Locke, is a different individual and is incorrect in this context. John Locke is also a prominent empiricist, but not the father of Francis Bacon, nor is his father named John Locke.	Both answers are identical.	google-gemini-2-5-flash	0	0	0	John Locke	John Locke Sr.	The gold answer identifies Sir Nicholas Bacon as the father of Francis Bacon (the 'father of empiricism'). The prediction, John Locke, is a different individual and is incorrect in this context, as John Locke was not the father of Francis Bacon, nor is he typically referred to as 'the father of empiricism' in the same foundational sense as Bacon, and his own father was also named John Locke.	"Answer A correctly identifies the father as ""John Locke Sr."", while Answer B names ""John Locke"", which refers to the ""father of empiricism"" himself, not his father."	gpt-5-1	0	1	1	Nicholas Bacon	Nicholas Bacon	The prediction provides the essential name 'Nicholas Bacon', which is the core fact. The 'Sir' in the gold answer is an honorific and its omission does not change the identity of the person, aligning with the principle of ignoring extra descriptive text that doesn't alter the core fact.	Both answers are identical.	possible_gold_error_or_ambiguity		gemini_2_5_pro: possible_gold_error_or_ambiguity — Frontier open-ended answers agree (2/3) on 'John Locke' vs gold; could be gold error/ambiguity or shared model misconception.		per_model_manual
bamboogle	bamboogle_0091_3845ed5d	Who is the father of the father of the hydrogen bomb?	Max Teller	alias_or_evaluation_strictness	Consistency judge mentions alias/equivalence (e.g., anglicization); open correctness may be overly strict about surface-form differences.	gpt_5_1	2	Max Teller	google-gemini-2-5-pro	0	1	1	Max Teller	Max Teller	The prediction is identical to the gold answer.	Both answers are identical.	google-gemini-2-5-flash	0	1	1	Max Teller	Max Teller	The prediction is identical to the gold answer.	Both answers are identical.	gpt-5-1	1	0	1	Miksa Teller	Max Teller	The prediction 'Miksa Teller' is a different name from the gold answer 'Max Teller'. While they share a surname, the given names are distinct, making the prediction incorrect.	"""Max"" is a common anglicization of the Hungarian name ""Miksa"", referring to the same person."	alias_or_evaluation_strictness		gpt_5_1: alias_or_evaluation_strictness — Consistency judge notes alias/equivalence between open and assistive answers; open correctness may be overly strict about surface-form differences.		per_model_manual
bamboogle	bamboogle_0094_f6def5e8	Who was the father of the founder of modern human anatomy?	Anders van Wesel	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Andries van Wesel' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro,gpt_5_1	2	Andries van Wesel	google-gemini-2-5-pro	1	0	1	Andries van Wesele	Andries van Wesele	The first names 'Anders' and 'Andries' are distinct, not merely a case of capitalization, punctuation, or a common alias. While 'Wesele' is a minor spelling variation of 'Wesel', the difference in the first name makes the prediction not the same essential fact as the gold.	Both answers are identical.	google-gemini-2-5-flash	0	0	0	Andries van Wesel	Andries van Wesele	The prediction 'Andries van Wesel' provides a different first name than the gold answer 'Anders van Wesel'. These are distinct names and not considered equivalent under normalization rules.	"The names ""Wesele"" and ""Wesel"" are different spellings and are not considered equivalent under normalization rules for proper nouns."	gpt-5-1	1	0	1	Andries van Wesel	Andries van Wesel	The prediction 'Andries van Wesel' differs from the gold 'Anders van Wesel' in the first name. 'Anders' and 'Andries' are distinct names, and this is not a case of alias, abbreviation, or minor formatting difference.	Both answers are identical.	possible_gold_error_or_ambiguity		gemini_2_5_pro: outlier_vs_frontier_consensus — Other frontier models agree (2/3) on 'Andries van Wesel', while this model answers 'Andries van Wesele'. Likely a model-specific stable error (or alias). | gpt_5_1: possible_gold_error_or_ambiguity — Frontier open-ended answers agree (2/3) on 'Andries van Wesel' vs gold; could be gold error/ambiguity or shared model misconception.		per_model_manual
bamboogle	bamboogle_0095_fa23ed5f	What was the father of the last surviving Canadian father of Confederation?	Charles Tupper Sr.	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro	1	Charles Tupper	google-gemini-2-5-pro	1	0	1	Charles Tupper	Reverend Charles Tupper	The gold answer specifies 'Sr.' to distinguish the father from the son (who was the 'last surviving Canadian father of Confederation'). Omitting 'Sr.' makes the prediction ambiguous and potentially refers to the son, thus not communicating the same essential fact as the gold which clearly identifies the father.	"Answer A provides an additional title (""Reverend"") which is an extra detail but does not contradict or change the core identity of the person named in Answer B."	google-gemini-2-5-flash	0	1	0	Charles Tupper Sr.	Nathaniel Tupper	The prediction is an exact match to the gold answer.	"The names ""Nathaniel Tupper"" and ""Charles Tupper Sr."" refer to different individuals."	gpt-5-1	0	0	0	Baptist minister	Charles Tupper Sr.	The gold answer provides the name of the father ('Charles Tupper Sr.'), while the prediction provides an occupation ('Baptist minister'). These are different types of information and the prediction does not identify the specific person asked for.	Answer A provides the name of the father, while Answer B provides his profession. They do not convey the same essential fact in response to the question.	needs_verification	low	gemini_2_5_pro: unclear_needs_manual_check — No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	Verify the underlying fact and entity mapping externally.	per_model_manual
bamboogle	bamboogle_0101_5fc6a795	What is the lowest elevation of the longest railway tunnel?	312 m	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_flash	1	312 m	google-gemini-2-5-pro	0	1	1	312 m	312 m	The prediction is an exact match to the gold answer.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	325 m	325 m	The gold answer is 312 m and the prediction is 325 m. The absolute difference is 13 m. The allowed tolerance is max(0.5, 1% of 312) = max(0.5, 3.12) = 3.12 m. Since 13 m is greater than 3.12 m, the prediction is outside the acceptable numeric tolerance.	Both answers are identical.	gpt-5-1	0	0	0	−240 m	312 m above sea level	The predicted value '-240 m' is numerically very different from the gold value '312 m'. The absolute difference (552) far exceeds the allowed tolerance (max(0.5, 1% of 312 = 3.12)). Furthermore, the prediction implies an elevation below sea level, while the gold implies an elevation above sea level, which is a direct contradiction.	The values are numerically different (312 vs -240) and represent opposite directions relative to sea level (above vs below).	possible_gold_typo_or_alias		gemini_2_5_flash: possible_gold_typo_or_alias — Open answer '325 m' is very close to gold '312 m' (edit-distance 2); likely typo/alias/normalization issue.		per_model_manual
bamboogle	bamboogle_0110_3800034a	What's the motto of the oldest California State university?	Powering Silicon Valley	single_model_error	At least 2/3 frontier models are judged correct; likely a model-specific stable mistake for: gemini_2_5_flash.	gemini_2_5_flash	2	Powering Silicon Valley	google-gemini-2-5-pro	0	1	0	Powering Silicon Valley	Power; Wisdom; Friendship	The prediction is an exact match to the gold answer.	The two answers provide completely different mottos. Answer A lists three distinct concepts, while Answer B provides a single, different phrase.	google-gemini-2-5-flash	1	0	1	Lux, Veritas, Honestas	Lux, Veritas, Honestas	The prediction 'Lux, Veritas, Honestas' is a different motto than the gold answer 'Powering Silicon Valley'. There is a direct contradiction on the specific fact requested.	Both answers are identical.	gpt-5-1	0	1	1	Powering Silicon Valley	Powering Silicon Valley	The prediction is identical to the gold answer.	Both answers are identical.	outlier_vs_frontier_consensus		gemini_2_5_flash: outlier_vs_frontier_consensus — Other frontier models agree (2/3) on 'Powering Silicon Valley', while this model answers 'Lux, Veritas, Honestas'. Likely a model-specific stable error (or alias).		per_model_manual
bamboogle	bamboogle_0116_082827a9	What is the nickname of the easternmost U.S. state?	Pine Tree State	alias_or_evaluation_strictness	Consistency judge mentions alias/equivalence (e.g., anglicization); open correctness may be overly strict about surface-form differences.	gemini_2_5_pro	2	The Pine Tree State	google-gemini-2-5-pro	1	0	1	The Last Frontier	The Last Frontier	The gold answer states the nickname is 'Pine Tree State' (for Maine, the easternmost state). The prediction states 'The Last Frontier', which is the nickname for Alaska. These are different and contradictory facts.	Both answers are identical.	google-gemini-2-5-flash	0	1	1	The Pine Tree State	Pine Tree State	The prediction 'The Pine Tree State' is equivalent to the gold answer 'Pine Tree State' after ignoring the English article 'The' as per normalization rules.	"English article ""The"" is ignored as per normalization rule."	gpt-5-1	0	1	0	The Pine Tree State	The Last Frontier	The prediction includes the English article 'The', which is ignored according to Rule 1 (Normalization). The core fact 'Pine Tree State' is identical.	"The easternmost U.S. state is Maine, whose nickname is ""The Pine Tree State"" (Answer B). ""The Last Frontier"" (Answer A) is the nickname for Alaska, which is not the easternmost state. The answers provide contradictory information regarding the nickname of the easternmost state."	outlier_vs_frontier_consensus		gemini_2_5_pro: outlier_vs_frontier_consensus — Other frontier models agree (2/3) on 'The Pine Tree State', while this model answers 'The Last Frontier'. Likely a model-specific stable error (or alias).		per_model_manual
bamboogle	bamboogle_0122_7a7aef7c	Who is the father of the scientist at MIT that won the Queen Elizabeth Prize for Engineering in 2013?	Conway Berners-Lee	single_model_error	At least 2/3 frontier models are judged correct; likely a model-specific stable mistake for: gemini_2_5_pro.	gemini_2_5_pro	2	Conway Berners-Lee	google-gemini-2-5-pro	1	0	1	Robert Langer	Robert Langer	The prediction 'Robert Langer' is a different name from the gold answer 'Conway Berners-Lee', leading to a direct contradiction of the requested fact.	Both answers are identical.	google-gemini-2-5-flash	0	1	0	Conway Berners-Lee	Henry Langer	The prediction is an exact match to the gold answer.	The two answers provide different names for the father of the scientist, making them contradictory.	gpt-5-1	0	1	1	Conway Berners-Lee	Conway Berners-Lee	The prediction exactly matches the gold answer.	Both answers are identical.	outlier_vs_frontier_consensus		gemini_2_5_pro: outlier_vs_frontier_consensus — Other frontier models agree (2/3) on 'Conway Berners-Lee', while this model answers 'Robert Langer'. Likely a model-specific stable error (or alias).		per_model_manual
crag	00283e38-b411-425f-ad12-b6de87e4dc45	how old is the oldest currently working action movie actor?	one of the oldest currently working action movie actors, arnold schwarzenegger, is 76 years old.	time_dependent	Time-relative phrasing ('currently'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gemini_2_5_flash	1	93	google-gemini-2-5-pro	1	0	1	93	92	The gold answer states an age of 76, while the prediction states 93. These numerical values are significantly different and outside the allowed tolerance for numeric expressions.	Numeric values for age are within the 1-5.5 percentage-point tolerance for values that drift over time (1.075% difference).	google-gemini-2-5-flash	1	0	1	92	92	The gold answer states Arnold Schwarzenegger is 76 years old. The prediction gives '92'. These numerical values are significantly different and fall outside the allowed tolerance for numeric expressions (|92 - 76| = 16, which is much greater than max(0.5, 1% of 76 = 0.76)).	Both answers state the same numerical value.	gpt-5-1	0	0	0	80	92	API error: Expecting value: line 1 column 1 (char 0)	The numerical values (92 and 80) are outside the 5.5 percentage-point tolerance for values that naturally drift over time.	time_dependent		gemini_2_5_pro: time_dependent — Time-relative phrasing ('currently'); gold likely tied to a specific snapshot. | gemini_2_5_flash: time_dependent — Time-relative phrasing ('currently'); gold likely tied to a specific snapshot.		per_model_manual
crag	04fd2c98-6531-41a0-8f9f-4af6b7f012ef	who was the mvp of the mlb world series last year?	corey saeger, who plays for the texas rangers, was the mvp of the mlb world series last year.	time_dependent	World Series MVP depends on year; gold and models align to different seasons (e.g., Seager vs Soler).	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Jorge Soler	google-gemini-2-5-pro	1	0	1	Jorge Soler	Jorge Soler	The gold answer states 'Corey Seager' as the MVP, while the prediction states 'Jorge Soler'. These are different individuals, leading to a contradiction on the core fact of the question.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Jorge Soler	Jorge Soler	The gold answer states 'Corey Seager' as the MVP, while the prediction states 'Jorge Soler'. These are different individuals, leading to a contradiction on the core fact of the question.	Both answers are identical.	gpt-5-1	1	0	1	Jorge Soler	Jorge Soler	The gold answer states 'Corey Seager' as the MVP, while the prediction states 'Jorge Soler'. These are different individuals, leading to a contradiction on the core fact of the question.	Both answers are identical.	time_dependent	high	World Series MVP depends on year; gold and models align to different seasons (e.g., Seager vs Soler).	Time-filter or include the year in the question.	intersection44
