dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1
bamboogle	bamboogle_0116_082827a9	What is the nickname of the easternmost U.S. state?	Pine Tree State	alias_or_evaluation_strictness	Consistency judge mentions alias/equivalence (e.g., anglicization); open correctness may be overly strict about surface-form differences.	gemini_2_5_pro	2	The Pine Tree State	google-gemini-2-5-pro	1	0	1	The Last Frontier	The Last Frontier	The gold answer states the nickname is 'Pine Tree State' (for Maine, the easternmost state). The prediction states 'The Last Frontier', which is the nickname for Alaska. These are different and contradictory facts.	Both answers are identical.	google-gemini-2-5-flash	0	1	1	The Pine Tree State	Pine Tree State	The prediction 'The Pine Tree State' is equivalent to the gold answer 'Pine Tree State' after ignoring the English article 'The' as per normalization rules.	"English article ""The"" is ignored as per normalization rule."	gpt-5-1	0	1	0	The Pine Tree State	The Last Frontier	The prediction includes the English article 'The', which is ignored according to Rule 1 (Normalization). The core fact 'Pine Tree State' is identical.	"The easternmost U.S. state is Maine, whose nickname is ""The Pine Tree State"" (Answer B). ""The Last Frontier"" (Answer A) is the nickname for Alaska, which is not the easternmost state. The answers provide contradictory information regarding the nickname of the easternmost state."
bamboogle	bamboogle_0122_7a7aef7c	Who is the father of the scientist at MIT that won the Queen Elizabeth Prize for Engineering in 2013?	Conway Berners-Lee	partial_frontier_consensus	Two frontier models agree on 'Conway Berners-Lee' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro	2	Conway Berners-Lee	google-gemini-2-5-pro	1	0	1	Robert Langer	Robert Langer	The prediction 'Robert Langer' is a different name from the gold answer 'Conway Berners-Lee', leading to a direct contradiction of the requested fact.	Both answers are identical.	google-gemini-2-5-flash	0	1	0	Conway Berners-Lee	Henry Langer	The prediction is an exact match to the gold answer.	The two answers provide different names for the father of the scientist, making them contradictory.	gpt-5-1	0	1	1	Conway Berners-Lee	Conway Berners-Lee	The prediction exactly matches the gold answer.	Both answers are identical.
crag	00283e38-b411-425f-ad12-b6de87e4dc45	how old is the oldest currently working action movie actor?	one of the oldest currently working action movie actors, arnold schwarzenegger, is 76 years old.	time_dependent	Time-relative phrasing ('currently'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gemini_2_5_flash	1	93	google-gemini-2-5-pro	1	0	1	93	92	The gold answer states an age of 76, while the prediction states 93. These numerical values are significantly different and outside the allowed tolerance for numeric expressions.	Numeric values for age are within the 1-5.5 percentage-point tolerance for values that drift over time (1.075% difference).	google-gemini-2-5-flash	1	0	1	92	92	The gold answer states Arnold Schwarzenegger is 76 years old. The prediction gives '92'. These numerical values are significantly different and fall outside the allowed tolerance for numeric expressions (|92 - 76| = 16, which is much greater than max(0.5, 1% of 76 = 0.76)).	Both answers state the same numerical value.	gpt-5-1	0	0	0	80	92	API error: Expecting value: line 1 column 1 (char 0)	The numerical values (92 and 80) are outside the 5.5 percentage-point tolerance for values that naturally drift over time.
crag	04fd2c98-6531-41a0-8f9f-4af6b7f012ef	who was the mvp of the mlb world series last year?	corey saeger, who plays for the texas rangers, was the mvp of the mlb world series last year.	time_dependent	World Series MVP depends on year; gold and models align to different seasons (e.g., Seager vs Soler).	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Jorge Soler	google-gemini-2-5-pro	1	0	1	Jorge Soler	Jorge Soler	The gold answer states 'Corey Seager' as the MVP, while the prediction states 'Jorge Soler'. These are different individuals, leading to a contradiction on the core fact of the question.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Jorge Soler	Jorge Soler	The gold answer states 'Corey Seager' as the MVP, while the prediction states 'Jorge Soler'. These are different individuals, leading to a contradiction on the core fact of the question.	Both answers are identical.	gpt-5-1	1	0	1	Jorge Soler	Jorge Soler	The gold answer states 'Corey Seager' as the MVP, while the prediction states 'Jorge Soler'. These are different individuals, leading to a contradiction on the core fact of the question.	Both answers are identical.
crag	0512b2a6-b900-4454-8613-512e65b1913e	who was the top scorer in the women's world cup last year?	miyazawa hinata	time_dependent	Time-relative phrasing ('last year'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gpt_5_1	2	Megan Rapinoe	google-gemini-2-5-pro	1	0	1	Megan Rapinoe; Alex Morgan; Ellen White	Megan Rapinoe; Alex Morgan; Ellen White	The prediction lists 'Megan Rapinoe; Alex Morgan; Ellen White' as top scorers, which does not match the gold answer 'miyazawa hinata'. The gold answer is a single name, and none of the names in the prediction are equivalent to the gold answer.	Both answers are identical, listing the same names in the same order.	google-gemini-2-5-flash	0	0	0	Megan Rapinoe	Hinata Miyazawa	The prediction 'Megan Rapinoe' is a different person than the gold answer 'Miyazawa Hinata'. Miyazawa Hinata was the top scorer in the 2023 Women's World Cup, making the prediction incorrect.	The answers name different individuals as the top scorer, which is a direct contradiction. Hinata Miyazawa was the top scorer in the 2023 Women's World Cup, while Megan Rapinoe was not.	gpt-5-1	1	0	1	Megan Rapinoe	Megan Rapinoe	The prediction 'Megan Rapinoe' is a different person than the gold answer 'Miyazawa Hinata'. Miyazawa Hinata was the top scorer in the 2023 Women's World Cup, while Megan Rapinoe was not.	Both answers are identical.
crag	0531f5e7-d6ac-4c45-be32-5e530f83835b	what's the most recent album from the founder of ysl records?	business is business	time_dependent	Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gpt_5_1	3	Punk	google-gemini-2-5-pro	1	0	1	Punk	Punk	The prediction 'Punk' is a different album title than the gold answer 'business is business'. There is no equivalence or normalization that makes them the same.	Both answers are identical.	google-gemini-2-5-flash	0	0	0	Punk	Business Is Business	The prediction 'Punk' is a different album title than the gold answer 'business is business'.	"The answers provide different album titles, and only one can be the most recent. ""Business Is Business"" (2023) is more recent than ""Punk"" (2021)."	gpt-5-1	1	0	1	Punk	Punk	The prediction 'Punk' is a different album title than the gold answer 'business is business'. There is no equivalence or normalization that makes them the same.	Both answers are identical.
crag	12d2b048-e8de-470a-b4f2-81b0cf03ec5e	what was the name of the movie that won the most golden globe awards in a single year, including best motion picture – drama, best director, and best actor – motion picture drama?	the movie that won the most golden globe awards in a single year, including best motion picture – drama, best director, and best actor in a motion picture – drama, was oppenheimer, directed by christopher nolan and starring cillian murphy.	frontier_consensus_vs_gold	All three frontier models agree on 'One Flew Over the Cuckoo's Nest' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_flash	3	One Flew Over the Cuckoo's Nest	google-gemini-2-5-pro	0	0	0	One Flew Over the Cuckoo's Nest	The Revenant	The gold answer states the movie was 'Oppenheimer', while the prediction states 'One Flew Over the Cuckoo's Nest'. These are different movies, leading to a direct contradiction.	"Answer A (""The Revenant"") won 3 Golden Globes, including the specified categories. Answer B (""One Flew Over the Cuckoo's Nest"") won 5 Golden Globes, including the specified categories, making it the movie that won ""the most"" among those that met the specific criteria. The answers provide different movies."	google-gemini-2-5-flash	1	0	1	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	The prediction 'One Flew Over the Cuckoo's Nest' directly contradicts the gold answer 'Oppenheimer' regarding the name of the movie that won the specified Golden Globe awards.	Both answers are identical.	gpt-5-1	0	0	0	One Flew Over the Cuckoo’s Nest	The Revenant	The gold answer states the movie was 'Oppenheimer', while the prediction states 'One Flew Over the Cuckoo’s Nest'. These are different movies, leading to a contradiction.	Answer A (The Revenant) won 3 Golden Globes, including the specified categories. Answer B (One Flew Over the Cuckoo’s Nest) won 6 Golden Globes, including the specified categories, making it the movie that won the most awards under the given conditions. The answers provide different, contradictory facts.
crag	1ddf2c5d-74f3-408f-9f19-facd709a494c	when was the oldest company in the dow jones added to the index?	the oldest company in the dow jones, procter & gamble, was added on may 6, 1932.	partial_frontier_consensus	Two frontier models agree on '1991-05-06' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_flash	2	1991-05-06	google-gemini-2-5-pro	0	0	0	1991-05-06	1932-05-26	The gold answer states the company was added on May 6, 1932, while the prediction states 1991-05-06. The year differs significantly (1932 vs 1991), which is a direct contradiction.	Calendar dates must match exactly, and 1932-05-26 is not equivalent to 1991-05-06.	google-gemini-2-5-flash	1	0	1	1932-05-26	1932-05-26	The gold answer specifies 'May 6, 1932' while the prediction states '1932-05-26'. Calendar dates must match exactly, and the day (6 vs 26) is different.	Both answers provide the exact same calendar date.	gpt-5-1	0	0	0	1991-05-06	1932-05-26	The gold answer states the company was added on May 6, 1932, while the prediction states 1991-05-06. The year differs significantly (1932 vs 1991), which is a direct contradiction.	Calendar dates must match exactly, and 1932-05-26 is not equivalent to 1991-05-06.
crag	27f2284d-0d87-46c6-a0a1-e46135a3fc67	when did the most expensive action movie come out?	the most expensive action movie ever produced, star wars: the force awakens, came out in 2015.	ambiguous_definition	'Most expensive action movie' varies by list (budget accounting, genre). Models converge on a May 2011 release date (likely a specific blockbuster), while gold names a different film/year.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	2011-05-20	google-gemini-2-5-pro	1	0	1	2011-05-20	2011-05-20	The gold answer states the movie came out in 2015, while the prediction gives 2011-05-20. The years do not match, and calendar dates/years must match exactly.	Both answers provide the exact same calendar date.	google-gemini-2-5-flash	1	0	1	2011-05-20	2011-05-20	The gold answer states the movie came out in 2015, while the prediction gives 2011-05-20. The years do not match, and calendar dates/years must match exactly.	Both answers provide the exact same calendar date.	gpt-5-1	1	0	1	2011-05-20	2011-05-20	The gold answer states the movie came out in 2015, while the prediction states 2011. Calendar dates and years must match exactly according to rule 2.	Calendar dates match exactly.
crag	280d60d1-f2be-4895-ae73-29461c8f1b35	who is the starting small forward for the team that is currently number one in the nba's eastern conference?	jayson tatum is the starting small forward for the boston celtics, currently the number one in the nba's eastern conference.	time_dependent	Time-relative phrasing ('currently'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gpt_5_1	2	Jimmy Butler	google-gemini-2-5-pro	1	0	1	Jimmy Butler	Jimmy Butler	The gold answer identifies Jayson Tatum as the starting small forward, while the prediction states Jimmy Butler. These are different individuals, making the prediction incorrect.	Both answers are identical.	google-gemini-2-5-flash	0	1	-1	The NBA season had not yet started on 2022-10-04, so there was no number one team in the Eastern Conference.	Jimmy Butler	The prediction does not answer the question about who the starting small forward is. Instead, it explains why the premise of the question (a 'number one team' at a specific time) might not be valid, thus failing to provide the requested information. This falls under 'not meaningful' as it does not directly answer the question.	Answer B does not directly answer the question about the player's name; instead, it explains why the question cannot be answered, making it not meaningful.	gpt-5-1	1	0	1	Jimmy Butler	Jimmy Butler	The gold answer identifies Jayson Tatum as the starting small forward, while the prediction states Jimmy Butler. These are different players, leading to a contradiction.	Both answers are identical.
crag	2a233422-8f6c-4f97-8509-ccc71afb3794	how old was leonardo dicaprio when he won best actor award?	leonardo was 42 years old in 2016 when he won best actor.	numeric_boundary/age_definition	DiCaprio won Best Actor at the Feb 2016 ceremony; he was 41 then (turns 42 later in 2016). Gold hard-codes '42 in 2016', which is plausible only under a different age convention.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	41	google-gemini-2-5-pro	1	0	1	41	41	The gold answer states Leonardo DiCaprio was 42 years old, while the prediction states 41. The difference of 1 is outside the allowed numeric tolerance of max(0.5, 1% of 42 = 0.42), which is 0.5.	Answer A contains the key fact (age 41) requested by the question, along with extra detail (date of award) which does not contradict the age. Answer B provides only the key fact.	google-gemini-2-5-flash	1	0	1	41	41	The gold answer states Leonardo DiCaprio was 42 years old, while the prediction states 41. The difference of 1 is outside the allowed numeric tolerance of max(0.5, 1% of 42) = 0.5.	Both answers state the same numerical value.	gpt-5-1	1	0	1	41	41	The gold answer states Leonardo DiCaprio was 42 years old, while the prediction states 41. The difference of 1 is outside the allowed numeric tolerance of max(0.5, 1% of 42 = 0.42) = 0.5.	Both answers state the same age.
crag	318361f8-af94-4b0b-8017-c0f04ec1755c	what company in the dow jones has the largest market capitalization?	microsoft	time_dependent	Largest market cap among Dow components varies over time; gold says Microsoft while all models say Apple.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Apple Inc.	google-gemini-2-5-pro	1	0	1	Apple Inc.	Apple Inc.	The prediction 'Apple Inc.' is a different company than the gold answer 'microsoft', directly contradicting the gold fact about which company has the largest market capitalization in the Dow Jones.	Both answers are identical.	google-gemini-2-5-flash	1	0	1	Apple	Apple	The prediction 'Apple' contradicts the gold answer 'microsoft' as they are different companies.	Both answers are identical.	gpt-5-1	1	0	1	Apple Inc.	Apple Inc.	The prediction 'Apple Inc.' is a different company than the gold answer 'microsoft', directly contradicting the gold fact.	Both answers are identical.
crag	3e6f239d-0354-4867-99ef-9542db6a83c8	what team does the player who threw the most interceptions last year play for?	the player who threw the most interceptions last year, sam howell, plays for the washington commanders.	time_dependent	'Last year' depends on the evaluation year; model answers point to a different season/player than gold.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Jacksonville Jaguars	google-gemini-2-5-pro	1	0	1	Jacksonville Jaguars; Los Angeles Rams	Jacksonville Jaguars; Los Angeles Rams	The gold answer states the player plays for the 'Washington Commanders', while the prediction lists 'Jacksonville Jaguars' and 'Los Angeles Rams'. These teams do not match the gold answer.	Both answers are identical lists of teams.	google-gemini-2-5-flash	1	0	1	Jacksonville Jaguars	Jacksonville Jaguars	The gold answer states the player plays for the 'Washington Commanders', while the prediction states 'Jacksonville Jaguars'. These are different teams, leading to a contradiction.	Both answers are identical.	gpt-5-1	1	0	1	Jacksonville Jaguars	Jacksonville Jaguars	The gold answer states the player plays for the 'Washington Commanders', while the prediction states 'Jacksonville Jaguars'. These are different teams, leading to a contradiction.	Both answers are identical.
crag	41dea43b-d187-4844-b33a-a46e3879dd96	how many locations were filmed in the bourne movie released in 2004?	the bourne supremacy was shot in 4 locations moscow, russia; berlin, germany; goa, india; and new york city, new york, usa.	partial_frontier_consensus	Two frontier models agree on '5' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro	2	5	google-gemini-2-5-pro	1	0	1	5	5	The gold answer explicitly states '4 locations', while the prediction states '5', which is a direct contradiction of the numerical fact.	Both answers state the same numerical value.	google-gemini-2-5-flash	0	0	0	5	10	The gold answer explicitly states '4 locations', while the prediction states '5', which is a direct contradiction of the numerical fact.	The numerical values 10 and 5 are distinct and do not fall within the allowed numeric tolerance.	gpt-5-1	0	0	0	7	23	The gold answer states there were 4 locations, while the prediction states 7. These numbers are not within the allowed numeric tolerance.	The numerical values are different and outside the allowed tolerance.
crag	470ed1c7-8a71-4c0c-9be8-bb1fe82ce59f	what is the elevation of the capital of ohio?	238 m	partial_frontier_consensus	Two frontier models agree on '902 ft' (normalized) while one differs; could be ambiguity or a model-specific stable misconception.	gemini_2_5_pro,gpt_5_1	2	902 ft	google-gemini-2-5-pro	1	0	1	902 ft	902 ft	The gold answer is 238 m. Converting this to feet: 238 m * 3.28084 ft/m = 780.84 ft. The prediction is 902 ft. The difference between 902 ft and 780.84 ft is 121.16 ft. The allowed tolerance is max(0.5, 1% of 780.84) = 7.81 ft. Since 121.16 ft is greater than 7.81 ft, the prediction is outside the acceptable numeric tolerance.	Answer A provides extra detail (the name of the capital) which is consistent with the question and does not contradict the core fact (the elevation). Both answers state the elevation as 902 ft.	google-gemini-2-5-flash	0	0	0	234 m	275 m	The gold answer is 238 m and the prediction is 234 m. The absolute difference is 4 m. The allowed tolerance is max(0.5, 1% of 238) = max(0.5, 2.38) = 2.38. Since 4 > 2.38, the prediction is outside the acceptable numeric tolerance.	The numerical values (275 m vs 234 m) are significantly different and do not fall within the allowed numeric tolerance.	gpt-5-1	1	0	1	902 ft	275 m	The gold answer is 238 m. Converting this to feet: 238 m * 3.28084 ft/m = 780.84 ft. The prediction is 902 ft. The difference (902 - 780.84 = 121.16 ft) exceeds the allowed 1% tolerance (0.01 * 780.84 = 7.81 ft).	Unit conversion (275 m is approximately 902 ft); values are equivalent.
