id,issues,question,answer,num_hops,last_question,complexity_score,similarity,dsl
2hop__133116_533882,final_step_mismatch,What company resulted from a merger in 1961 involving the builder of the Martin BM?,,2,What was {answer_1} followed by?,0.0,0.0,"answer_1: str = qa_model(""What company makes Martin BM?"") | answer_2: str = qa_model(""What was {answer_1} followed by?"", answer_1=answer_1)"
3hop2__132957_132967_40768,over_decomposition,"When did the maker of the Acura Legend, the company that built Daihatsu Boon, and Nissan open US assembly plants?",,3,"When did {answer_1}, {answer_2} and Nissan open US assembly plants?",0.0,0.41,"answer_1: str = qa_model(""Who made Acura Legend?"") | answer_2: str = qa_model(""What company built Daihatsu Boon?"") | answer_3: str = qa_model(""When did {answer_1}, {answer_2} and Nissan open US assembly plants?"", answer_1=answer_1, answer_2=answer_2)"
3hop1__850160_15840_36014,final_step_mismatch,What was Nintendo's limit on games per developer per year on the system which had a three letter abbreviation and was also the platform for Pictionary?,,3,What was Nintendo,2.0,0.06,"answer_1: str = qa_model(""What is the platform of Pictionary?"") | answer_2: str = qa_model(""What is the abbreviation of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What was Nintendo's limit on games per developer per year on the {answer_2}?"", answer_2=answer_2)"
3hop1__726561_132457_51423,over_decomposition,What is the name of the castle in the city where the performers of Born A Lion was formed?,,3,What is the name of the castle in {answer_2}?,0.0,0.25,"answer_1: str = qa_model(""Who is the performer of Born a Lion?"") | answer_2: str = qa_model(""What city was {answer_1} formed in?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the name of the castle in {answer_2}?"", answer_2=answer_2)"
3hop1__458916_665330_51423,over_decomposition,What is the name of the castle in the city where the performers of Spirit If.. became a band?,,3,What is the name of the castle in {answer_2}?,0.0,0.22,"answer_1: str = qa_model(""Who is the performer of Spirit If...?"") | answer_2: str = qa_model(""Which city was {answer_1} formed in?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the name of the castle in {answer_2}?"", answer_2=answer_2)"
3hop1__64957_87694_124169,final_step_mismatch,"When was the position of Governor ended in the city that houses the head of Catholicism, and the basilica of the saint holding a knife in the Last Supper?",,3,On what date did Governor of {answer_2} end?,0.5,0.05,"answer_1: str = qa_model(""Who is holding a knife in the Last Supper?"") | answer_2: str = qa_model(""In what city is St. {answer_1}'s basilica and the head of the Catholic religion located?"", answer_1=answer_1) | answer_3: str = qa_model(""On what date did Governor of {answer_2} end?"", answer_2=answer_2)"
2hop__59133_512508,final_step_mismatch,What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,,2,What was {answer_1} a participant in?,3.0,0.0,"answer_1: str = qa_model(""Who discovered that the number of protons for each element's atoms is unique?"") | answer_2: str = qa_model(""What was {answer_1} a participant in?"", answer_1=answer_1)"
3hop1__222497_309482_27537,over_decomposition,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,,3,Why did Roncalli leave {answer_2}?,0.0,0.29,"answer_1: str = qa_model(""Who is the composer of Al gran sole carico d'amore?"") | answer_2: str = qa_model(""What is the work location of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Why did Roncalli leave {answer_2}?"", answer_2=answer_2)"
3hop1__857_846_7702,final_step_mismatch,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,,3,What does {answer_2} mean?,0.5,0.0,"answer_1: str = qa_model(""Who was the edict addressed to?"") | answer_2: str = qa_model(""Where did the Yongle Emperor greet {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What does {answer_2} mean?"", answer_2=answer_2)"
4hop1__360072_508773_85832_745702,final_step_mismatch,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,,4,Who is the child of {answer_3}?,0.5,0.06,"answer_1: str = qa_model(""What is the place of birth of Francisco Bojado?"") | answer_2: str = qa_model(""What is the continent of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Who was the Italian navigator sailing for England that explored the eastern coast of {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""Who is the child of {answer_3}?"", answer_3=answer_3)"
3hop1__346812_15840_36014,final_step_mismatch,What was Nintendo's limit on games per developer per year on the platform that plays Drac's Night Out?,,3,What was Nintendo,1.5,0.07,"answer_1: str = qa_model(""What is the platform of Drac's Night Out?"") | answer_2: str = qa_model(""What is the abbreviation of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What was Nintendo's limit on games per developer per year on the {answer_2}?"", answer_2=answer_2)"
3hop1__280834_547811_80702,over_decomposition,What is the name of the famous bridge in the birthplace of Bajazet's composer?,,3,What is the name of the famous bridge in {answer_2}?,0.0,0.38,"answer_1: str = qa_model(""Who is the composer of Bajazet?"") | answer_2: str = qa_model(""What is the place of birth of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the name of the famous bridge in {answer_2}?"", answer_2=answer_2)"
2hop__189094_612080,final_step_mismatch,What league does the team that occupies the Rabat Ajax Football Ground belong to?,,2,What is the league of {answer_1}?,1.5,0.09,"answer_1: str = qa_model(""Who is the occupant of Rabat Ajax Football Ground?"") | answer_2: str = qa_model(""What is the league of {answer_1}?"", answer_1=answer_1)"
2hop__809096_491515,over_decomposition|final_step_mismatch,Where did William Beckford's child die?,,2,What is the place of death of {answer_1}?,-0.5,0.0,"answer_1: str = qa_model(""Who is the child of William Beckford?"") | answer_2: str = qa_model(""What is the place of death of {answer_1}?"", answer_1=answer_1)"
3hop1__844109_720914_27537,over_decomposition,Why did Roncalli leave the city where the creator of The Entombment died?,,3,Why did Roncalli leave {answer_2}?,0.0,0.44,"answer_1: str = qa_model(""Who is the creator of The Entombment?"") | answer_2: str = qa_model(""What is the place of death of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Why did Roncalli leave {answer_2}?"", answer_2=answer_2)"
2hop__622308_61845,over_decomposition,Who has played for West Ham Ajax and the team from the city where Malcolm Graham died?,,3,"Who has played for West Ham, Ajax and {answer_2}?",0.0,0.5,"answer_1: str = qa_model(""What city did Malcolm Graham die in?"") | answer_2: str = qa_model(""What is the biggest football club is from {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Who has played for West Ham, Ajax and {answer_2}?"", answer_2=answer_2)"
4hop2__9988_158985_70784_79935,final_step_mismatch,"When was the kingdom lying immediately to the north of the region prevailing with ""Near East"" disgrace and the region having the most growth in desalination for agricultural use created?",,4,When was {answer_3} created?,0.5,0.05,"answer_1: str = qa_model(""What prevailed with the disgrace of \""Near East\""?"") | answer_2: str = qa_model(""Where is the most growth taking place in desalination for agricultural use?"") | answer_3: str = qa_model(""What region lies immediately to the north of {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2) | answer_4: str = qa_model(""When was {answer_3} created?"", answer_3=answer_3)"
3hop1__109113_720914_41132,over_decomposition,How many times did plague occur in the place where Venus with a Mirror's creator died?,,3,How many times did plague occur in {answer_2}?,0.0,0.38,"answer_1: str = qa_model(""Who developed Venus with a Mirror?"") | answer_2: str = qa_model(""What is the place of death of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How many times did plague occur in {answer_2}?"", answer_2=answer_2)"
2hop__142443_768138,final_step_mismatch,Who is the brother of the artist who made Nothin' My Love Can't Fix's album?,,2,Who is the sibling of {answer_1}?,2.0,0.0,"answer_1: str = qa_model(""What is the name of the performer that released the album Nothin' My Love Can't Fix?"") | answer_2: str = qa_model(""Who is the sibling of {answer_1}?"", answer_1=answer_1)"
3hop2__30152_105895_20999,over_decomposition|final_step_mismatch,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,,3,How were the {answer_1} expelled from {answer_2}?,0.0,0.06,"answer_1: str = qa_model(""New coins were a proclamation of independence by the Somali Muslim Ajuran Empire from whom?"") | answer_2: str = qa_model(""Which was the country for Phoe Pyonn Cho?"") | answer_3: str = qa_model(""How were the {answer_1} expelled from {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
3hop1__848113_15840_36014,over_decomposition|final_step_mismatch,What was Nintendo's limit on games per developer per year on the abbreviation of the platform of Star Voyager?,,3,What was Nintendo,0.0,0.08,"answer_1: str = qa_model(""What is the platform of Star Voyager?"") | answer_2: str = qa_model(""What is the abbreviation of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What was Nintendo's limit on games per developer per year on the {answer_2}?"", answer_2=answer_2)"
3hop1__108881_720914_41132,over_decomposition,How many times did plague occur in the place where the creator of The Worship of Venus died?,,3,How many times did plague occur in {answer_2}?,0.0,0.45,"answer_1: str = qa_model(""Who is the creator of The Worship of Venus?"") | answer_2: str = qa_model(""Which city did {answer_1} die in?"", answer_1=answer_1) | answer_3: str = qa_model(""How many times did plague occur in {answer_2}?"", answer_2=answer_2)"
4hop1__344155_378185_282674_759393,final_step_mismatch,What is the seat of the county sharing a border with the county with a town to which KRSU is licensed to broadcast?,,4,What is the capital of {answer_3}?,2.0,0.0,"answer_1: str = qa_model(""What is US city KRSU licensed to broadcast to?"") | answer_2: str = qa_model(""What county is {answer_1} located in?"", answer_1=answer_1) | answer_3: str = qa_model(""What county does {answer_2} share a border with?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
4hop1__638706_765799_282674_759393,over_decomposition|final_step_mismatch,What is the seat of the county sharing a border with the county where Tenement was founded?,,4,What is the capital of {answer_3}?,0.0,0.0,"answer_1: str = qa_model(""What is the county where Tenement was founded?"") | answer_2: str = qa_model(""What administrative territorial entity is {answer_1} located in?"", answer_1=answer_1) | answer_3: str = qa_model(""What shares a border with {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
4hop1__83058_53706_795904_580996,final_step_mismatch,"What area shares a border, with the city that was the work location of an individual, who went to the U.S. state with a Mediterranean climate, during the Gold Rush?",,4,What does {answer_3} share a border with?,2.0,0.1,"answer_1: str = qa_model(""What state in the US have a Mediterranean climate?"") | answer_2: str = qa_model(""Who went to {answer_1} during the gold rush?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the city where {answer_2} works?"", answer_2=answer_2) | answer_4: str = qa_model(""What does {answer_3} share a border with?"", answer_3=answer_3)"
4hop2__161602_426860_88460_21062,over_decomposition,Are there any cruise travel destinations for the country lying between the country hosting the tournament and the country having That Dam?,,4,Are there any cruise travel destinations for {answer_3}?,-0.5,0.38,"answer_1: str = qa_model(""Who hosted the tournament?"") | answer_2: str = qa_model(""What is the country of That Dam?"") | answer_3: str = qa_model(""What natural boundary lies between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2) | answer_4: str = qa_model(""Are there any cruise travel destinations for {answer_3}?"", answer_3=answer_3)"
4hop3__547073_88460_30152_20999,final_step_mismatch,How were people from whom the new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and Si Phan Don's country?,,4,How were the {answer_3} expelled from {answer_2}?,0.5,0.09,"answer_1: str = qa_model(""What is the country of Si Phan Don?"") | answer_2: str = qa_model(""What country lies between Thailand and {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""New coins were a proclamation of independence by the Somali Muslim Ajuran Empire from whom?"") | answer_4: str = qa_model(""How were the {answer_3} expelled from {answer_2}?"", answer_2=answer_2, answer_3=answer_3)"
3hop2__573858_613770_7713,over_decomposition,How long had China Sunergy's headquarters location been the capitol city of the area where Guangling District was located?,,4,How long had {answer_1} been the capital city of {answer_3}?,0.0,0.24,"answer_1: str = qa_model(""What is the headquarters location of China Sunergy?"") | answer_2: str = qa_model(""In what administrative territorial entity is Guangling District located?"") | answer_3: str = qa_model(""In what administrative territorial entity is {answer_2} located?"", answer_2=answer_2) | answer_4: str = qa_model(""How long had {answer_1} been the capital city of {answer_3}?"", answer_1=answer_1, answer_3=answer_3)"
3hop1__857_846_7791,over_decomposition,How many parties rule the city where the Yongle emperor greeted the person to whom the edict was addressed?,,3,How many parties rule {answer_2}?,0.0,0.25,"answer_1: str = qa_model(""Who was the edict addressed to?"") | answer_2: str = qa_model(""Where did the Yongle Emperor greet the {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How many parties rule {answer_2}?"", answer_2=answer_2)"
2hop__233551_746883,over_decomposition,Who does William Clito's father follow?,,2,Who does {answer_1} follow?,-0.5,0.29,"answer_1: str = qa_model(""Who is the father of William Clito?"") | answer_2: str = qa_model(""Who does {answer_1} follow?"", answer_1=answer_1)"
3hop1__765565_326948_86925,over_decomposition,What is the symbols of the Saints from the place where Here Come the Girl's performer was born called?,,3,What is the {answer_2} saints symbol called?,0.0,0.15,"answer_1: str = qa_model(""Who is the performer of Here Come the Girls?"") | answer_2: str = qa_model(""What is the place of birth of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the {answer_2} saints symbol called?"", answer_2=answer_2)"
4hop1__726391_153080_33952_33939,final_step_mismatch,"In 1900, what was the population of the second largest city in the state where the Oh Yeah performer is from?",,4,What was {answer_3},0.5,0.0,"answer_1: str = qa_model(""Who is the performer of Oh Yeah?"") | answer_2: str = qa_model(""What state is {answer_1} from?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the second largest city in {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""What was {answer_3}'s population in 1900?"", answer_3=answer_3)"
2hop__458672_20057,final_step_mismatch,Who started the foundation that developed the Free Software Directory?,,2,Who founded {answer_1}?,1.5,0.0,"answer_1: str = qa_model(""Who is the developer of the Free Software Directory?"") | answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)"
3hop2__326964_734214_7713,over_decomposition,How long had Lynn Hung's birthplace been the capitol city of Yaxing Coach's headquarters location?,,3,How long had {answer_2} been the capital city of {answer_1}?,0.0,0.25,"answer_1: str = qa_model(""What is the headquarters location of Yaxing Coach?"") | answer_2: str = qa_model(""What is the place of birth of Lynn Hung?"") | answer_3: str = qa_model(""How long had {answer_2} been the capital city of {answer_1}?"", answer_1=answer_1, answer_2=answer_2)"
3hop1__108881_720914_27537,over_decomposition,Why did Roncalli leave the city where the creator of The Worship of Venus died?,,3,Why did Roncalli leave {answer_2}?,0.0,0.4,"answer_1: str = qa_model(""Who is the creator of The Worship of Venus?"") | answer_2: str = qa_model(""What is the place of death of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Why did Roncalli leave {answer_2}?"", answer_2=answer_2)"
3hop1__702699_792411_51423,over_decomposition,What is the name of the castle in the birth city of the performer on the album Maria?,,3,What is the name of the castle in {answer_2}?,0.0,0.22,"answer_1: str = qa_model(""Who is the performer of Maria?"") | answer_2: str = qa_model(""What is the place of birth of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the name of the castle in {answer_2}?"", answer_2=answer_2)"
3hop2__782397_223623_162182,over_decomposition,In what region of Phu Luong's country is John Phan's birthplace located?,,3,In what region of {answer_1} is {answer_2} located?,0.0,0.18,"answer_1: str = qa_model(""What is the country of Phu Luong?"") | answer_2: str = qa_model(""What is the place of birth of John Phan?"") | answer_3: str = qa_model(""In what region of {answer_1} is {answer_2} located?"", answer_1=answer_1, answer_2=answer_2)"
4hop3__746868_88460_30152_20999,final_step_mismatch,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,,4,How were the {answer_3} expelled from {answer_2}?,0.5,0.08,"answer_1: str = qa_model(""What is the country of Muang Kasi?"") | answer_2: str = qa_model(""What country lies between Thailand and {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""From whom did the Somali Muslim Ajuran Empire proclaim independence with new coins?"") | answer_4: str = qa_model(""How were the {answer_3} expelled from {answer_2}?"", answer_2=answer_2, answer_3=answer_3)"
3hop1__458916_651917_47686,over_decomposition,Where do greyhound buses leave from in the birthplace of Spirit If...'s performer?,,3,Where do greyhound buses leave from in {answer_2}?,0.0,0.45,"answer_1: str = qa_model(""Who is the performer of Spirit If...?"") | answer_2: str = qa_model(""What is the place of birth of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Where do greyhound buses leave from in {answer_2}?"", answer_2=answer_2)"
4hop3__426860_88460_30152_20999,final_step_mismatch,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where That Dam is found?,,4,How were the {answer_3} expelled from {answer_2}?,3.5,0.1,"answer_1: str = qa_model(""What is the country of That Dam?"") | answer_2: str = qa_model(""What natural boundary lies between Thailand and {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""New coins were a proclamation of independence by the Somali Muslim Ajuran Empire from whom?"") | answer_4: str = qa_model(""How were the {answer_3} expelled from {answer_2}?"", answer_2=answer_2, answer_3=answer_3)"
3hop1__639955_834494_34109,final_step_mismatch,What is the PBS station of the city in the same county as Helvetia?,,3,What is {answer_2},1.5,0.0,"answer_1: str = qa_model(""What county is Helvetia in?"") | answer_2: str = qa_model(""What is the capital city of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is {answer_2}'s PBS station?"", answer_2=answer_2)"
4hop1__324759_765799_282674_759393,final_step_mismatch,What is the capital of the county that shares a border with the county where the headquarters of Pierce Manufacturing is located?,,4,What is the capital of {answer_3}?,4.0,0.09,"answer_1: str = qa_model(""Which city is the headquarters of Pierce Manufacturing located?"") | answer_2: str = qa_model(""What is the capital of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What shares a border with {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
4hop1__17192_17130_70784_61381,final_step_mismatch,When was the region immediately north of the region where the country that secured southern Lebanon is located and the Persian Gulf established?,,4,When was {answer_3} established?,2.0,0.07,"answer_1: str = qa_model(""Who secured southern Lebanon?"") | answer_2: str = qa_model(""Where is {answer_1} located?"", answer_1=answer_1) | answer_3: str = qa_model(""What region lies immediately to the north of {answer_2} and the Persian Gulf?"", answer_2=answer_2) | answer_4: str = qa_model(""When was {answer_3} established?"", answer_3=answer_3)"
2hop__39063_212301,final_step_mismatch,Who is the father of the man who conceived of the 'new' police?,,2,Who is the child of {answer_1}?,2.0,0.0,"answer_1: str = qa_model(""Who came up with the concept of the 'new' police?"") | answer_2: str = qa_model(""Who is the child of {answer_1}?"", answer_1=answer_1)"
3hop1__801799_547811_41132,over_decomposition,How many times did plague occur in the birth city of the composer of La fida ninfa?,,3,How many times did plague occur in {answer_2}?,0.0,0.42,"answer_1: str = qa_model(""Who is the composer of La fida ninfa?"") | answer_2: str = qa_model(""What is the place of birth of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How many times did plague occur in {answer_2}?"", answer_2=answer_2)"
4hop3__794915_466199_695123_72134,over_decomposition,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,,4,When did {answer_3} become the capital of {answer_2}?,0.0,0.15,"answer_1: str = qa_model(""What town is Ward Township located in?"") | answer_2: str = qa_model(""What state is {answer_1} located in?"", answer_1=answer_1) | answer_3: str = qa_model(""What is WIZE licensed to broadcast to?"") | answer_4: str = qa_model(""When did {answer_3} become the capital of {answer_2}?"", answer_2=answer_2, answer_3=answer_3)"
2hop__82669_768138,final_step_mismatch,Who is the brother of the Melissa and Joey Theme Song singer?,,2,Who is the sibling of {answer_1}?,0.0,0.0,"answer_1: str = qa_model(""Who sings the Melissa and Joey theme song?"") | answer_2: str = qa_model(""Who is the sibling of {answer_1}?"", answer_1=answer_1)"
3hop1__354480_834494_34099,final_step_mismatch,How long are the city council terms in the city that is in the same county as Eric Marcus Municipal Airport?,,3,How long are {answer_2},2.0,0.08,"answer_1: str = qa_model(""What is the location of Eric Marcus Municipal Airport?"") | answer_2: str = qa_model(""What administrative territorial entity is {answer_1} in?"", answer_1=answer_1) | answer_3: str = qa_model(""How long are {answer_2}'s city council terms?"", answer_2=answer_2)"
4hop3__507819_88460_30152_20999,final_step_mismatch,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where Route 3 is found?,,4,How were the {answer_3} expelled from {answer_2}?,0.5,0.1,"answer_1: str = qa_model(""What is the country of Route 3?"") | answer_2: str = qa_model(""What natural boundary lies between Thailand and {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""New coins were a proclamation of independence by the Somali Muslim Ajuran Empire from whom?"") | answer_4: str = qa_model(""How were the {answer_3} expelled from {answer_2}?"", answer_2=answer_2, answer_3=answer_3)"
2hop__126188_396277,final_step_mismatch,The author of Abel's Island wrote what 1982 book featuring a mouse-dentist?,,2,What is the notable work of {answer_1}?,0.0,0.0,"answer_1: str = qa_model(""Who was Abel's Island illustrated by?"") | answer_2: str = qa_model(""What is the notable work of {answer_1}?"", answer_1=answer_1)"
3hop1__786067_228453_86925,over_decomposition,What is the symbol of the Saints from the city where the headquarters of the manufacturer of McAfee's Benchmark called?,,3,What is the {answer_2} saints symbol called?,0.0,0.27,"answer_1: str = qa_model(""Who is the manufacturer of McAfee's Benchmark?"") | answer_2: str = qa_model(""What is the headquarters location of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the {answer_2} saints symbol called?"", answer_2=answer_2)"
2hop__85931_108632,final_step_mismatch,Who created the main character of The Godfather?,,2,What artist was responsible for the creation of {answer_1}?,0.0,0.0,"answer_1: str = qa_model(""What was the full name of the Godfather?"") | answer_2: str = qa_model(""What artist was responsible for the creation of {answer_1}?"", answer_1=answer_1)"
3hop1__791757_15840_36014,over_decomposition|final_step_mismatch,"On Knight Rider's console, what was maximum games per year per developer imposed by Nintendo?",,3,What was Nintendo,0.0,0.08,"answer_1: str = qa_model(""What is the platform of Knight Rider?"") | answer_2: str = qa_model(""What is the abbreviation of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What was Nintendo's limit on games per developer per year on the {answer_2}?"", answer_2=answer_2)"
4hop2__9988_261673_70784_79935,final_step_mismatch,When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,,4,When was {answer_3} created?,2.5,0.06,"answer_1: str = qa_model(""What prevailed with the disgrace of \""Near East\""?"") | answer_2: str = qa_model(""What is the located on terrain feature of shamal?"") | answer_3: str = qa_model(""What region lies immediately to the north of {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2) | answer_4: str = qa_model(""When was {answer_3} created?"", answer_3=answer_3)"
4hop1__399219_765799_282674_759393,final_step_mismatch,What is the seat of the county sharing a border with the county in which Valley New School is located?,,4,What is the capital of {answer_3}?,1.5,0.0,"answer_1: str = qa_model(""What is the county where Valley New School is located?"") | answer_2: str = qa_model(""What is the capital of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What county does {answer_2} share a border with?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
4hop1__228808_49925_13759_736921,final_step_mismatch,"The German priest, who wanted to reform Laurean Rugambwa's religion, preached a sermon on Marian devotion late in his life in which German state?",,4,What administrative territorial entity is {answer_3} located in?,2.0,0.0,"answer_1: str = qa_model(""What is the religion of Laurean Rugambwa?"") | answer_2: str = qa_model(""Who wanted {answer_1} to reform and address?"", answer_1=answer_1) | answer_3: str = qa_model(""Where did {answer_2} preach a sermon on Marian devotion a month before his death?"", answer_2=answer_2) | answer_4: str = qa_model(""What administrative territorial entity is {answer_3} located in?"", answer_3=answer_3)"
