id,issues,question,answer,num_hops,last_question,complexity_score,similarity,dsl
0442038f,over_decomposition,How old was the French leader Napoleon when he died?,51,3,How old was a person who was born on {answer_1} and died on {answer_2}?,0.0,0.17,"answer_1: str = qa_model(""When was Napoleon born?"") | answer_2: str = qa_model(""When did Napoleon die?"") | answer_3: str = qa_model(""How old was a person who was born on {answer_1} and died on {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
2b2c4f25,final_step_mismatch,What was the year in which the lover of Marc Anthony and ruler of Egypt died?,30 BC,2,In what year did {answer_1} die?,1.5,0.09,"answer_1: str = qa_model(""Who was the lover of Marc Anthony and ruler of Egypt?"") | answer_2: str = qa_model(""In what year did {answer_1} die?"", answer_1=answer_1)"
8a6a8515,over_decomposition,How old was the explorer who discovered North America when he landed there?,41,3,How old was {answer_1} in {answer_2}?,0.0,0.1,"answer_1: str = qa_model(""Who is the explorer who discovered North America?"") | answer_2: str = qa_model(""When did {answer_1} land in North America?"", answer_1=answer_1) | answer_3: str = qa_model(""How old was {answer_1} in {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
ab9a9506,final_step_mismatch,Who was the assassin of the man who was president of the United States in 1963?,Lee Harvey Oswald,2,Who assassinated {answer_1}?,2.0,0.0,"answer_1: str = qa_model(""Who was the president of the United States in 1963?"") | answer_2: str = qa_model(""Who assassinated {answer_1}?"", answer_1=answer_1)"
cf1988b9,final_step_mismatch,Who is the director that made the movies based on the Hobbit book?,Peter Jackson,2,Who directed the film series ,2.5,0.0,"answer_1: str = qa_model(""What is the film series based on the book The Hobbit?"") | answer_2: str = qa_model(""Who directed the film series '{answer_1}'?"", answer_1=answer_1)"
795c7599,final_step_mismatch,Who wrote the books that the Game of Thrones HBO show was based on?,George R.R. Martin,2,Who wrote the book series ,2.5,0.09,"answer_1: str = qa_model(""What book series is the Game of Thrones HBO show based on?"") | answer_2: str = qa_model(""Who wrote the book series '{answer_1}'?"", answer_1=answer_1)"
3b26d221,final_step_mismatch,Who signed the world's smallest country into place?,Benito Mussolini,2,Who signed the treaty that established {answer_1}?,0.0,0.09,"answer_1: str = qa_model(""What is the world's smallest country?"") | answer_2: str = qa_model(""Who signed the treaty that established {answer_1}?"", answer_1=answer_1)"
750c7822,over_decomposition,What is the population of the largest city in the country south of Canada?,8.5 million residents in New York City,3,What is the population of {answer_2}?,0.0,0.14,"answer_1: str = qa_model(""What country is south of Canada?"") | answer_2: str = qa_model(""What is the largest city in {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the population of {answer_2}?"", answer_2=answer_2)"
ced5adfa,final_step_mismatch,When was the second game of the God of War series released in North America?,13-Mar-07,2,When was ,0.0,0.0,"answer_1: str = qa_model(""What is the second game in the God of War series?"") | answer_2: str = qa_model(""When was '{answer_1}' released in North America?"", answer_1=answer_1)"
691eedf8,final_step_mismatch,When was the second Call of Duty game released?,25-Oct-05,2,When was ,0.0,0.0,"answer_1: str = qa_model(""What is the second game in the Call of Duty series?"") | answer_2: str = qa_model(""When was '{answer_1}' released?"", answer_1=answer_1)"
27214402,over_decomposition|final_step_mismatch,When was the fifth Mario Kart released?,14-Nov-05,2,When was ,-0.5,0.0,"answer_1: str = qa_model(""What is the fifth game in the Mario Kart series?"") | answer_2: str = qa_model(""When was '{answer_1}' released?"", answer_1=answer_1)"
7a88aae7,final_step_mismatch,When was the first Animal Crossing game released?,4/14/01,2,When was ,0.0,0.0,"answer_1: str = qa_model(""What was the first Animal Crossing game?"") | answer_2: str = qa_model(""When was '{answer_1}' released?"", answer_1=answer_1)"
e22a184f,over_decomposition,Where was the guitarist from R.E.M. born?,"Berkeley, CA",2,Where was {answer_1} born?,-0.5,0.14,"answer_1: str = qa_model(""Who is the guitarist for the band R.E.M.?"") | answer_2: str = qa_model(""Where was {answer_1} born?"", answer_1=answer_1)"
0d0d5bac,over_decomposition,"How tall is the singer of ""3""?","5'4""",2,How tall is {answer_1}?,-0.5,0.25,"answer_1: str = qa_model(""Who sang the song '3'?"") | answer_2: str = qa_model(""How tall is {answer_1}?"", answer_1=answer_1)"
da635865,over_decomposition|final_step_mismatch,How old was the lead singer of Guns N' Roses when their first album came out?,25,4,How old was {answer_1} on {answer_3}?,0.0,0.07,"answer_1: str = qa_model(""Who is the lead singer of Guns N' Roses?"") | answer_2: str = qa_model(""What was the first album by Guns N' Roses?"") | answer_3: str = qa_model(""When was the album '{answer_2}' released?"", answer_2=answer_2) | answer_4: str = qa_model(""How old was {answer_1} on {answer_3}?"", answer_1=answer_1, answer_3=answer_3)"
c20af019,over_decomposition,When was the director of Titanic born?,16-Aug-54,2,When was {answer_1} born?,-0.5,0.25,"answer_1: str = qa_model(""Who directed the movie 'Titanic'?"") | answer_2: str = qa_model(""When was {answer_1} born?"", answer_1=answer_1)"
9a123681,final_step_mismatch,When was the fifth game in the original Mega Man series released in the U.S.?,1992,2,When was ,0.0,0.0,"answer_1: str = qa_model(""What is the fifth game in the original Mega Man series?"") | answer_2: str = qa_model(""When was '{answer_1}' released in the U.S.?"", answer_1=answer_1)"
168f5d6c,final_step_mismatch,What is Tifa Lockheart's childhood friend's first weapon called?,Buster Sword,2,What is {answer_1},0.0,0.0,"answer_1: str = qa_model(""Who is Tifa Lockhart's childhood friend?"") | answer_2: str = qa_model(""What is {answer_1}'s first weapon?"", answer_1=answer_1)"
0016e212,over_decomposition,When was the guitarist of Aerosmith born?,10-Sep-50,2,When was {answer_1} born?,-0.5,0.25,"answer_1: str = qa_model(""Who is the guitarist of Aerosmith?"") | answer_2: str = qa_model(""When was {answer_1} born?"", answer_1=answer_1)"
d890595a,over_decomposition,Where was the director of Metropolis born?,"Vienna, Austria",2,Where was {answer_1} born?,-0.5,0.25,"answer_1: str = qa_model(""Who directed the film Metropolis?"") | answer_2: str = qa_model(""Where was {answer_1} born?"", answer_1=answer_1)"
2d8e2766,over_decomposition,How old is the director of Parasite?,52,2,How old is {answer_1}?,-0.5,0.25,"answer_1: str = qa_model(""Who is the director of the movie 'Parasite'?"") | answer_2: str = qa_model(""How old is {answer_1}?"", answer_1=answer_1)"
e6fb1f57,over_decomposition,Who was the 40th US president's VP?,George H. W. Bush,2,Who was the Vice President for {answer_1}?,-0.5,0.12,"answer_1: str = qa_model(""Who was the 40th US president?"") | answer_2: str = qa_model(""Who was the Vice President for {answer_1}?"", answer_1=answer_1)"
8451615c,final_step_mismatch,When was the second Super Smash Bros released?,21-Nov-01,2,When was ,0.0,0.0,"answer_1: str = qa_model(""What is the second game in the Super Smash Bros. series?"") | answer_2: str = qa_model(""When was '{answer_1}' released?"", answer_1=answer_1)"
3548d16e,final_step_mismatch,When was the second game in the God of War series released?,13-Mar-07,2,When was ,0.0,0.0,"answer_1: str = qa_model(""What is the second game in the God of War series?"") | answer_2: str = qa_model(""When was '{answer_1}' released?"", answer_1=answer_1)"
6fcc9216,over_decomposition,Is Brad Pitt taller than Robert Downey Jr.?,Yes,3,Is {answer_1} taller than {answer_2}?,-1.0,0.22,"answer_1: str = qa_model(""How tall is Brad Pitt?"") | answer_2: str = qa_model(""How tall is Robert Downey Jr.?"") | answer_3: str = qa_model(""Is {answer_1} taller than {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
d8eaa37c,over_decomposition,Did The Matrix come out before 1998?,No,2,Was {answer_1} before 1998?,-0.5,0.29,"answer_1: str = qa_model(""What year was The Matrix released?"") | answer_2: str = qa_model(""Was {answer_1} before 1998?"", answer_1=answer_1)"
fef562a9,over_decomposition,Did Pulp Fiction come out before 1992?,No,2,Did {answer_1} come out before 1992?,-0.5,0.62,"answer_1: str = qa_model(""When was Pulp Fiction released?"") | answer_2: str = qa_model(""Did {answer_1} come out before 1992?"", answer_1=answer_1)"
100e5d98,over_decomposition,Did True Romance come out before 1995?,Yes,2,Did {answer_1} come out before 1995?,-0.5,0.62,"answer_1: str = qa_model(""When was True Romance released?"") | answer_2: str = qa_model(""Did {answer_1} come out before 1995?"", answer_1=answer_1)"
