id,issues,question,answer,num_hops,last_question,complexity_score,similarity,dsl
334,final_step_mismatch,"Which female athlete achieved a ""world's best"" and a ""world record""  for the marathon during Tony Blair's second term as British Prime Minister.",Paula Radcliffe,5,Which athlete is common to both the {answer_3} and {answer_4}?,0.5,0.09,"answer_1: str = qa_model(""When did Tony Blair's second term as British Prime Minister begin?"") | answer_2: str = qa_model(""When did Tony Blair's second term as British Prime Minister end?"") | answer_3: list[str] = qa_model(""Which female athletes achieved a 'world's best' for the marathon between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2) | answer_4: list[str] = qa_model(""Which female athletes achieved a 'world record' for the marathon between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2) | final_answer: str = qa_model(""Which athlete is common to both the {answer_3} and {answer_4}?"", answer_3=answer_3, answer_4=answer_4)"
107,final_step_mismatch,Was the founder of the bank that was established 42 years before the National Banking Act was expanded to include the Territory of Hawai'i still alive when it acquired Pioneer Federal Savings Bank?,No,5,Was {answer_3} still alive on the date {answer_4}?,2.5,0.08,"answer_1: int = qa_model(""In what year was the National Banking Act expanded to include the Territory of Hawai'i?"") | answer_2: str = qa_model(""What is the name of the bank that was established 42 years before {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Who was the founder of the bank {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""When did {answer_2} acquire Pioneer Federal Savings Bank?"", answer_2=answer_2) | final_answer: bool = qa_model(""Was {answer_3} still alive on the date {answer_4}?"", answer_3=answer_3, answer_4=answer_4)"
493,final_step_mismatch,"Meghan Markle's veil, worn at her 2018 wedding to Prince Harry, featured a flower for each Common Wealth country. What colour is the flower that was used to represent New Zealand?",Yellow,2,What colour is the {answer_1} flower?,2.0,0.08,"answer_1: str = qa_model(""What flower on Meghan Markle's 2018 wedding veil was used to represent New Zealand?"") | final_answer: str = qa_model(""What colour is the {answer_1} flower?"", answer_1=answer_1)"
298,final_step_mismatch,How much bigger was Ford Motor Company's market share of US Sales the year Matthew McConaughey won his first MTV Movie Award than the year Zac Efron won his?,10.30%,5,What is the difference between {answer_3} and {answer_4}?,0.5,0.0,"answer_1: int = qa_model(""In what year did Matthew McConaughey win his first MTV Movie Award?"") | answer_2: int = qa_model(""In what year did Zac Efron win his first MTV Movie Award?"") | answer_3: float = qa_model(""What was Ford Motor Company's market share of US Sales in {answer_1}?"", answer_1=answer_1) | answer_4: float = qa_model(""What was Ford Motor Company's market share of US Sales in {answer_2}?"", answer_2=answer_2) | final_answer: float = qa_model(""What is the difference between {answer_3} and {answer_4}?"", answer_3=answer_3, answer_4=answer_4)"
29,over_decomposition,"If Princess Diana had been born three years earlier, who would have been Prime Minister when she was ten? ",Harold Wilson,4,Who was the Prime Minister of the UK in {answer_3}?,0.0,0.12,"answer_1: int = qa_model(""In what year was Princess Diana born?"") | answer_2: int = qa_model(""What year is three years earlier than {answer_1}?"", answer_1=answer_1) | answer_3: int = qa_model(""In what year would a person born in {answer_2} turn ten years old?"", answer_2=answer_2) | final_answer: str = qa_model(""Who was the Prime Minister of the UK in {answer_3}?"", answer_3=answer_3)"
115,final_step_mismatch,"As of August 1, 2024, which player who scored more than 10 goals in the 2022 Argentine Premier League season also played for Elche in Spain?",Franco Cristaldo scored more than 10 goals that year and also played for Elche.,3,Which players are common to both {answer_1} and {answer_2}?,2.0,0.0,"answer_1: list[str] = qa_model(""As of August 1, 2024, which players scored more than 10 goals in the 2022 Argentine Premier League season?"") | answer_2: list[str] = qa_model(""As of August 1, 2024, which players have played for Elche in Spain?"") | final_answer: list[str] = qa_model(""Which players are common to both {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
463,over_decomposition,How old was Akira Toriyama when Pokemon Diamond and Pearl was released in America?,Akira Toriyama was 52.,3,"How old was Akira Toriyama on {answer_2}, given he was born on {answer_1}?",0.0,0.2,"answer_1: str = qa_model(""What is the birth date of Akira Toriyama?"") | answer_2: str = qa_model(""When was Pokemon Diamond and Pearl released in America?"") | final_answer: int = qa_model(""How old was Akira Toriyama on {answer_2}, given he was born on {answer_1}?"", answer_1=answer_1, answer_2=answer_2)"
45,over_decomposition,How old was Stephen Baldwin when Hailey and Justin got married?,52,3,"How old was Stephen Baldwin, who was born on {answer_1}, on {answer_2}?",0.0,0.25,"answer_1: str = qa_model(""What is Stephen Baldwin's date of birth?"") | answer_2: str = qa_model(""When did Hailey and Justin get married?"") | final_answer: int = qa_model(""How old was Stephen Baldwin, who was born on {answer_1}, on {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
146,over_decomposition,Rosie Ruiz was disqualified from the Boston Marathon. The subsequent winner placed in what position of the 1988 Grandma's Marathon?,Jacqueline Gareau placed first in the 1988 Grandma's Marathon.,3,What was the finishing position of {answer_2} in the 1988 Grandma,0.0,0.2,"answer_1: int = qa_model(""In what year was Rosie Ruiz disqualified from the Boston Marathon?"") | answer_2: str = qa_model(""Who was the winner of the {answer_1} Boston Marathon after Rosie Ruiz was disqualified?"", answer_1=answer_1) | final_answer: int = qa_model(""What was the finishing position of {answer_2} in the 1988 Grandma's Marathon?"", answer_2=answer_2)"
289,over_decomposition,"In the year the first UK winner of Big Brother was born, who was the Prime Minister?",Sir Edward Heath,3,Who was the Prime Minister of the UK in {answer_2}?,0.0,0.3,"answer_1: str = qa_model(""Who was the first UK winner of Big Brother?"") | answer_2: int = qa_model(""In what year was {answer_1} born?"", answer_1=answer_1) | final_answer: str = qa_model(""Who was the Prime Minister of the UK in {answer_2}?"", answer_2=answer_2)"
390,over_decomposition,What song was #1 on Billboard's Hot 100 for the most days during the Cuban Missile Crisis?,Monster Mash' by Bobby 'Boris' Pickett & the Crypt-Kickers,3,What song was #1 on Billboard,0.0,0.29,"answer_1: str = qa_model(""What was the start date of the Cuban Missile Crisis?"") | answer_2: str = qa_model(""What was the end date of the Cuban Missile Crisis?"") | final_answer: str = qa_model(""What song was #1 on Billboard's Hot 100 for the most days between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
531,final_step_mismatch,"Coached in the 2023/24 season by Dusty May, this college basketball player was the 2023/24 co-winner of the AAC Player of the Year Award. Who is that player?",Johnell Davis,3,Which of the players from {answer_2} played for {answer_1}?,2.0,0.0,"answer_1: str = qa_model(""What college basketball team did Dusty May coach during the 2023/24 season?"") | answer_2: list[str] = qa_model(""Who were the co-winners of the 2023/24 AAC Player of the Year Award?"") | final_answer: str = qa_model(""Which of the players from {answer_2} played for {answer_1}?"", answer_1=answer_1, answer_2=answer_2)"
28,final_step_mismatch,"If you subtract the year that William McCrary ""Billy"" Ray II was born from the year Obama was first sworn in as President to the United States and multiply it by the number of administrative regions in France as of January 1, 2024, what number would you get?",828,4,What is the result of subtracting {answer_1} from {answer_2} and then multiplying by {answer_3}?,0.5,0.08,"answer_1: int = qa_model(""In what year was William McCrary 'Billy' Ray II born?"") | answer_2: int = qa_model(""In what year was Barack Obama first sworn in as President of the United States?"") | answer_3: int = qa_model(""As of January 1, 2024, how many administrative regions are there in France?"") | final_answer: int = qa_model(""What is the result of subtracting {answer_1} from {answer_2} and then multiplying by {answer_3}?"", answer_1=answer_1, answer_2=answer_2, answer_3=answer_3)"
319,final_step_mismatch,"The founder of the new religious movement Thelema once attempted to summit the third highest mountain in the world, but failed. How many years did it take before this feat was successfully accomplished? ",50,5,What is the absolute difference between {answer_3} and {answer_4}?,1.5,0.0,"answer_1: str = qa_model(""Who is the founder of the new religious movement Thelema?"") | answer_2: str = qa_model(""What is the third highest mountain in the world?"") | answer_3: int = qa_model(""In what year did {answer_1} attempt to summit {answer_2}?"", answer_1=answer_1, answer_2=answer_2) | answer_4: int = qa_model(""In what year was the feat of successfully summiting {answer_2} first accomplished?"", answer_2=answer_2) | final_answer: int = qa_model(""What is the absolute difference between {answer_3} and {answer_4}?"", answer_3=answer_3, answer_4=answer_4)"
422,final_step_mismatch,By what amount was the budget of Peter Jackson's King Kong higher than the budget of John Guillermin's version of King Kong?,$183 million,3,What is the difference between {answer_1} and {answer_2}?,0.5,0.0,"answer_1: int = qa_model(""What was the budget of Peter Jackson's King Kong?"") | answer_2: int = qa_model(""What was the budget of John Guillermin's version of King Kong?"") | final_answer: int = qa_model(""What is the difference between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
2,final_step_mismatch,How many years earlier would Punxsutawney Phil have to be canonically alive to have made a Groundhog Day prediction in the same state as the US capitol?,87,3,What is the difference in years between {answer_2} and {answer_1}?,2.0,0.04,"answer_1: int = qa_model(""In what year was the first Groundhog Day prediction made in the same state as the US capitol?"") | answer_2: int = qa_model(""In what year did Punxsutawney Phil canonically start making Groundhog Day predictions?"") | final_answer: int = qa_model(""What is the difference in years between {answer_2} and {answer_1}?"", answer_2=answer_2, answer_1=answer_1)"
143,final_step_mismatch,How many more votes did the Conservatives receive in the Highlands and Islands region in the 2021 Scottish Parliamentary Elections than in 2016?,"16,086",3,What is the difference between {answer_1} and {answer_2}?,0.5,0.05,"answer_1: int = qa_model(""How many votes did the Conservatives receive in the Highlands and Islands region in the 2021 Scottish Parliamentary Elections?"") | answer_2: int = qa_model(""How many votes did the Conservatives receive in the Highlands and Islands region in the 2016 Scottish Parliamentary Elections?"") | final_answer: int = qa_model(""What is the difference between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
790,final_step_mismatch,"On the same day Roald Dahl first published a work, a famous guitar player and singer was born. This person was once ranked 13th in Rolling Stone's ""100 Greatest Guitarists of All Time"" cover story. In the same year that this person was ranked 13th, who was ranked number 2 in Rolling Stone magazine's list of the 100 greatest guitarists of all time?",Duane Allman,4,In the {answer_3} Rolling Stone magazine,0.5,0.08,"answer_1: str = qa_model(""What was the publication date of Roald Dahl's first published work?"") | answer_2: str = qa_model(""Which famous guitar player and singer was born on {answer_1}?"", answer_1=answer_1) | answer_3: int = qa_model(""In what year was {answer_2} ranked 13th in Rolling Stone's '100 Greatest Guitarists of All Time' cover story?"", answer_2=answer_2) | final_answer: str = qa_model(""In the {answer_3} Rolling Stone magazine's list of the 100 greatest guitarists of all time, who was ranked number 2?"", answer_3=answer_3)"
777,over_decomposition,Which leap year happened exactly halfway between the birth of Shoghi Effendi and the founding of the college he attended?,1580,4,Which leap year happened exactly halfway between {answer_1} and {answer_3}?,0.0,0.44,"answer_1: int = qa_model(""In what year was Shoghi Effendi born?"") | answer_2: str = qa_model(""What college did Shoghi Effendi attend?"") | answer_3: int = qa_model(""In what year was the college {answer_2} founded?"", answer_2=answer_2) | final_answer: int = qa_model(""Which leap year happened exactly halfway between {answer_1} and {answer_3}?"", answer_1=answer_1, answer_3=answer_3)"
629,final_step_mismatch,"Twin brothers and former linebackers Ricardo and Devon McDonald were drafted into the NFL in 1992 and 1993, respectively. How many more games did one twin play than the other during their NFL career?",56,3,What is the absolute difference between {answer_1} and {answer_2}?,0.5,0.03,"answer_1: int = qa_model(""How many games did Ricardo McDonald play during his NFL career?"") | answer_2: int = qa_model(""How many games did Devon McDonald play during his NFL career?"") | final_answer: int = qa_model(""What is the absolute difference between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
455,final_step_mismatch,How many years older is the the library where Galileo's middle finger was first exhibited than the first public library to be lit using electric lightbulbs?,222,5,What is the difference in years between {answer_4} and {answer_2}?,0.5,0.05,"answer_1: str = qa_model(""In which library was Galileo's middle finger first exhibited?"") | answer_2: int = qa_model(""In what year was the library {answer_1} founded?"", answer_1=answer_1) | answer_3: str = qa_model(""What was the first public library to be lit using electric lightbulbs?"") | answer_4: int = qa_model(""In what year was the library {answer_3} founded?"", answer_3=answer_3) | final_answer: int = qa_model(""What is the difference in years between {answer_4} and {answer_2}?"", answer_2=answer_2, answer_4=answer_4)"
447,final_step_mismatch,"The star of the TV show ""The Bear"" had his breakout role on a Showtime show. The actress who played his older sister on that Showtime show released an album in 2007. The label who released her album released their first album 27 years previous. From their first album, what number did the title track reach on the Billboard Hot 100?",Number 3,7,From the album ,2.0,0.06,"answer_1: str = qa_model(""Who is the star of the TV show 'The Bear'?"") | answer_2: str = qa_model(""What Showtime show was the breakout role for {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Who played the older sister of {answer_1}'s character on the Showtime show {answer_2}?"", answer_1=answer_1, answer_2=answer_2) | answer_4: str = qa_model(""What is the name of the album released by {answer_3} in 2007?"", answer_3=answer_3) | answer_5: str = qa_model(""What record label released the album {answer_4}?"", answer_4=answer_4) | answer_6: str = qa_model(""What was the first album released by the label {answer_5}, 27 years before 2007?"", answer_5=answer_5) | final_answer: int = qa_model(""From the album '{answer_6}', what number did the title track reach on the Billboard Hot 100?"", answer_6=answer_6)"
