id,issues,question,answer,num_hops,last_question,complexity_score,similarity,dsl
5abae52a5542996cc5e49eea,final_step_mismatch,The 1976 German Grand Prix was won by a driver who retired in what year?,1979,2,In what year did {answer_1} retire?,0.0,0.08,"answer_1: str = qa_model(""Who won the 1976 German Grand Prix?"") | answer_2: str = qa_model(""In what year did {answer_1} retire?"", answer_1=answer_1)"
5a7e567b55429949594199a0,final_step_mismatch,Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,Craig Newmark,2,Who founded {answer_1}?,0.0,0.09,"answer_1: str = qa_model(""What company is featured on 24 Hours on Craigslist?"") | answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)"
5a77bd595542995d83181291,over_decomposition|final_step_mismatch,"Between two tennis players Kim Clijsters and Mary Pierce, who is older?",Mary Pierce,3,"Who is older, a person born on {answer_1} or a person born on {answer_2}?",0.0,0.06,"answer_1: str = qa_model(""When was Kim Clijsters born?"") | answer_2: str = qa_model(""When was Mary Pierce born?"") | answer_3: str = qa_model(""Who is older, a person born on {answer_1} or a person born on {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
5a731dee5542992359bc3238,final_step_mismatch,"What man, also known as mi Sde-Or, created a military self-defense system developed for the Israel Defense Forces?","Emrich ""Imi"" Lichtenfeld",2,Who created {answer_1}?,1.0,0.06,"answer_1: str = qa_model(""What is the military self-defense system developed for the Israel Defense Forces?"") | answer_2: str = qa_model(""Who created {answer_1}?"", answer_1=answer_1)"
5a7906f55542990784727792,over_decomposition,When was Fannie Lee Chaney's son born?,"May 30, 1943",2,When was {answer_1} born?,-0.5,0.14,"answer_1: str = qa_model(""Who is the son of Fannie Lee Chaney?"") | answer_2: str = qa_model(""When was {answer_1} born?"", answer_1=answer_1)"
5adccafb5542992c1e3a2401,final_step_mismatch,Who chaired the ceremony in which the film written by Canet and Philippe Lefebvre won the award for Best Film?,Isabelle Mergault,3,Who chaired the {answer_2}?,1.5,0.07,"answer_1: str = qa_model(""Which film was written by Canet and Philippe Lefebvre?"") | answer_2: str = qa_model(""In which ceremony did the film {answer_1} win the award for Best Film?"", answer_1=answer_1) | answer_3: str = qa_model(""Who chaired the {answer_2}?"", answer_2=answer_2)"
5adc1b1a55429944faac2422,over_decomposition,"Superheaven and Oceansize, are bands of which shared genre?",rock,3,What is a shared genre between {answer_1} and {answer_2}?,0.0,0.33,"answer_1: str = qa_model(""What genre is the band Superheaven?"") | answer_2: str = qa_model(""What genre is the band Oceansize?"") | answer_3: str = qa_model(""What is a shared genre between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
5add67b05542995b365fab2a,over_decomposition,What nationality was a  historical drama film directed by?,Argentine,3,What is the nationality of {answer_2}?,0.0,0.14,"answer_1: str = qa_model(""What is an example of a historical drama film?"") | answer_2: str = qa_model(""Who directed the film {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the nationality of {answer_2}?"", answer_2=answer_2)"
5a8ef28c5542995b44241f0f,final_step_mismatch,The American Aircraft Penetrator was modified from a helicopter produced by what nation's military?,United States,2,What nation,0.0,0.09,"answer_1: str = qa_model(""What helicopter was the American Aircraft Penetrator a modification of?"") | answer_2: str = qa_model(""What nation's military produced the {answer_1}?"", answer_1=answer_1)"
5adf1bf75542993344016bd9,final_step_mismatch,"Canton Road Station was a planned railway station on the Kowloon Southern Link of West Rail Line, that was to run beneath a large shopping mall located where?","Tsim Sha Tsui, Hong Kong",2,Where is {answer_1} located?,0.5,0.05,"answer_1: str = qa_model(""What is the name of the large shopping mall that Canton Road Station was planned to run beneath?"") | answer_2: str = qa_model(""Where is {answer_1} located?"", answer_1=answer_1)"
5ab90af655429916710eb0ec,over_decomposition|final_step_mismatch,The mother of the vice chair of Hillary Clinton's 2016 campaign for President is the director of what institue?,Institute of Muslim Minority Affairs,3,What institute is {answer_2} the director of?,0.0,0.07,"answer_1: str = qa_model(""Who was the vice chair of Hillary Clinton's 2016 campaign for President?"") | answer_2: str = qa_model(""Who is the mother of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What institute is {answer_2} the director of?"", answer_2=answer_2)"
5a7f8a535542994857a76778,final_step_mismatch,The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?,"2,523",2,What is the population of {answer_1}?,0.0,0.07,"answer_1: str = qa_model(""Into which town did the Pineground Bridge carry Depot Road?"") | answer_2: str = qa_model(""What is the population of {answer_1}?"", answer_1=answer_1)"
5adf9e7e5542992d7e9f93be,over_decomposition,Were Eatza Pizza and Your Pie founded in the same state?,no,2,Was Your Pie founded in {answer_1}?,-1.0,0.33,"answer_1: str = qa_model(""In which state was Eatza Pizza founded?"") | answer_2: str = qa_model(""Was Your Pie founded in {answer_1}?"", answer_1=answer_1)"
5abeb68d5542994516f453f9,final_step_mismatch,"The John Messer Barn is a historic structure within the Great Smoky Mountains National Park in Sevier County, Tennessee, this barn is a different Messer Barn in which valley, in the Great Smoky Mountains of North Carolina, located in the Southeastern United States?",Cataloochee,2,In which valley is the {answer_1} located?,0.5,0.08,"answer_1: str = qa_model(""What is the name of the Messer Barn located in the Great Smoky Mountains of North Carolina?"") | answer_2: str = qa_model(""In which valley is the {answer_1} located?"", answer_1=answer_1)"
5ae1cab7554299492dc91b8a,final_step_mismatch,What nationality is the actress who played the role of Sam Sloan's wife Trudy in the sitcom The Single Guy ?,American,2,What is the nationality of {answer_1}?,0.5,0.08,"answer_1: str = qa_model(""Who played the role of Sam Sloan's wife Trudy in the sitcom The Single Guy?"") | answer_2: str = qa_model(""What is the nationality of {answer_1}?"", answer_1=answer_1)"
5ae6e5d65542992ae0d163a1,final_step_mismatch,"Who is the mother of the prince that had allegations made against him related to the lawsuit ""Two Jane Does v US""?",Queen Elizabeth II,2,Who is the mother of {answer_1}?,4.0,0.06,"answer_1: str = qa_model(""Which prince had allegations made against him related to the lawsuit 'Two Jane Does v US'?"") | answer_2: str = qa_model(""Who is the mother of {answer_1}?"", answer_1=answer_1)"
5a7fa11e5542995d8a8dded4,final_step_mismatch,"Who founded the college attended by Thomas Balston, member of the Whatman paper-making family?",William of Wykeham,2,Who founded {answer_1}?,1.0,0.08,"answer_1: str = qa_model(""Which college did Thomas Balston attend?"") | answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)"
5ae0af9a5542993d6555ec17,over_decomposition,Are Grasshopper and Sake bomb both types of drinks?,yes,3,Are a {answer_1} and a {answer_2} both types of drinks?,-1.0,0.44,"answer_1: str = qa_model(""What type of thing is a Grasshopper?"") | answer_2: str = qa_model(""What type of thing is a Sake bomb?"") | answer_3: str = qa_model(""Are a {answer_1} and a {answer_2} both types of drinks?"", answer_1=answer_1, answer_2=answer_2)"
5adff29555429942ec259ba7,over_decomposition,A 2001 Indian epic sports-drama film starred an actor who was also know for his role in what 1999 movie?,Sarfarosh,3,What 1999 movie is {answer_2} also known for?,0.0,0.24,"answer_1: str = qa_model(""What is a 2001 Indian epic sports-drama film?"") | answer_2: str = qa_model(""Who was the star of the film {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What 1999 movie is {answer_2} also known for?"", answer_2=answer_2)"
5a7a8dab554299042af8f66a,final_step_mismatch,"Huddersfield Giants R.L.F.C. are an English professional rugby league club from Huddersfield, West Yorkshire, the birthplace of rugby league, who play in the Super League competition, they play their home games at the Kirklees Stadium which is shared with Huddersfield Town F.C., is a multi-use sports stadium in Huddersfield in West Yorkshire, in which country?",England,2,In which country is {answer_1}?,2.0,0.03,"answer_1: str = qa_model(""Where is the Kirklees Stadium located?"") | answer_2: str = qa_model(""In which country is {answer_1}?"", answer_1=answer_1)"
5ab3020e55429976abd1bc1a,final_step_mismatch,"Javier Mora, is a Mexican boxer in the Heavyweight division, he was defeated by Alexander Vladimirovich ""Sasha"" Povetkin, by a 5-round TKO, in which country?",Germany,2,In which country is {answer_1} located?,0.5,0.05,"answer_1: str = qa_model(""Where did the fight between Javier Mora and Alexander Povetkin take place?"") | answer_2: str = qa_model(""In which country is {answer_1} located?"", answer_1=answer_1)"
5abab7af554299232ef4a384,over_decomposition,Both Martha Stewart Living and Tall Timber Short Lines are considered what?,magazine,3,What are {answer_1} and {answer_2} considered?,0.0,0.17,"answer_1: str = qa_model(""What is Martha Stewart Living?"") | answer_2: str = qa_model(""What is Tall Timber Short Lines?"") | answer_3: str = qa_model(""What are {answer_1} and {answer_2} considered?"", answer_1=answer_1, answer_2=answer_2)"
5a90aeda5542990a98493699,final_step_mismatch,The Riverport Railroad operates a former army depot track that was opened in what year?,1917,2,When was {answer_1} opened?,0.0,0.09,"answer_1: str = qa_model(""What former army depot track does the Riverport Railroad operate?"") | answer_2: str = qa_model(""When was {answer_1} opened?"", answer_1=answer_1)"
5ade4d655542997c77adede0,final_step_mismatch,Uroš Matić plays for Copenhagen which is a Danish football club founded in what year?,1992,2,When was {answer_1} founded?,0.0,0.09,"answer_1: str = qa_model(""What is the Danish football club Uroš Matić plays for?"") | answer_2: str = qa_model(""When was {answer_1} founded?"", answer_1=answer_1)"
5ab2c2e6554299545a2cfa62,final_step_mismatch,"Which star of ""Not Like Everyone Else"" was also in ""Drunk History""?",Alia Shawkat,2,Which of the actors from {answer_1} was also in ,0.0,0.09,"answer_1: str = qa_model(""Who are the stars of 'Not Like Everyone Else'?"") | answer_2: str = qa_model(""Which of the actors from {answer_1} was also in 'Drunk History'?"", answer_1=answer_1)"
5abbb9ae55429931dba144c1,final_step_mismatch,65 injured passengers between hilo and honolulu were aboard what flight?,Aloha Airlines Flight 243,2,What was the flight number of {answer_1}?,0.0,0.09,"answer_1: str = qa_model(""What flight incident involved 65 injured passengers on a flight between Hilo and Honolulu?"") | answer_2: str = qa_model(""What was the flight number of {answer_1}?"", answer_1=answer_1)"
5ac1673555429964131be1cc,final_step_mismatch,Who was the founder of the company at which Gemma Quinnell started her career as a Bluecoat?,Fred Pontin,2,Who was the founder of {answer_1}?,1.5,0.09,"answer_1: str = qa_model(""Which company did Gemma Quinnell start her career at as a Bluecoat?"") | answer_2: str = qa_model(""Who was the founder of {answer_1}?"", answer_1=answer_1)"
5ae52e6a5542990ba0bbb1ec,final_step_mismatch,"Since when Romeo and Juliet was the first production of the play for  a live theater to digital platforms company, founded in 2013 by Stewart F. Lane and Bonnie Comley?",1977,2,When was ,0.5,0.0,"answer_1: str = qa_model(""What is the name of the live theater to digital platforms company founded in 2013 by Stewart F. Lane and Bonnie Comley?"") | answer_2: str = qa_model(""When was 'Romeo and Juliet' the first production for {answer_1}?"", answer_1=answer_1)"
5a7a9bff55429927d897bee5,final_step_mismatch,"Which of the two people who wrote the screenplay for ""Dead & Buried"" a 1981 science fiction horror film, also worked as a director, visual effects supervisor, and occasional actor?",Dan O'Bannon,2,Which of the screenwriters of ,0.5,0.0,"answer_1: str = qa_model(""Who wrote the screenplay for the film 'Dead & Buried' (1981)?"") | answer_2: str = qa_model(""Which of the screenwriters of 'Dead & Buried' (1981) also worked as a director, visual effects supervisor, and occasional actor?"", answer_1=answer_1)"
5abf27285542997719eab678,final_step_mismatch,When was the maternal uncle of Popiel I died who was the notable author of Latin prose?,15 March 44 BC,2,When did {answer_1} die?,0.0,0.0,"answer_1: str = qa_model(""Who was the maternal uncle of Popiel I who was a notable author of Latin prose?"") | answer_2: str = qa_model(""When did {answer_1} die?"", answer_1=answer_1)"
5a85f8a85542997b5ce4003d,over_decomposition,What Canadian film producer co-founded CrowdRise?,Shauna Robertson,2,Which of these people is a Canadian film producer: {answer_1}?,-0.5,0.33,"answer_1: str = qa_model(""Who co-founded CrowdRise?"") | answer_2: str = qa_model(""Which of these people is a Canadian film producer: {answer_1}?"", answer_1=answer_1)"
5a8a17e55542992d82986eab,final_step_mismatch,"Who was the director of the film at who end a versions of the son ""Please, Please, Please, Let Me Get What I Want"" could be heard?",Shane Meadows,2,Who was the director of ,0.5,0.07,"answer_1: str = qa_model(""Which film features the song 'Please, Please, Please, Let Me Get What I Want' at the end?"") | answer_2: str = qa_model(""Who was the director of '{answer_1}'?"", answer_1=answer_1)"
5a77c4a25542997042120b2a,over_decomposition,Are Jars of Clay and Black Grape both American bands?,band from England,3,Are Jars of Clay (from {answer_1}) and Black Grape (from {answer_2}) both American bands?,-1.0,0.73,"answer_1: str = qa_model(""What is the country of origin for the band Jars of Clay?"") | answer_2: str = qa_model(""What is the country of origin for the band Black Grape?"") | answer_3: str = qa_model(""Are Jars of Clay (from {answer_1}) and Black Grape (from {answer_2}) both American bands?"", answer_1=answer_1, answer_2=answer_2)"
5a8bbc135542995e66a474ea,final_step_mismatch,"""No Foe Shall Gather Our Harvest"" is a poem first published in a monthly women's magazine published by who?",Bauer Media Group,2,Who published {answer_1}?,0.0,0.07,"answer_1: str = qa_model(""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"") | answer_2: str = qa_model(""Who published {answer_1}?"", answer_1=answer_1)"
5a7d48a05542991319bc9385,final_step_mismatch,"Who founded the fast food chain whom Joshua Goez appeared in the ""Ranch Tooth"" commercials for?",Dave Thomas,2,Who founded {answer_1}?,0.0,0.08,"answer_1: str = qa_model(""Which fast food chain had 'Ranch Tooth' commercials featuring Joshua Goez?"") | answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)"
5ab7ecea55429928e1fe3938,over_decomposition,"This American actress, singer, and songwriters film roles include a road-comedy-adventure film released by who?",Walt Disney Pictures,3,Who released the film ,0.0,0.14,"answer_1: str = qa_model(""Who is the American actress, singer, and songwriter whose film roles include a road-comedy-adventure film?"") | answer_2: str = qa_model(""What is a road-comedy-adventure film starring {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Who released the film '{answer_2}'?"", answer_2=answer_2)"
5ae770d75542997b22f6a766,final_step_mismatch,"Which animator from Canada served as an assistant director on an American animated television series that ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?",Lindsey Pollard,3,Which of the assistant directors for ,0.5,0.03,"answer_1: str = qa_model(""What American animated television series ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?"") | answer_2: str = qa_model(""Who was an assistant director for '{answer_1}'?"", answer_1=answer_1) | answer_3: str = qa_model(""Which of the assistant directors for '{answer_1}' is an animator from Canada?"", answer_1=answer_1)"
5ac3b6d85542995ef918c201,over_decomposition,Are Afrikan tähti and Cluedo both boardgames?,yes,2,Is Cluedo also a {answer_1}?,-1.5,0.12,"answer_1: str = qa_model(""What type of game is Afrikan tähti?"") | answer_2: str = qa_model(""Is Cluedo also a {answer_1}?"", answer_1=answer_1)"
5ae784735542994a481bbd36,final_step_mismatch,"What year was the formation of the Finnish metal band that wrote the song ""I'm Not Jesus""",1993,2,What year was {answer_1} formed?,1.5,0.07,"answer_1: str = qa_model(""Which band wrote the song 'I'm Not Jesus'?"") | answer_2: str = qa_model(""What year was {answer_1} formed?"", answer_1=answer_1)"
5ac1c79f5542994ab5c67e15,over_decomposition,Are Thunbergia and Melicytus in the same family?,no,3,Are {answer_1} and {answer_2} the same?,-1.0,0.29,"answer_1: str = qa_model(""What is the family of Thunbergia?"") | answer_2: str = qa_model(""What is the family of Melicytus?"") | answer_3: str = qa_model(""Are {answer_1} and {answer_2} the same?"", answer_1=answer_1, answer_2=answer_2)"
5a8c7137554299240d9c2166,final_step_mismatch,What is the name of the founder of the famous chain of survey triangulations stretching from Hammerfest to the Black Sea?,Friedrich Georg Wilhelm von Struve,2,Who founded {answer_1}?,0.5,0.0,"answer_1: str = qa_model(""What is the name of the famous chain of survey triangulations stretching from Hammerfest to the Black Sea?"") | answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)"
5ac3711f5542995ef918c18e,over_decomposition,Where did a French film director direct a 2005 British-French martial arts action thriller starring Jet Li?,Glasgow,3,Where did {answer_2} direct ,0.0,0.13,"answer_1: str = qa_model(""What is the 2005 British-French martial arts action thriller film starring Jet Li?"") | answer_2: str = qa_model(""Who directed '{answer_1}'?"", answer_1=answer_1) | answer_3: str = qa_model(""Where did {answer_2} direct '{answer_1}'?"", answer_1=answer_1, answer_2=answer_2)"
5ae7e7115542994a481bbdf8,final_step_mismatch,Burn the Witch was a song from the Radiohead album that was released on which date?,8 May 2016,2,When was {answer_1} released?,0.0,0.09,"answer_1: str = qa_model(""Which Radiohead album features the song 'Burn the Witch'?"") | answer_2: str = qa_model(""When was {answer_1} released?"", answer_1=answer_1)"
5ab466f95542996a3a969f7d,final_step_mismatch,"A studio album by I Killed the Prom Queen reached the top 30 in ARIA Albums Chart, on what date was that album released?",31 July 2006.,2,What is the release date of {answer_1}?,2.0,0.05,"answer_1: str = qa_model(""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"") | answer_2: str = qa_model(""What is the release date of {answer_1}?"", answer_1=answer_1)"
5ab5afd8554299637185c5db,final_step_mismatch,"In 2006 ""Strictly Dance Fever"" promoted a modern afro-Cuban partner dance derived from the works of which composer?",Enrique Jorrin,2,Which composer,0.0,0.08,"answer_1: str = qa_model(""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"") | answer_2: str = qa_model(""Which composer's works is {answer_1} derived from?"", answer_1=answer_1)"
5ae5301f5542990ba0bbb1f4,final_step_mismatch,"In what year was the fairy tale of which the plot of ""Tears Were Falling"" can be viewed as a modern interpretation first published?",1844,2,In what year was ,2.0,0.07,"answer_1: str = qa_model(""What fairy tale is 'Tears Were Falling' a modern interpretation of?"") | answer_2: str = qa_model(""In what year was '{answer_1}' first published?"", answer_1=answer_1)"
5a8b62cd55429949d91db588,final_step_mismatch,"What is the platform-adventure video game created by independent developer D-Pad Studio, and included in 2016 new intellectual properties releases notable for?",its long development cycle,2,What is ,0.5,0.0,"answer_1: str = qa_model(""What is the platform-adventure video game created by independent developer D-Pad Studio?"") | answer_2: str = qa_model(""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?"", answer_1=answer_1)"
5ae5002d55429913cc204567,final_step_mismatch,Ragnall ua Ímair was the grandson of a Viking leader that died in what year?,873,2,In what year did {answer_1} die?,0.0,0.08,"answer_1: str = qa_model(""Who was the grandfather of Ragnall ua Ímair?"") | answer_2: str = qa_model(""In what year did {answer_1} die?"", answer_1=answer_1)"
